orig_pred,contrast_pred,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,orig_contrast_probs,pred_edit_premise_probs,pred_edit_hypo_probs,diff_premise_probs,diff_hypothesis_probs
entailment,neutral,a young girl looking down through some leaves from atop a tree.,There is a girl outdoors.,a  toddler looking down through  the leaves  from atop a tree.,There is a girl reading.,1,2,2,0.38461538461538464,0.16666666666666666,71.66070556640625,271.0199279785156,0.00387534755282104,0.9779592752456665,0.4982355237007141,0.9740839276928455,0.49436017614789307
entailment,neutral,A man holding a baby who is petting a pony.,A man with a baby is petting a pony.,A  person is holding a baby who is petting a pony., A man  holding a  white baby who is petting a pony.,1,2,2,0.2727272727272727,0.6,54.95457458496094,44.41992950439453,0.026972005143761635,0.5322756171226501,0.9992799162864685,0.5053036119788885,0.9723079111427069
entailment,neutral,Man in blue shirt yells and points off-camera while a man in a blue shirt and baseball cap watches.,A man is yelling.,Man in  blue shirt with  baton points off atcamera while a man in a blue shirt and baseball cap watches.,A man is yelling loudly.,1,2,2,0.2727272727272727,0.2,46.32843017578125,127.80770874023438,0.005317153874784708,0.9661440849304199,0.951653003692627,0.9608269310556352,0.9463358498178422
entailment,neutral,A small child is riding in a red wagon.,A kid is in a wagon.,  Someone is in  a wagon.,A  girl is in a wagon.,1,2,2,0.6,0.2857142857142857,97.55056762695312,143.1667022705078,0.01637938991189003,0.9369415044784546,0.9854921698570251,0.9205621145665646,0.9691127799451351
entailment,neutral,A man in renaissance clothing is sitting on a brick wall.,The man is in costume,A man in black and white clothing is sitting on a brick wall.,The man is wearing the costume,1,2,2,0.25,0.4,45.50217056274414,38.304893493652344,0.0561940036714077,0.5693021416664124,0.7733903527259827,0.5131081379950047,0.717196349054575
entailment,neutral,a big black dog jumps in the air to catch the tennis ball in his mouth.,A dog is jumping.,a  dog in   water is  trying  to catch   a ball in its mouth., A dog is jumping indoors,1,2,2,0.7058823529411765,0.4,91.76577758789062,99.26339721679688,0.012058896012604237,0.5039629936218262,0.9163523316383362,0.49190409760922194,0.904293435625732
entailment,neutral,Two men are boxing in fighting arena.,TWo men are boxing.,Two men fight in an arena.,TWo brothers boxing.,1,2,2,0.375,0.4,1171.321533203125,328.37603759765625,0.013656635768711567,0.7933616638183594,0.9983578324317932,0.7797050280496478,0.9847011966630816
entailment,neutral,A wall hung with multicolored crosses is visible behind the group of young men as they converse.,Young men are talking, A wall hung with  red crosses is visible behind the group  of men as they converse., Young men discuss marriage,1,2,2,0.2777777777777778,0.75,88.27806854248047,204.22999572753906,0.019139571115374565,0.8846120238304138,0.998518168926239,0.8654724527150393,0.9793785978108644
entailment,neutral,Red-haired female answers questions while sitting at a table for craftzine.,She answers questions while sitting at a table.,Redhead answers questions while sitting at table.zine.,She answers questions while happily sitting at a table.,1,2,2,0.5714285714285714,0.1111111111111111,73.28971099853516,78.45359802246094,0.027027612552046776,0.5891857147216797,0.9983478784561157,0.5621581021696329,0.971320265904069
entailment,neutral,"Two men in costumes with fake carrot noses, top hats, sunglasses and white fur coats that contain white electrical lights.",People in costumes," Two people wearing masks around their noses,  black hats, sunglasses and white  over coats  that contain bulbs or lights.",People in halloween costumes,1,2,2,0.6086956521739131,0.3333333333333333,150.56690979003906,324.0317077636719,0.007934903725981712,0.6129300594329834,0.9916223883628845,0.6049951557070017,0.9836874846369028
entailment,neutral,A man has wrecked his racing bike in the dirt with five spectators behind a rope.,A man has damaged something.,A man  has kicked  his bike in the dirt with four spectators behind a rope., A man has stolen something.,1,1,1,0.29411764705882354,0.3333333333333333,302.50091552734375,431.6116943359375,0.06587744504213333,0.5107998847961426,0.5457507967948914,-0.42306995391845703,-0.38811904191970825
entailment,neutral,A city street with market vendors and children being pushed in strollers with a large cathedral in the background.,The strollers are moving.,A city street with  many vendors  and strollers with a large cathedral in the background., The strollers are white.,1,2,2,0.35,0.4,158.302978515625,144.43455505371094,0.11887282878160477,0.8764601349830627,0.9978494644165039,0.757587306201458,0.8789766356348991
entailment,neutral,Two men working on farm equipment that is being pulled by two horses.,The men are working on farm stuff.,Two men working on equipment that is being pulled by two horses.,The men are working on farm equipment toy,1,2,2,0.07142857142857142,0.25,75.91097259521484,78.24781799316406,0.009191346354782581,0.8668514490127563,0.4572508633136749,0.8576601026579738,0.44805951695889235
entailment,neutral,Woman running in a park while listening to music.,A woman jogging in a park., Woman in  a park  exercising while listening to music.,A woman enjoys jogging in a park.,1,2,2,0.5,0.14285714285714285,57.45631408691406,193.48291015625,0.08074361085891724,0.8764926791191101,0.8809100985527039,0.7957490682601929,0.8001664876937866
entailment,neutral,A man in jeans and a brown shirt jumps high in the air in a living room that has a fireplace and wooden floor.,a guy in brown jumps up in a room with a  wood floor,A man  wearing jeans and  blue shorts jumps high in the air in  a living room that has  s fireplace and wooden floor.,a guy in brown jumps up in a room with a red fireplace,1,2,2,0.32,0.21428571428571427,37.15427780151367,114.61832427978516,0.06395909935235977,0.9977887868881226,0.9951573014259338,0.9338296875357628,0.9311982020735741
entailment,neutral,"The blond young man who had been splattered with paint colors of blue, orange, and green held up his camera to take a picture.",A man covered in paint takes a photo.," This is  a man who had  been hed with various colors  of blue, orange, and  white take n the picture.",A man covered in paint  takes  a photo for magazine,1,2,2,0.6666666666666666,0.4444444444444444,76.95191192626953,165.6038055419922,0.014490628615021706,0.8915529847145081,0.9956820011138916,0.8770623560994864,0.9811913724988699
entailment,neutral,"One woman with jeans, gray shirt and sandals; with girl in all pink watching a white ball float in midair.",The shirt is gray.,"One woman with jeans, shirt and sandals; with girl in all pink watching a white ball float in midair.",The shirt is heavy.,1,2,2,0.043478260869565216,0.2,144.95069885253906,146.9671630859375,0.0038901614025235176,0.9457299709320068,0.9964084029197693,0.9418398095294833,0.9925182415172458
entailment,neutral,3 people are shopping in a market.,There are people at a market., Three people  are in a street., There are people  at a flea market.,1,2,2,0.625,0.42857142857142855,130.59573364257812,289.519287109375,0.00372835504822433,0.9043652415275574,0.9748072028160095,0.900636886479333,0.9710788477677852
entailment,neutral,A man is working in an art studio and is surrounded by art supplies.,A man is working on art.,A man  is working in  a studio and  is surrounded by his supplies., A man is working on contemporary art.,1,2,2,0.3333333333333333,0.2857142857142857,53.68119430541992,154.03530883789062,0.054614536464214325,0.9270808100700378,0.9898890852928162,0.8724662736058235,0.9352745488286018
entailment,contradiction,The man in black is flying off the full in front of a red fence.,The man is next to the fence.,The man in  black is off   of the fence., The man is next  to the fence in green,1,0,0,0.5,0.5,157.8806915283203,96.38929748535156,0.10383208096027374,0.8566157817840576,0.9967153072357178,0.7527837008237839,0.892883226275444
entailment,neutral,People are hiking up a mountain with no greenery.,The mountain is bare.,-1,The mountain is bare footed,1,0,2,1.0,0.2,67.43769073486328,357.1497802734375,0.021141691133379936,0.993080198764801,0.6773660778999329,0.9909115908667445,0.6562243867665529
entailment,neutral,"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow.",An old woman has a jean jacket.," A man in  a hat and  woman in  -line jean jacket are standing outside, but are covered mostly in shadow.", The woman has a blue jacket.,1,2,2,0.3076923076923077,0.375,43.123355865478516,150.25987243652344,0.021994929760694504,0.9872236251831055,0.9789126515388489,0.965228695422411,0.9569177217781544
entailment,neutral,A patient is being worked on by doctors and nurses.,Someone is at the doctor.,   Person being worked  on by   two nurses in a setting.,Someone is calling the doctor.,1,0,2,0.8181818181818182,0.16666666666666666,53.51649856567383,327.3634338378906,0.027303049340844154,0.8004963994026184,0.6101036667823792,0.7996212383150123,0.582800617441535
entailment,neutral,A young male wearing a white shirt with a character outlined very darkly.,A young male in a white shirt.,A young male wearing a t- shirt with a character outlined very darkly.,A young male in a white shirt laughing.,1,2,2,0.07142857142857142,0.125,61.3162841796875,64.94359588623047,0.004505968652665615,0.9381766319274902,0.869732141494751,0.9336706632748246,0.8652261728420854
entailment,neutral,A man wearing a white shirt and a blue jeans reading a newspaper while standing,A man is reading a newspaper.,A man wearing a white shirt and a  tee is reading while standing, A sad man is reading a newspaper.,1,2,2,0.3333333333333333,0.2857142857142857,99.5189437866211,238.995849609375,0.00986520480364561,0.9858136773109436,0.9993727803230286,0.975948472507298,0.989507575519383
entailment,neutral,A man and woman setup a camera.,Two people setup a device,  People setup  a camera device,Two people setup a tripod,1,2,2,0.75,0.2,115.95071411132812,963.002197265625,0.029506802558898926,0.7742162942886353,0.6090194582939148,0.7447094917297363,0.5795126557350159
entailment,neutral,two dogs run across the woods.,The canines run around in the forest.,  Two canines playing in the woods., Two canines play fetch in the forest.,1,2,2,0.7142857142857143,0.5,130.9989471435547,95.4751968383789,0.004135271068662405,0.690706729888916,0.9858625531196594,0.6865714588202536,0.981727282050997
entailment,neutral,A man is kayaking in rough waters.,The man is in a boat,A man windsurfing in rough waters.,The man is in a rapids,1,2,2,0.25,0.16666666666666666,54.74690246582031,50.91463088989258,0.107086181640625,0.4444410502910614,0.9952210783958435,0.3373548686504364,0.8881348967552185
entailment,neutral,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.",A person is near a pile of coconuts., A person wearing   a hat  standing on the ground.,A tall person is near a pile of coconuts.,1,2,2,0.6363636363636364,0.1111111111111111,35.95029067993164,108.17225646972656,0.011708278208971024,0.7104033827781677,0.9972652196884155,0.6986951045691967,0.9855569414794445
entailment,neutral,Several men at a bar watch a sports game on the television.,Some men are watching TV at a bar.,Several men at a  table watch a sports game on the television.,Some men are watching  soccer at a bar.,1,2,2,0.15384615384615385,0.2222222222222222,102.34712982177734,103.20879364013672,0.0798277035355568,0.761231541633606,0.9982207417488098,0.6814038380980492,0.918393038213253
entailment,neutral,A lit girl splashes around in natural water.,A girl splashes in water., A toddler splashes around in natural water.,A girl  splashes in green water.,1,2,2,0.3333333333333333,0.3333333333333333,161.4906005859375,73.1574478149414,0.010208548046648502,0.9946830868721008,0.9909283518791199,0.9844745388254523,0.9807198038324714
entailment,neutral,A boy is riding down the road between two cows.,"A boy, a road and two cows.",A boy  sits down  in between two cows.,"A boy,  riding down the road and feeding cows.",1,2,2,0.36363636363636365,0.5555555555555556,92.36012268066406,226.55548095703125,0.020502498373389244,0.5428301692008972,0.9964852333068848,0.522327670827508,0.9759827349334955
entailment,neutral,A group of attentive students are paying attention to a college lecture.,Some students are attending a class.,A group of  four students  paying attention to a recording., The students are attending a graduation.ed.,1,2,2,0.38461538461538464,0.42857142857142855,102.73541259765625,160.4599609375,0.04564690589904785,0.9163896441459656,0.7336686849594116,0.8707427382469177,0.6880217790603638
entailment,neutral,A man laughing while at a restaurant.,A man laughing., A laughing while at a restaurant.,A man laughing hard,1,2,2,0.25,0.25,102.92227172851562,183.67864990234375,0.005827048327773809,0.6913087964057922,0.9782609343528748,0.6854817480780184,0.972433886025101
entailment,neutral,A woman wearing a yellow tank top and white pants looking into a window on a city street.,A woman wearing a tank top and pants looks through some glass.,A woman wearing a  tank top  looking into  a window on s city street.,A woman wearing a tank top and pants looks through some glass window,1,2,2,0.3157894736842105,0.07692307692307693,27.56584358215332,94.62669372558594,0.04167083650827408,0.9923668503761292,0.5338254570960999,0.9506960138678551,0.4921546205878258
entailment,neutral,"A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below.",a crwod is cheering, A crowd of people in  bright costumes all decked out in white hula hooping for  what appears to be an Olympic torch below them.,a crowedd team is cheering,1,2,2,0.7391304347826086,0.5,95.59121704101562,193.2711944580078,0.012497756630182266,0.9725349545478821,0.7957894802093506,0.9600371979176998,0.7832917235791683
entailment,neutral,"Two sweet young girls on ice skates, hands up and holding on to each other get ready to begin their performance on the ice.",Two females holding each other., Two sweet hearts on  ice with skates hooked up  next to each  other ready for performance on the ice., Two funny females holding each other.,1,2,2,0.5769230769230769,0.3333333333333333,81.1737289428711,238.06295776367188,0.019991779699921608,0.9181678295135498,0.9988221526145935,0.8981760498136282,0.9788303729146719
neutral,entailment,A man in a short Mohawk and beard.,A man with a short Mohawk and beard stands outside.,A  man in  a field with short Mohawk and beard.,-1,2,1,0,0.4444444444444444,1.0,263.57122802734375,89.58678436279297,0.028736429288983345,0.8860476016998291,0.8203186392784119,0.8573111724108458,0.8156437203288078
entailment,neutral,A woman in a pink top is holding a glass bottle in one hand and a Stitch doll in the other.,The top is pink, A woman in  a top is holding a glass bottle in one hand and s Stitch doll in the other., The top is soft pink,1,2,2,0.18181818181818182,0.5,38.605430603027344,122.11376953125,0.006548343691974878,0.8355388045310974,0.9515420198440552,0.8289904608391225,0.9449936761520803
entailment,neutral,A girl in a black skirt and blue dress is watering flowers.,The girl is giving the flowers some water.,A girl in a black skirt and blue dress holding flowers.,The girl is giving  the flowers  some water to ponder,1,2,2,0.15384615384615385,0.4444444444444444,110.83574676513672,37.18887710571289,0.07544716447591782,0.8981782793998718,0.988483726978302,0.822731114923954,0.9130365625023842
entailment,neutral,A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.,A pitcher is playing baseball at a stadium,A pro-sized pitcher sends  a curve ball to his opponent while  fans relax and enjoy the game., A boy is playing baseball at a stadium,1,2,2,0.14285714285714285,0.25,66.08238983154297,110.34752655029297,0.46506404876708984,0.6077020764350891,0.730324923992157,0.14263802766799927,0.26526087522506714
entailment,neutral,One confused man is standing and staring off into the distance in front of some ticket collecting machines.,The man is confused., A man is standing  and staring off into the distance in front of some machines.,The man is confused why,1,2,2,0.2631578947368421,0.2,60.11085891723633,78.60626220703125,0.005821033846586943,0.9967555403709412,0.9817604422569275,0.9909345065243542,0.9759394084103405
entailment,neutral,Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center.,men using metal rods, Two men in black t-shirts  and caps  work together to fix some food that's lying on a round table with a hole in the center.,men using black rods,1,0,2,0.3225806451612903,0.25,84.98650360107422,116.13581848144531,0.0517013855278492,0.8469197750091553,0.9576455354690552,0.8452548371860757,0.905944149941206
entailment,neutral,A group of people sitting and knitting.,People are sitting., A group of people are knitting.,People are sitting incognito,1,2,0,0.375,0.25,92.56867218017578,145.03518676757812,0.015140321105718613,0.6223323345184326,0.7344878315925598,0.607192013412714,0.7340759644284844
entailment,neutral,An older man sifts water through his fingers as a young toddler watches from inside the water.,A man is near a toddler, A man  wets water through  a sprinkler as  he watches from inside the water., A man is sitting near a toddler,1,2,2,0.5555555555555556,0.3333333333333333,94.06884002685547,251.64501953125,0.0344504676759243,0.914397120475769,0.35481342673301697,0.8799466527998447,0.32036295905709267
entailment,neutral,"While traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket.",A woman rests on the shoulder of a man,"  Looking up,   a woman in   hat and jacket   holds hands with parts of   lone man in glasses.",A  woman rests on  the shoulder of a husband,1,2,2,0.7727272727272727,0.3333333333333333,42.4034538269043,89.50560760498047,0.03549190238118172,0.5380126237869263,0.9947596192359924,0.5025207214057446,0.9592677168548107
neutral,entailment,"A small, pale bird bends down to examine a crumb.",The bird is on the ground.,"A small,  nocturnal bird bends down  to examine its crumb.",The bird is on  the ground. Looks,2,2,2,0.3333333333333333,0.2857142857142857,100.8475341796875,126.25462341308594,0.19585460424423218,0.6039734482765198,0.38762331008911133,0.039036452770233154,-0.1773136854171753
entailment,neutral,A man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road.,A man is riding a motorcyle.,A  person riding  a motorcycle on  s dirt road passing  by junk or stolen cars on the side of the road.,A man is  riding a  chevy motorcycle,1,2,2,0.36363636363636365,0.5714285714285714,73.91837310791016,75.6186294555664,0.0116953793913126,0.8488040566444397,0.9987916350364685,0.8371086772531271,0.9870962556451559
entailment,neutral,A skier is heading into a grove of trees.,There is snow on the ground in this picture.,  Photographer  zooms into  a graffti amid trees., There is  a light snow on the ground in this picture.,1,0,2,0.7,0.4,76.56163787841797,217.5455322265625,0.062244266271591187,0.7402300834655762,0.8875391483306885,0.7390883227344602,0.8252948820590973
neutral,entailment,Two women bend over to touch a small kangaroo.,Two women are petting a kangaroo, Two women bend  over to touch a petting kangaroo.,Two women are  touching a kangaroo,2,1,1,0.3,0.3333333333333333,70.04302978515625,92.5805435180664,0.149581640958786,0.8979049921035767,0.9747963547706604,0.7483233511447906,0.8252147138118744
entailment,neutral,A man with thinning hair looking into glasses through glasses.,A man with thinning hair.,A man  with black hair looking into glasses through glasses.,A man with thinning black hair.,1,2,2,0.18181818181818182,0.16666666666666666,34.52553176879883,131.95639038085938,0.017447737976908684,0.877723753452301,0.9983248114585876,0.8602760154753923,0.980877073481679
neutral,contradiction,A kid dressed in a long-sleeve shirt with a jersey numbered 11 is passing a bar to a boy in a jersey numbered 12 during a relay race.,A team of youths race to finish first in a relay race on a beach., A kid dressed in a long-sleeve shirt with  the jersey numbered 11  is passing  a bar to  thomas the boy in  the  bleachers during he race.,A  dog returns to  his friend in a relay race on foot,2,2,0,0.45161290322580644,0.625,125.9336166381836,137.7935333251953,0.0022043397184461355,0.5035592317581177,0.9996830224990845,-0.4934910535812378,0.9974786827806383
entailment,neutral,A man is riding a bicycle in the street.,a bicycle is being ridden, A man  holding  a bicycle in the street.,a bicycle is  wearingjeans,1,0,2,0.4,0.4,123.80012512207031,388.8866271972656,0.03666221722960472,0.7209550738334656,0.9874157309532166,0.720349681796506,0.9507535137236118
entailment,neutral,A woman with a pink purse walks down a crowded sidewalk.,A woman walks through a crowd,A woman with a pink purse walks down  an urban sidewalk.,A woman  walks through a city,1,2,2,0.25,0.3333333333333333,94.66510009765625,158.20457458496094,0.0654568076133728,0.9915810227394104,0.9595591425895691,0.9261242151260376,0.8941023349761963
entailment,neutral,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole.",people watch men in kilts,"A large number  of people  are dressed  in  kilts, one of whom has thrown a long pole.",people watch men in kilts laughing,1,1,2,0.2857142857142857,0.2,62.1797981262207,159.4257049560547,0.006861657835543156,0.5580688714981079,0.9927793145179749,-0.4349159002304077,0.9859176566824317
entailment,neutral,"Two babies, one in red, asleep in their highchairs.",babies are asleep,-1,babies are sleepwalking,1,0,2,1.0,0.3333333333333333,178.9256134033203,1688.174560546875,0.017860744148492813,0.9903046488761902,0.7412261366844177,0.9893881126190536,0.7233653925359249
neutral,entailment,Some folks pick out the food they want at a party.,The party-goers are perusing the buffet., A buffet table filled with choices of pick out  what food they want at a party.,The party guests decide what togo with the buffet.,2,1,1,0.8333333333333334,0.5555555555555556,91.58187866210938,107.44422912597656,0.4132329225540161,0.9545168280601501,0.6180168986320496,0.541283905506134,0.20478397607803345
entailment,neutral,A small dog runs to catch a ball.,A little dog chases a ball.,A  dog runs  to catch a ball.,A  brown dog chases a ball.,1,2,2,0.2222222222222222,0.2857142857142857,86.1585922241211,143.5729217529297,0.018527938053011894,0.9010614156723022,0.9986487030982971,0.8825334776192904,0.9801207650452852
entailment,neutral,A white and black spotted dog is running through a grassy area.,A dog is outdoors.,A white and   black dog looks at   something through his area., A dog is outdoors with people,1,2,2,0.6153846153846154,0.6,141.17916870117188,224.48660278320312,0.026726577430963516,0.5941033363342285,0.9807887673377991,0.567376758903265,0.9540621899068356
entailment,neutral,The black woman is laying out literature.,A black woman is handling printed material., A woman  is handling printed literature.,A scribe is handling printed material.,1,2,2,0.625,0.25,166.3915252685547,243.97158813476562,0.006034820806235075,0.9991579055786133,0.9032841324806213,0.9931230847723782,0.8972493116743863
entailment,neutral,Island native fishermen reeling in their nets after a long day's work.,The men are finishing their day of work.,Island  fishers reeling in their nets after a long day's work.,The men are finishing  their long day of work.,1,2,1,0.14285714285714285,0.2222222222222222,147.8324432373047,129.65675354003906,0.09268184751272202,0.6295837759971619,0.8697468042373657,0.5369019284844398,-0.03146904706954956
entailment,neutral,a dog jumps over the pole.,dog is jumping over a pole,-1, A gray dog is jumping over a pole,1,0,2,1.0,0.5,92.77738189697266,315.3689270019531,0.04130830243229866,0.9148402810096741,0.9992245435714722,0.9141581515432335,0.9579162411391735
entailment,neutral,A man running in a race passes by spectators.,A man is running by people who are watching.,A  person running in  marathon passes by spectators., A man is running by his followers who are watching.,1,2,1,0.4,0.3,171.722900390625,167.30335998535156,0.01632549986243248,0.6062905788421631,0.655751645565033,0.5899650789797306,-0.32681673765182495
neutral,entailment,A man talks to two guards as he holds a drink.,The prisoner is talking to two guards in the prison cafeteria.,A  prisoner talks  to two guards  in  prison cafeteria having a drink., A  man  is inside the building talking to two guards while holding something,2,1,1,0.75,1.0833333333333333,136.74188232421875,83.99369812011719,0.00730911735445261,0.9718989729881287,0.6759076714515686,0.964589855633676,0.668598554097116
neutral,contradiction,A woman with a black purse and a red coat is sitting on a pillar of concrete.,The woman is waiting for her boyfriend at the local bus stop., A woman with  a purse and   shoes  walks down   some steps into the camera.,The woman is waiting for  the bus..........................................!...............................,2,0,2,0.7777777777777778,0.5384615384615384,84.78768157958984,85.0816650390625,0.002034260891377926,0.7653229832649231,0.8603183627128601,0.7632887223735452,-0.13661986589431763
neutral,contradiction,"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat.",A tall person in a shirt," A short person wearing  a pink  sleeveless  t- shirt, gloves, and holding a straw hat.",A tall person in a green shirt,2,0,2,0.6,0.16666666666666666,43.0008544921875,88.7005615234375,0.0012479221913963556,0.9940816760063171,0.635968804359436,0.9928337538149208,-0.3623722791671753
neutral,entailment,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber in a sports shop waits eagerly for business.,A barber in a sports themed barber  shop waits for his  eager customer to arrive.,A barber in a sports shop waits for his customer.e,2,1,1,0.1875,0.2727272727272727,68.79753112792969,191.8710479736328,0.06838808953762054,0.45366358757019043,0.9809744954109192,0.3852754980325699,0.9125864058732986
neutral,contradiction,"Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy.",The boy is on his way home from school.,-1, A boy sits on his couch coming home from school.,2,0,0,1.0,0.5,173.30047607421875,33.25593185424805,0.001358815934509039,0.5500231385231018,0.9999043941497803,0.5486643225885928,0.9985455782152712
neutral,entailment,The cyclist rides on a wooded path.,The cyclist rides with a companion on a wooded path,The cyclist rides on his companion on wooded path., The cyclist rides on a wooded path,2,1,1,0.375,0.4,23.75316047668457,39.8460578918457,0.009739033877849579,0.9647257924079895,0.9524742960929871,0.9549867585301399,0.9427352622151375
neutral,contradiction,a woman working in the storefront of a jewelry shop fixing the display shelf.,The woman is dreaming of a modeling career while working in the jewelry shop.,a  woman working in the storefront of  a jewelry  shop fixing items on shelf.,The  woman is dreaming  about a modeling career while working in the jewelry shop.,2,0,0,0.3333333333333333,0.2,90.48233032226562,100.0691146850586,0.42412611842155457,0.7131495475769043,0.8900077939033508,0.28902342915534973,0.46588167548179626
neutral,entailment,Two people play horseshoes.,Tom and Sue were playing outside., Tom and Sue play outside with horseshoes., There are people playing outside.,2,1,1,1.2,0.5714285714285714,178.59710693359375,81.92800903320312,0.12733285129070282,0.7839860320091248,0.6442582011222839,0.6566531807184219,0.5169253498315811
neutral,entailment,Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for an act of entertainment or celebration in a forested environment.,Two brothers hold torches to celebrate.,   Two men in  blue tuxedos and  tunic  hold torches   up for   a celebration in  an honor act with their brother.,Two  men hold torches to celebrate.,2,1,1,0.8214285714285714,0.2857142857142857,130.5028533935547,102.22285461425781,0.0010049414122477174,0.9260091185569763,0.9726549386978149,0.9250041771447286,0.9716499972855672
neutral,entailment,Several adults look on while a young girl plays in a ball pit.,A young girl is having fun., Five adults stand and look on while  a young girl smiles and plays in the pit.,A young girl is having fun outside.,2,1,1,0.6428571428571429,0.14285714285714285,38.77991485595703,111.5096206665039,0.20331993699073792,0.538843035697937,0.6379091739654541,0.3355230987071991,0.4345892369747162
neutral,entailment,A girl climbing a chain link fence.,The girl climbs the fence to get to school., Girl climbing up to school fence.,-1,2,1,0,0.625,1.0,132.21475219726562,44.50238800048828,0.0008450944442301989,0.9304707646369934,0.9413385987281799,0.9296256701927632,0.9405713495798409
neutral,contradiction,A man biking down a tunnel.,A man is winning a bike race., Woman biking down a tunnel., A girl is winning a bike race.,2,0,0,0.2857142857142857,0.25,162.38694763183594,147.0784912109375,0.005933580454438925,0.9980208873748779,0.9991650581359863,0.992087306920439,0.9932314776815474
neutral,contradiction,"A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him.",This man has an eyesight deficiency.,-1,This man has an eyesight apnea.,2,2,0,1.0,0.14285714285714285,23.387142181396484,161.90240478515625,0.30834487080574036,0.9505245089530945,0.9295948147773743,0.2775813341140747,0.6212499439716339
neutral,contradiction,Three children are shooting guns in the woods.,Three children are shooting a deer., Three children  shooting corn out in the woods.,Three children  are feeding a deer.,2,0,0,0.4444444444444444,0.2857142857142857,142.10400390625,327.8612976074219,0.0037361206486821175,0.9927812218666077,0.9968487620353699,0.9890451012179255,0.9931126413866878
neutral,entailment,Four people wearing backpacks walking in a line along a mountain trail.,Four people are walking along a mountain trail trying to get down before the storm.,"Four  people backpacking before  a storm, along s mountain trail.",-1,2,2,0,0.6153846153846154,1.0,157.7574920654297,129.69607543945312,0.001523189595900476,0.7454606294631958,0.9947459697723389,-0.25263696908950806,0.9943667220650241
neutral,entailment,Several people talk and drink beer while sitting around a picnic table.,Several friends talk and drink beer while sitting around a picnic table., Several friends talk  and drink beer while sitting around a picnic table., Several people talk and drink beer while  sitting around a picnic table.,2,1,1,0.23076923076923078,0.23076923076923078,33.7565803527832,24.679523468017578,0.01397522073239088,0.922295093536377,0.9278209209442139,0.9083198728039861,0.913845700211823
entailment,neutral,A smiling girl slides down a purple slide feet first.,A girl happily uses the equipment at a playground., A smiling  girl slides down a swing seven feet first.,A girl happily  slide down the equipment at a playground.,1,2,2,0.36363636363636365,0.3,369.0932922363281,415.7613220214844,0.4264247715473175,0.648637592792511,0.9271636605262756,0.22221282124519348,0.5007388889789581
neutral,entailment,A man in a purple and blue shirt and shorts is getting ready to hit a golf ball.,A man is on a golf course.,A man in a purple and blue shirt  and shorts is  golfing getting ready  to hit the ball., A man on a golf course.,2,1,1,0.3157894736842105,0.25,48.71009063720703,67.8067626953125,0.4589954912662506,0.8105658292770386,0.5468747019767761,0.35157033801078796,0.08787921071052551
neutral,contradiction,A man is performing for a group in front of a white house.,The man performed in front of his own house.,A man  performs for  a group  in front of santas house.,The man performed in front of his own black house.,2,0,0,0.42857142857142855,0.1,26.440013885498047,88.49903869628906,0.07745150476694107,0.9284715056419373,0.9986096620559692,0.8510200008749962,0.9211581572890282
neutral,contradiction,A young man is playing a blue guitar.,A musician practices on his guitar briefly before a concert.,  Spectators Are Consc., A old man practices on his guitar briefly before a concert.,2,0,0,0.8888888888888888,0.2727272727272727,158.025146484375,405.4897155761719,0.0005828108405694366,0.9960008263587952,0.9986709356307983,0.9954180155182257,0.9980881247902289
neutral,entailment,Two men help each other cut a sheet of plastic.,Two friends help each other by cutting some plastic., Two friends help each  other cut a sheet of plastic., Two people help each  other by cutting some plastic.,2,1,1,0.2727272727272727,0.3,175.92843627929688,130.99781799316406,0.05535174161195755,0.9705457091331482,0.974821150302887,0.9151939675211906,0.9194694086909294
neutral,entailment,An old man in a blue shirt and white pants glowers by a glass door.,A man resting outside,An old man in a blue shirt and white pants rests on strollers by a glass door., glimming outside,2,1,1,0.1875,0.75,200.49404907226562,65.31997680664062,0.2637862265110016,0.6716429591178894,0.7052876949310303,0.4078567326068878,0.4415014684200287
neutral,entailment,"A little girl drawing with chalk, on a chalkboard.",A little girl is drawing on the board during class.,"A little girl drawing with chalk, on a class chalkboard.",-1,2,1,0,0.09090909090909091,1.0,91.66248321533203,49.48585510253906,0.01783503033220768,0.7641777396202087,0.961168110370636,0.7463427092880011,0.9609384264622349
