,orig_premise,orig_hypothesis,adv_premise,adv_hypothesis,orig_label,adv_label
176,"a man stands on a dock near several boats, while 2 other men are on one of the boats.",a man with brown hair is standing on a dock.,"a man lies on a sail in some boats, while the other men are on one of the boats.",a man with brown hair is standing on a dock.,2,0
177,a bird is perched on a line of some sort attached to a pole.,a bird is wallowing on a pole.,the bird is roared on a line of some sortvation to a pole.,a bird is wallowing on a pole.,2,0
178,a person is on a four wheeler kicking up a lot of dirt in a dune.,the person is in a race.,a person is in a team chasing rounding up a lot of ground in a leisure.,the person is in a race.,2,1
179,"a man wearing an oxford shirt, sunglasses, and a hat smirks.",a man hiding his true identity.,"a man wearing an equal shirt, hat, and a hat commendations.",a man hiding his true identity.,2,0
180,a group of people gathered at night watching an event.,a group of humans are looking at the same direction.,a group of people gathered at night watching an event.,a group of humans are looking at the same direction.,1,1
181,a man in a suit cheering in a library in front of children.,a lawyer is encouraging some children at a contest.,a man in a dress naked in a circus in front of children.,a lawyer is encouraging some children at a contest.,2,0
182,security officer working outside.,a security officer is dressed in a uniform.,valet lashed stationed outside.,a security officer is dressed in a uniform.,2,0
183,a man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,the man is cleaning the fish that he caught so he can cook it.,a man in a white and blue suit looks out as a shirtless man with a paper tee and gloves on a dark blue shirt.,the man is cleaning the fish that he caught so he can cook it.,2,0
184,a young couple and many others out enjoying themselves at an outdoor street event.,the young couple are looking at goods being sold by the street vendors.,a young couple and many others outcast themselves at an outdoor celebration party.,the young couple are looking at goods being sold by the street vendors.,2,0
185,construction workers use cables to hang from the sides of buildings.,construction workers are brave.,construction workers use slacks to argue on the sides of ministers.,construction workers are brave.,2,0
186,a dark - haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.,a man in a police uniform is talking to another man.,a neon red hooded man in a dress shop is attracted to a man in a black jacket and black jeans on a motorbi motorcycle.,a man in a police uniform is talking to another man.,2,0
187,a woman wearing a red coat stands on a wood floor in front of several paintings while two girls sit on the floor at her feet.,woman takes a break at a museum while her children sit by her feet.,a woman in a red coat stands on a rests floor in front of rent underground while two boys sit on the floor at her former.,woman takes a break at a museum while her children sit by her feet.,2,1
188,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,a climber pulls himself up 5000 feet up over a forest,a climber wearing a black armband is pushing himself up on of rabbit high above some green grass.,a climber pulls himself up 5000 feet up over a forest,0,0
189,a woman is walking her dog along a snowy ground.,a woman is trying to get her dog to go to the bathroom after it has freshly snowed.,the worker is running the dog through a haunted area.,a woman is trying to get her dog to go to the bathroom after it has freshly snowed.,2,0
190,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,three boys are preparing for their big game that is about to start.,a fundraiser in a yellow shirt is entertaining on to a boy in red and a boy in blue and they are waiting ncaa giant.,three boys are preparing for their big game that is about to start.,2,1
191,"while two students are jumping, others in a classroom are sitting or standing.",two students disrupting class.,"while two freshmen are surged, those in a coach are attacked or standing.",two students disrupting class.,2,1
192,a man alone crosscountry skis in the wilderness while wearing a huge backpack.,a man skis in the wilderness while it's snowing,a man rarely crosscountry bleeds in the rain while wearing a special backpack.,a man skis in the wilderness while it's snowing,2,0
193,a well dressed elderly woman standing in front of a bus decorated with images of purple flowers.,a grandmother is standing in front of a bus with violets decorated all over it.,a well cast grandma ellie stands in front of a bus draped with heads of roosevelt reds.,a grandmother is standing in front of a bus with violets decorated all over it.,2,1
194,two girls kissing a man with a black shirt and brown hair on the cheeks.,two girls kiss there dad.,two locomotives ripe a father with a white shirt and black tie on the shoulders.,two girls kiss there dad.,2,0
195,a large man is sitting in front of a fountain statue while talking on a phone.,the fountain has running water.,a young pedestrian is shown in front of a fountain charge while talking to a chair.,the fountain has running water.,2,1
196,a man puts his hands up while telling an amusing story to his friend with a beard.,the man is perplexed by the events.,"the man puts his hands together, offering a humane lesson to his strengths with a victory.",the man is perplexed by the events.,2,0
197,a man with a tattoo on his arm staring to the side with vehicles and buildings behind him.,a man has dragon tattoos on his arm.,a man with a rug on his head staring to the ground with superman and circles behind him.,a man has dragon tattoos on his arm.,2,0
198,"a man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",a man sits by himself at mardi gras.,"a man wearing black knee coat, a liberty hat, and a hat with two biggles on the shoulder is sitting by himself on a table in front of a gypsy with a blue and white bent piece of scrap cloth on his head. he holds both his hands on a live train.",a man sits by himself at mardi gras.,2,0
199,a crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.,it is cold and snowy outside.,a crowd of people in cold winter evenings twice in the woods against a backdrop of rotting trees and snow.,it is cold and snowy outside.,1,1
200,an asian man walks a three - wheeled pedal card fully of white bags.,an asian man walks a three - wheeled pedal card fully of white bags and he can be seen leaving the store.,an asian man shoot a three - wheeled tanaka card out of asian knives.,an asian man walks a three - wheeled pedal card fully of white bags and he can be seen leaving the store.,2,0
201,a couple about to kiss somewhere.,a couple are kissing on new years eve as the ball drops.,the first advises to get ken.,a couple are kissing on new years eve as the ball drops.,2,0
202,a person in an orange shirt reaching up.,a person is reaching up to grab something.,the kid in an orange shirt squeezing up.,a person is reaching up to grab something.,2,1
203,a big dog catches a ball on his nose,a dog is playing with his owner,a gran dog enjoying a ball on his tail,a dog is playing with his owner,2,1
204,an medical worker examines a young girl.,a health worker is evaluating a girl on her sickness.,an aids doctor attendants a young woman.,a health worker is evaluating a girl on her sickness.,2,1
205,there is a man poking a long stick up towards the ceiling.,the man has no arms.,there is a man pointing a long neck up to the ground.,the man has no arms.,0,0
206,a man with two small boys making a purchase from a woman.,the man with the little boys is buying a gift from the woman's store.,the man with two small boys learning a mission from a woman.,the man with the little boys is buying a gift from the woman's store.,2,0
207,a woman standing in front of a large tank at an aquarium turns around to look at the photographer.,a woman wants a new facebook picture of her at the aquarium,a man named in front of a large spotlight at an ambulance dressed up to look out the new.,a woman wants a new facebook picture of her at the aquarium,2,0
208,a woman standing in front of a wall holding a can of bud light with her shirt tied into a semi - halter.,the woman who is shown lives in the south.,a woman standing in front of a gypsy holding a cup of scandinavia cuisine with her hair tied to a jewel and halter.,the woman who is shown lives in the south.,2,0
209,a little boy with an orange backpack walks under a tree through the woods.,a boy walks to school through the woods.,"a little girl in an orange bus "" to a girl in the street.",a boy walks to school through the woods.,2,0
210,a group of people are gathered on a sidewalk in front of a store nearby a littered street.,a group of people are considering whether to shop at the store.,a group of people are put on a dance in front of a fence on a terrorist street.,a group of people are considering whether to shop at the store.,2,0
211,"a man with a blue, collared shirt sits in front of another man.",a man is looking at his friend,"a man with a leather, pocketed shirt shares in his of buddy man.",a man is looking at his friend,2,1
212,"four men in safety gear, one holding a camera, are standing on a platform.",there has been an accident,"two men in tragedy incurred, one holding a camera, one standing on a platform.",there has been an accident,2,1
213,two men climbing on a wooden scaffold.,two sad men climbing on a wooden scaffold.,two men danced on a wooden scaffold.,two sad men climbing on a wooden scaffold.,2,0
214,a group of children in costumes are on a stage with red curtains.,a group of children are performing a play,a number of children in opener are on a macbeth with red hair.,a group of children are performing a play,2,1
215,a red truck is parked next to a burning blue building while a man in a green vest runs toward it.,the burning blue building will turn to dust after an hour.,a red logo is parked next to a mickey blue building. a man in a yellow car runs through it.,the burning blue building will turn to dust after an hour.,2,0
216,a man in a blue jogging suit is running on the sidewalk in front of a painting.,the man is sweating from his run.,a man in a white lung warlord isiated on the floor in front of a puzzle.,the man is sweating from his run.,2,1
217,a band performing at a local bar or club.,the band is playing rock music,a modeling version at a local bar or club.,the band is playing rock music,2,0
218,a group of people are sight seeing and taking pictures.,the group is on vacation,a number of people are officially returning and taking adventure.,the group is on vacation,2,1
219,"a little boy with a shirt, shorts and socks on, standing on the beach.",a boy is watching the ocean.,"a little boy with a shirt, shorts and socks on, singing on the chorus.",a boy is watching the ocean.,2,0
220,"five people standing on a stage, getting ready to perform, who are unrecognizable due to the lack of lighting.","at a rock concert, the audience screams and cries at the handsome singer and his bass guitarist.","the people participate in a theater, getting ready to dance, but are unrecognizable due to the lack of experience.","at a rock concert, the audience screams and cries at the handsome singer and his bass guitarist.",0,0
221,a man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other.,the very differently dressed men sit next to each other,a man with a special hat and a groom with twinkle on his head are seated next to each other.,the very differently dressed men sit next to each other,0,0
222,expert snowboard is trying a new trick.,the person is snowboarding on top of a mountain.,factory snowboard : irwin a new person.,the person is snowboarding on top of a mountain.,2,0
223,a woman lowering ballast on a boat.,the captain of the boat is preparing for rough waters.,a person still remains in a pool.,the captain of the boat is preparing for rough waters.,2,0
224,a small child is riding in a red wagon.,a kid is in a wagon and someone is pulling it.,a young host is rowing in a red kicker.,a kid is in a wagon and someone is pulling it.,2,0
225,a group of people sitting around a table eating food.,people are at a table eating christmas dinner.,a group of people are at a table selling sex.,people are at a table eating christmas dinner.,2,0
226,"a person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",an old lady pushing a stroller down a busy street.,"a worker dressed in a shirt with wings and a mini stick attached to it, is transporting a baby platter down the street.",an old lady pushing a stroller down a busy street.,2,0
227,"a woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive - green dress and looks off to her left, smiling slightly.",a woman smiles at someone to her left,"a woman wearing an elaborate array of armour in her hair, a deviced necklace, a necklace, and an additional, green, and gold - type dress and tender off to her left, cheerfully mouthed.",a woman smiles at someone to her left,2,1
228,"a man wearing a checkered shirt, cream suit and tennis shoes sits on a bench.",the guy is on the bench waiting for his wife,"a man wearing a whiteered jacket, defend various andcturing shoes sitting on the bench.",the guy is on the bench waiting for his wife,2,0
229,two cars are being driven in a car race.,a bugatti and a lambourgini compete in a road race.,two dolphins are also used in a rubber race.,a bugatti and a lambourgini compete in a road race.,2,0
230,a crowd walks about a square at night with smoke or fog drifting over them.,a group of people walk through tear gas.,a camera hangs around a building at night with clouds and fog swirl over them.,a group of people walk through tear gas.,0,0
231,"a lady is helping another woman work in a silver compartment, which is most likely related to nurse - work.",two woman are trying to finish orders from a doctor,"a number is ensuring another woman engaged in a regardologists, which is most likely related to another supervising doctor.",two woman are trying to finish orders from a doctor,2,1
232,batter hits a baseball,a man in a baseball game hits a foul ball.,homernington a foul,a man in a baseball game hits a foul ball.,2,1
233,a group of children in african clothing.,some humans in green clothing,a group of ducks in african ideals.,some humans in green clothing,2,1
234,in this picture it appears that a man is falling off a bull while attempting to ride the animal.,the man is a farmer,in this chapter it starts that a man is hired into a farmer while tending to walk the land.,the man is a farmer,2,1
235,"a woman is sitting outside at a table, using a knife to cut into a sandwich.",a woman is sitting outside waiting for her friend.,"a woman is tied up at a table, using a mirror to cut out a corpse.",a woman is sitting outside waiting for her friend.,2,0
236,a group of children playing with props,the children are playing with machine guns.,a cartoon of children playing with animals,the children are playing with machine guns.,2,0
237,an old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.,an ugly old man in a pink polo looks through a telescope with a small child standing next to him,an old man in a pink polo flash through a painting with a small girl standing next to him and moving in with their twinkle in the background.,an ugly old man in a pink polo looks through a telescope with a small child standing next to him,2,0
238,a woman in a blue apron is holding a container of ice cream.,a woman is standing in a kitchen.,a man in a pub onstage is holding a pot of ice cream.,a woman is standing in a kitchen.,2,0
239,"a woman is sitting in a chair, while a man is going through the sport utility vehicle.",a girl is sitting waiting to leave for vacation,"a man is sitting in a chair, while a woman is going through the proper process field.",a girl is sitting waiting to leave for vacation,2,0
240,a black and white picture of a city street with a food vendor in the foreground.,the food vendor is selling hot dogs.,= black and white cartoon of a city street with a balloon maker in the foreground.,the food vendor is selling hot dogs.,2,0
241,"a group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right.",the group is taking a tour.,"the group dies in the middle of a fight with a green struggler, and a woman is seen by herself, to the right.",the group is taking a tour.,2,0
242,"a man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",the person is stealing display boards.,"a man, wearing a dress, is holding a hat, on which large decorative panels are placed, on a table.",the person is stealing display boards.,0,0
243,a group of people in front of some tan colored tents from the american parkinsons disease association.,a group shows up to an event to support research on parkinsons,a section of people in front of this tandome programs toward the national parkinsons disease fringe.,a group shows up to an event to support research on parkinsons,2,1
244,two little boys are playing on stairs that have a carpet runner going down them.,two little boys are pretending they are climbing a large mountain.,"two little boys are hooked on boxes that have a drunken party going on "".",two little boys are pretending they are climbing a large mountain.,0,0
245,a man in a green shirt is getting his feet wet in front of a wall showing a closeup picture of a face.,the man is waiting for his friend to come meet up with him.,a man in a blue shirt is unharmed the real accountable in front of a microphone resembling a closeup picture of a gun.,the man is waiting for his friend to come meet up with him.,2,0
246,a man wearing black pants and a helmet is riding a brown horse.,a man is practicing for a horse race.,a woman wearing red dress and a butterfly is for a white horse.,a man is practicing for a horse race.,2,0
247,a girl in black pants doing exercises.,a girl trying to get fit for a bodybuilding competition.,a clown in the culture at school.,a girl trying to get fit for a bodybuilding competition.,2,0
248,an asian wearing a pastel print shirt and sunhat pushing his cart up the street.,an asian man is selling food.,he idol sporting a pastel red shirt and tie pantry bring his nagoya up the street.,an asian man is selling food.,2,1
249,a woman in a brown dress looking at papers in front of a class.,a woman checking papers is a teacher.,a woman in a red dress looks at thinking in front of a microphone.,a woman checking papers is a teacher.,2,0
250,woman adjusting her eyeglasses.,woman adjusting her eyeglasses after reading.,the archer and telescope wases.,woman adjusting her eyeglasses after reading.,2,0
251,a four piece band plays a song on a medium - size stage.,the band is playing punk rock music.,"a great classical band plays a harp on a portable, theatrical stage.",the band is playing punk rock music.,2,0
252,a young boy in red leaping into sand at a playground.,a young boy jumps onto his friends sand castle at a playground.,a mature boy in a looks into grass at a park.,a young boy jumps onto his friends sand castle at a playground.,2,0
253,a man and a woman cutting dough.,a husband and wife making pizza.,a man and a woman telling laundry.,a husband and wife making pizza.,2,0
254,a man in green pants and blue shirt pushing a cart.,an old man pushing a cart.,a grandfather in bearded pants and white shoes pushing a cart.,an old man pushing a cart.,2,1
255,"in an apparent classroom setting, a young man in a blue t - shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book.",the man and woman are cooperating.,"in an apparent cafe setting, a black man in a white t4 sunglasses has a vision on his head while a man dressed in black next to him leans down to find out something in the back.",the man and woman are cooperating.,0,0
256,dog running with a purple toy in the snowy field.,a dog is excited.,dog throughout with a hurry fear in a snowy field.,a dog is excited.,2,0
257,a young ladies squatting at hillside sipping on a drink the other one with the white purse is talking pictures.,a group of hikers pause for a break.,"a young woman squatting and being piled on a wall the other side with a white towel and bleeding "".",a group of hikers pause for a break.,2,0
258,two people are participating in the sport fencing.,two people competing in a fencing tournament,two people are deciding in the wimbledon fencing.,two people competing in a fencing tournament,2,1
259,a man in a pinstriped suit walks down the street and doesn't notice the quirky poster on his left.,the man who just purchased a pinstriped suit for a formal dinner didn't notice the poster to his left that shows a man wearing the same suit.,a man in a bikini quilted mirror walks down the street and posts people't notice the plastic lesbian socks on his head.,the man who just purchased a pinstriped suit for a formal dinner didn't notice the poster to his left that shows a man wearing the same suit.,2,0
260,a man talking into a microphone with a woman standing next to him.,the woman is sitting in the chair next to the podium.,a man standing in a car and a woman standing next to him.,the woman is sitting in the chair next to the podium.,0,0
261,two brown and white dogs running on a grassy but brown fenced yard.,"the dogs wanted to find the end of the fence, but it seemed to keep on going, always turning into yet another stretch of distance.",twohis and three dogs finished on a strong and sturdy fenced correctly.,"the dogs wanted to find the end of the fence, but it seemed to keep on going, always turning into yet another stretch of distance.",2,0
262,a small dog runs to catch a ball.,the dog is a chihuahua.,a small hare runs to catch a ball.,the dog is a chihuahua.,2,0
263,a police person is on a motorcycle on the side of a street.,a policewoman is sitting on the motorcycle behind the parked car.,a boxing door is on a camera on the side of the street.,a policewoman is sitting on the motorcycle behind the parked car.,2,0
264,there is a woman in a white tank top and camouflage pants with a big black belt on a stage holding a microphone.,a woman is getting ready to perform a song for the audience.,there is a woman in a white leather top and flaming pants with a long black belt on a jennings inviting a telecast.,a woman is getting ready to perform a song for the audience.,2,1
265,two gondola operators sit along a road in italy.,the gondola operators are taking a work break.,= gondola stunts escaping along a train in italy.,the gondola operators are taking a work break.,2,0
266,"a middle - aged woman with red - hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking.",she was calling her husband on her cellphone.,"a silver new fiancee woman with red blonde hair, a white shirt, and a white beaded necklace is inter a yellow cellphone over her bodyguard while ionic.",she was calling her husband on her cellphone.,2,1
267,a dog jumps over the pole.,"dog is participating in a competition, showing his agility training.",a fish jumps over the pole.,"dog is participating in a competition, showing his agility training.",2,0
268,a boy posing on the soccer field.,the boy is on a soccer team.,a boy idol on the football team.,the boy is on a soccer team.,2,0
269,a woman in a red jacket walks down the street in the rain.,woman walks down street on sunny day,a girl in a yellow dress walks down the street in the city.,woman walks down street on sunny day,0,2
270,men wearing blue uniforms sit on a bus.,men drive the bus into the ocean.,men wearing blue uniforms drive on a jp.,men drive the bus into the ocean.,0,2
271,a man in a suit cheering in a library in front of children.,a boy is attending a club meeting.,a man in a suit lived in a buzzing in front of youth.,a boy is attending a club meeting.,0,2
272,an old man holds up a sign.,a man is sleeping.,an old man sleeps in a box.,a man is sleeping.,0,1
273,a passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.,a man is taking a picture of a goldfish.,a camera using a life jacket manages to take a picture of a prey very close to the shore.,a man is taking a picture of a goldfish.,0,2
274,the man walks among the large trees.,the mas is walking next to dogs.,the mediterranean describes in the large walk.,the mas is walking next to dogs.,2,2
275,several adults look on while a young girl plays in a ball pit.,a young girl is sitting in her chair.,the photographs hang on while a young girl awake in a different setting.,a young girl is sitting in her chair.,0,2
276,"a blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background.",nobody has a tattoo,a funeral woman with a vision of a an angel on her feet mourning down the street. a naked wall in the ground.,nobody has a tattoo,0,2
277,a four piece band plays a song on a medium - size stage.,a three piece band plays a song on a medium - size stage.,[SEP] purple leaf < plays a song on a medium titled something stage.,a three piece band plays a song on a medium - size stage.,0,2
278,an elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.,a woman is in a green nun uniform,an elderly woman with a reverse nun uniform on her inside is taking a picture with her face.,a woman is in a green nun uniform,0,2
279,"a juggler wearing a plaid kilt and a green shirt, juggling.",a person rides a bike down a hill wearing pants.,"a rubber man wearing a black ziplt and a pink shirt, wander workout.",a person rides a bike down a hill wearing pants.,0,2
280,a red dog jumps and catches a tennis ball in its mouth.,a man eating popcorn,a male rack sitting and licking a mu ball in his mouth.,a man eating popcorn,0,0
281,a woman cook in an apron is smiling at the camera with two other cooks in the background.,a woman not paying attention to the camera,a woman absent in the scene is stares at the camera with the other smiles in the background.,a woman not paying attention to the camera,0,1
282,"two men holding a chinese lantern that's yellow and red, one man has a drill and the other is smiling.",a man and his daughter build a doghouse while the dog sits behind them.,"insable in a door frame that's chained and fluffy, one foot has a pen and the other is smiling.",a man and his daughter build a doghouse while the dog sits behind them.,0,2
283,a man with a beard is playing an acoustic guitar on the street.,a woman flashes bystanders.,a girl with a lens is playing an electric guitar in the skies.,a woman flashes bystanders.,0,2
284,two men in hard hats and safety neon vests on scaffolding working outside in the daylight.,a school class visits the museum of modern art.,two people in the colorful and floating abstract vests on scaffold stands outside in the museum.,a school class visits the museum of modern art.,0,2
285,a blond man playing a guitar.,a bald man is playing a guitar.,a victorian man wearing a guitar.,a bald man is playing a guitar.,0,2
286,two dancers in pink tops and striped capri bottoms perform on stage barefoot.,two magicians are performing on stage.,they dressed in pink dresses and black capri pants perform on stage together.,two magicians are performing on stage.,0,2
287,expert snowboard is trying a new trick.,the person is surfing on the water.,@ offshore surf is throwing a new wave.,the person is surfing on the water.,0,1
288,a city street corner with two passing bicyclists and several pedestrians.,the people are indoors.,a coronation street subway with two amtrak bicyclists and several cats.,the people are indoors.,0,1
289,a black and white picture of a city street with a food vendor in the foreground.,the colors has disappeared form the world.,"entirely black and white inside of a city, with a garbage stand in the foreground.",the colors has disappeared form the world.,0,1
290,a brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,the tennis ball is clean.,a smartphone dog is in the middle of a line of dogs chasing a tennis tennis ball through grass.,the tennis ball is clean.,0,2
291,an accident involving a green sudan and a gray van.,two cars waited patiently for the light to turn green.,"a 177, a green, and a white ford.",two cars waited patiently for the light to turn green.,0,2
292,"3 cyclists are racing ahead of a red bmw, with the leader wearing solid white helmet and black cycling pants",three people are riding horses across a course.,"3 varieties are arabian riders of a red stripe, with the horse wearing a white jacket and black riding pants",three people are riding horses across a course.,0,2
293,a snowboarder with a maroon coat sails through the air.,the snowboarder is naked.,a deboarder with a reeling leg credits in the air.,the snowboarder is naked.,0,2
294,a team of surgeons operate on a female patient.,the surgeons are operating on a male patient.,a team of surgeons operating on a captive patient.,the surgeons are operating on a male patient.,0,2
295,an elderly man wearing a olive green shirt and red and white striped apron is stacking cheese.,a women is eating some friend dumpling dumplings,an willow person wearing a bear green shirt and black and white striped snacks is feasting stuff.,a women is eating some friend dumpling dumplings,0,2
296,a lady in a red shirt and bikini bottoms is about to go surfing on a blue board in the ocean.,a woman is surfing in her pool.,a woman in a white shirt and tiger body is about to go surfing on a pool board in the la.,a woman is surfing in her pool.,0,1
297,"a man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree.",the man is making a snow angel.,"a man wearing a black coat, a snow jacket fur, a spiwino jacket and a feather is rendered in frosty snow near a forest altar.",the man is making a snow angel.,2,2
298,a boy is riding down the road between two cows.,a single cow is alone.,a lone is alive on the road between two livestock.,a single cow is alone.,0,2
299,"two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face.",two people do jump kicks,"two girls's in a compton class, one who is in the air with a blue and green abdomen and one who is about to get kicked in the back.",two people do jump kicks,1,1
300,a man walks by a building at night.,a man is sitting in the sun.,a man lounge by a sea at sunset.,a man is sitting in the sun.,0,1
301,a woman runs on the beach.,the old lady spends a good time relaxing on the lounge.,the movie swings on the bedroom.,the old lady spends a good time relaxing on the lounge.,0,2
302,a man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.,two men lie on tables in the morgue.,a copy dies on a death with a panel in front of him while another man folds down to look at what is sleeping on top of them.,two men lie on tables in the morgue.,0,2
303,a baby sitting in a highchair looking delighted.,the baby is crying.,a baby sitting in a schoolchair. louder.,the baby is crying.,0,2
304,a person is posed with one leg raised and one arm out at a competition with their teammates in the background.,a man posed with both arms out at a competition.,the person is fronted with equal leg raised and famously sitting out at a table with their arms in the background.,a man posed with both arms out at a competition.,0,2
305,a man hammering nails on a shed.,the shed is made of t - shirts.,a man scratching pussy hem a shit.,the shed is made of t - shirts.,0,2
306,kids are looking at something on a table.,some kids are burning the table down.,activities are burnt at everything like a table.,some kids are burning the table down.,0,2
307,a man wearing a black hat and coat makes a face with a crowd behind him.,a man is taking a shower.,a man wearing a red shirt and underwear has a bathroom with a towel behind him.,a man is taking a shower.,0,2
308,a couple is eating outside at a table and he is pointing at something.,a couple is eating inside at a table and he is pointing at something.,a couple is eating breakfast at a tray and he is pointing at something.,a couple is eating inside at a table and he is pointing at something.,0,1
309,a young boy wearing an orange uniform stands on the field near a colorful ball.,a girl is wearing a sweater.,a little black. an old girl stands on the ground near a dark fence.,a girl is wearing a sweater.,0,2
310,the blue kayak is being ridden over a small waterfall.,a guy is working out in the gym.,the bluebell guard is being worked in a large gym.,a guy is working out in the gym.,0,1
311,one female and two male musicians holding musical equipment.,there four females,three esther and two danish dancers with music equipment.,there four females,0,1
312,"one man, shirtless, and a woman, clothed, jumping in the water.","two people are in a helicopter, high above the sahara desert.","one man, headless, and a woman, falcon, flies in the world.","two people are in a helicopter, high above the sahara desert.",0,2
313,"two formally dressed, bald older women",two long - haired young women.,"these were tall, blonde and bared",two long - haired young women.,0,1
314,a younger couple is walking across a crosswalk outside with a very busy bus stop behind them.,there are people inside of a store.,"a favourite couple is seen in a shoproom, with a very busy bus stop behind them.",there are people inside of a store.,0,1
315,a man touching a hanging strand of lamps.,a man has his hands shoved into his coat pockets.,a man stalks a empty shop of doctors.,a man has his hands shoved into his coat pockets.,0,2
316,a mountaineer about to descend down a mountain with a blue helmet on.,a man is drinking hot cocoa inside a lodge.,a lodge den appears to sunshine down a mountain with a blue lodge. it,a man is drinking hot cocoa inside a lodge.,0,2
317,a dog standing near snow looking at water.,a cat is laying on the couch.,a boy standing near pet looking at lies.,a cat is laying on the couch.,0,2
318,"children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play.",children are body slamming each other.,"children at day school engages in intercourse, and movements, one mother watching and holding her child and the child is sitting on the floor watching the group repeat.",children are body slamming each other.,0,2
319,a man sits outdoors with some of his belongings.,a man is inside.,a man sits alone with one of his books.,a man is inside.,0,1
320,the dog is in the snow in front of some trees.,a cat plays in the snow.,the samantha is in the faerie in front of some trees.,a cat plays in the snow.,0,2
321,a motorist gets some air over a rough hill.,a motorist has stalled.,a motorist presently some space over a bare hill.,a motorist has stalled.,0,1
322,two people riding their bikes down a street together.,a couple gets married at the courthouse.,the courtroom carries their heels down a street styled.,a couple gets married at the courthouse.,0,2
323,the white dog is pulling a large stick.,the dog is taking a nap at the park.,the scan dog is having a large nap.,the dog is taking a nap at the park.,0,2
324,a hand holds a strainer with a small amount of liquid in it with a table with bins in the background.,a city of ice sits in the distance.,a fort is a frozen swan with a large amount of ice in it with a toilet and overruns in the distance.,a city of ice sits in the distance.,0,1
325,a jubilant crowd dressed fabulously in purple red and yellow - gold move in step on a metropolitan street.,one person walking on the street.,a jubilant hero painted immaculately inlaid red and gold and gold walked in disappears on a kota street.,one person walking on the street.,0,1
326,a group of people is sitting at a large table and using paint brushes to form characters on white paper.,the people are using their fingers to paint with.,a group of people is sitting at a nearby table and they hardware jeans to form paintings on the walls.,the people are using their fingers to paint with.,1,1
327,a man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.,a couple is eating in a restaurant.,a man and a wife are sharing ice cream from a restaurant with a hand squeezed ice cream tray.,a couple is eating in a restaurant.,0,1
328,an adorable child leaping to block a soccer ball from entering the goal.,a child blocks a goal with his hockey stick.,the nearest child utilizes to block a hockey goal from entering the goal.,a child blocks a goal with his hockey stick.,0,1
329,a man interviews a boy in a gathering of people.,a man slaps a little boy in front of a gather of people.,a brutal shocked a boy in a pack of people.,a man slaps a little boy in front of a gather of people.,0,2
330,a rugby player swings his leg back to punt the ball.,there is a person sitting on the bed.,a lullaby player resting his head back to host the ball.,there is a person sitting on the bed.,0,2
331,a basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team.,the basketball player is stretching on the sidelines.,a towel player in a strip carrier is trying to make a basket but is being retracted by the side team.,the basketball player is stretching on the sidelines.,0,1
332,a photo of a woman in a black coat standing in front of a large two - paneled photo depicting a woman in a gray dress looking down with her hand in a bag.,the photo was of two men.,a photo of a men in a white coat stands in front of a large two - waxed jacket depicting a men in a red dress lying down with his hands in a white.,the photo was of two men.,0,1
333,a young family enjoys feeling ocean waves lap at their feet.,a family is out at a restaurant.,"a young frenchman enjoys butter, smiles back at their feet.",a family is out at a restaurant.,0,2
334,a policeman on a motorcycle from the rear.,an officer on a chopper.,a 44 on a motorcycle in the rear.,an officer on a chopper.,1,2
335,a worker is preparing fish to be sold at a market.,a person is on a boat fishing.,a fisherman is seeking fish to be caught at a float.,a person is on a boat fishing.,0,1
336,a young boy with a shaved head and dirty white collared shirt holds a chicken in his arm.,the young boy went swimming.,a young darted with a wet head and sporting white collared shirt contains a rainbow in his hair.,the young boy went swimming.,0,1
