,orig_premise,orig_hypothesis,adv_premise,adv_hypothesis,orig_label,adv_label
169,a wet golden retriever is walking through a lake,a wet golden retriever is walking through a lake to find a ball.,a wet golden retriever is walking through a lake,"[CLS] clear "" retriever is seen through a lake. getting a splash.",2,1
170,a woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background.,the woman sitting is asian.,a woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background.,[CLS] woman sitting is destruction.,2,0
171,people in chairs around a table,the people are eating dinner.,people in chairs around a table,[CLS] people are offered seating.,2,1
172,a performer plays an instrument for the audience.,the performer is making music.,a performer plays an instrument for the audience.,[CLS] performer is providing music.,1,1
173,a group of people wait to cross the street in new york,some of the people are wearing sunglasses.,a group of people wait to cross the street in new york,many of the people are on mars.,2,0
174,"two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",the older men are colleagues.,"two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",molded deaf men are depicted.,2,0
175,a young woman dressed in black attaches bags full of flowers to a bicycle.,the flowers are lilacs.,a young woman dressed in black attaches bags full of flowers to a bicycle.,[CLS] flowers are galactic clouds.,2,0
176,"a man stands on a dock near several boats, while 2 other men are on one of the boats.",a man with brown hair is standing on a dock.,"a man stands on a dock near several boats, while 2 other men are on one of the boats.",a man with zombie hair is found on a dock.,2,0
177,a bird is perched on a line of some sort attached to a pole.,a bird is wallowing on a pole.,a bird is perched on a line of some sort attached to a pole.,[CLS] bird is comparatively miraculous on a pole.,2,1
178,a person is on a four wheeler kicking up a lot of dirt in a dune.,the person is in a race.,a person is on a four wheeler kicking up a lot of dirt in a dune.,[CLS] person is in a vehicle.,2,1
179,"a man wearing an oxford shirt, sunglasses, and a hat smirks.",a man hiding his true identity.,"a man wearing an oxford shirt, sunglasses, and a hat smirks.",[CLS] man retains his true likeness.,2,1
180,a group of people gathered at night watching an event.,a group of humans are looking at the same direction.,a group of people gathered at night watching an event.,[CLS] group of humans are looking at the same area.,1,1
181,a man in a suit cheering in a library in front of children.,a lawyer is encouraging some children at a contest.,a man in a suit cheering in a library in front of children.,[CLS] chance is holding some children at a bar.,2,0
182,security officer working outside.,a security officer is dressed in a uniform.,security officer working outside.,[CLS] security officer is available in a demeanor.,2,1
183,a man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,the man is cleaning the fish that he caught so he can cook it.,a man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,[CLS] man is eating the palm that he eats so he can bite it.,2,0
184,a young couple and many others out enjoying themselves at an outdoor street event.,the young couple are looking at goods being sold by the street vendors.,a young couple and many others out enjoying themselves at an outdoor street event.,[CLS] young couple are looking at merchandise being sold by the target museum.,2,0
185,construction workers use cables to hang from the sides of buildings.,construction workers are brave.,construction workers use cables to hang from the sides of buildings.,[CLS] workers are free and,2,0
186,a dark - haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.,a man in a police uniform is talking to another man.,a dark - haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.,elephant man in a refrigerator box is talking to another man.,2,0
187,a woman wearing a red coat stands on a wood floor in front of several paintings while two girls sit on the floor at her feet.,woman takes a break at a museum while her children sit by her feet.,a woman wearing a red coat stands on a wood floor in front of several paintings while two girls sit on the floor at her feet.,underneath takes a bed beneath a window while her children sit by her feet.,2,0
188,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,a climber pulls himself up 5000 feet up over a forest,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,a climber hangs himself up fifteen feet unmanned over a wall,0,0
189,a woman is walking her dog along a snowy ground.,a woman is trying to get her dog to go to the bathroom after it has freshly snowed.,a woman is walking her dog along a snowy ground.,[CLS] woman is told to get pregnant enough to go to the toilet after it has been vomited.,2,0
190,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,three boys are preparing for their big game that is about to start.,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,barren farmers are famous for their fun game that is about to start.,2,0
191,"while two students are jumping, others in a classroom are sitting or standing.",two students disrupting class.,"while two students are jumping, others in a classroom are sitting or standing.",eligible students cushioning a.,2,1
192,a man alone crosscountry skis in the wilderness while wearing a huge backpack.,a man skis in the wilderness while it's snowing,a man alone crosscountry skis in the wilderness while wearing a huge backpack.,[CLS] man glides in the wilderness while it's terrestrial behavior,2,1
193,a well dressed elderly woman standing in front of a bus decorated with images of purple flowers.,a grandmother is standing in front of a bus with violets decorated all over it.,a well dressed elderly woman standing in front of a bus decorated with images of purple flowers.,[CLS] greyish is standing in front of a bus with existences from all over it.,2,0
194,two girls kissing a man with a black shirt and brown hair on the cheeks.,two girls kiss there dad.,two girls kissing a man with a black shirt and brown hair on the cheeks.,"autonomous girls, there are.",2,1
195,a large man is sitting in front of a fountain statue while talking on a phone.,the fountain has running water.,a large man is sitting in front of a fountain statue while talking on a phone.,[CLS] rooftop has inorganic water.,2,1
196,a man puts his hands up while telling an amusing story to his friend with a beard.,the man is perplexed by the events.,a man puts his hands up while telling an amusing story to his friend with a beard.,[CLS] man is only dogged by the silence.,2,0
197,a man with a tattoo on his arm staring to the side with vehicles and buildings behind him.,a man has dragon tattoos on his arm.,a man with a tattoo on his arm staring to the side with vehicles and buildings behind him.,a man has cellular colour on his arm.,2,1
198,"a man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",a man sits by himself at mardi gras.,"a man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",a man stands by flicking at mardi maximas.,2,0
199,a crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.,it is cold and snowy outside.,a crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.,colour is spacious and light throughout.,1,0
200,an asian man walks a three - wheeled pedal card fully of white bags.,an asian man walks a three - wheeled pedal card fully of white bags and he can be seen leaving the store.,an asian man walks a three - wheeled pedal card fully of white bags.,another asian man walks a three - wheeled pedal card fully of white bags and he can be seen in alien skeletons.,2,0
201,a couple about to kiss somewhere.,a couple are kissing on new years eve as the ball drops.,a couple about to kiss somewhere.,[CLS] couple is introduced on new years eve as the robot goddess.,2,0
202,a person in an orange shirt reaching up.,a person is reaching up to grab something.,a person in an orange shirt reaching up.,another person is normally able to touch something.,2,1
203,a big dog catches a ball on his nose,a dog is playing with his owner,a big dog catches a ball on his nose,[CLS] dog is one with his limbs,2,1
204,an medical worker examines a young girl.,a health worker is evaluating a girl on her sickness.,an medical worker examines a young girl.,[CLS] health worker is alive a girl on her surface.,2,1
205,there is a man poking a long stick up towards the ceiling.,the man has no arms.,there is a man poking a long stick up towards the ceiling.,[CLS] man has no arms.,0,0
206,a man with two small boys making a purchase from a woman.,the man with the little boys is buying a gift from the woman's store.,a man with two small boys making a purchase from a woman.,[CLS] man with two little boys is approximately a product from the woman's body.,2,1
207,a woman standing in front of a large tank at an aquarium turns around to look at the photographer.,a woman wants a new facebook picture of her at the aquarium,a woman standing in front of a large tank at an aquarium turns around to look at the photographer.,[CLS] woman managing a new unified glance of her at the aquarium,2,1
208,a woman standing in front of a wall holding a can of bud light with her shirt tied into a semi - halter.,the woman who is shown lives in the south.,a woman standing in front of a wall holding a can of bud light with her shirt tied into a semi - halter.,[CLS] woman who is lying dead in the stomach.,2,0
209,a little boy with an orange backpack walks under a tree through the woods.,a boy walks to school through the woods.,a little boy with an orange backpack walks under a tree through the woods.,@ boy walks toling through the woods.,2,1
210,a group of people are gathered on a sidewalk in front of a store nearby a littered street.,a group of people are considering whether to shop at the store.,a group of people are gathered on a sidewalk in front of a store nearby a littered street.,[CLS] group of people are shown machinery to appear at the store.,2,0
211,"a man with a blue, collared shirt sits in front of another man.",a man is looking at his friend,"a man with a blue, collared shirt sits in front of another man.",[CLS] man is seen at his disposal,2,1
212,"four men in safety gear, one holding a camera, are standing on a platform.",there has been an accident,"four men in safety gear, one holding a camera, are standing on a platform.",destruction has been unknown experience,2,0
213,two men climbing on a wooden scaffold.,two sad men climbing on a wooden scaffold.,two men climbing on a wooden scaffold.,six ordinary men climbing on a wooden scaffold.,2,0
214,a group of children in costumes are on a stage with red curtains.,a group of children are performing a play,a group of children in costumes are on a stage with red curtains.,[CLS] group of children are physically a costumes,2,1
215,a red truck is parked next to a burning blue building while a man in a green vest runs toward it.,the burning blue building will turn to dust after an hour.,a red truck is parked next to a burning blue building while a man in a green vest runs toward it.,[CLS] burning green building will turn to earth with an arrow.,2,0
216,a man in a blue jogging suit is running on the sidewalk in front of a painting.,the man is sweating from his run.,a man in a blue jogging suit is running on the sidewalk in front of a painting.,[CLS] man is differentiated from his body.,2,1
217,a band performing at a local bar or club.,the band is playing rock music,a band performing at a local bar or club.,the band is playing music.,2,1
218,a group of people are sight seeing and taking pictures.,the group is on vacation,a group of people are sight seeing and taking pictures.,[CLS] group is taken remotely,2,1
219,"a little boy with a shirt, shorts and socks on, standing on the beach.",a boy is watching the ocean.,"a little boy with a shirt, shorts and socks on, standing on the beach.",[CLS] boy is inside the car.,2,0
220,"five people standing on a stage, getting ready to perform, who are unrecognizable due to the lack of lighting.","at a rock concert, the audience screams and cries at the handsome singer and his bass guitarist.","five people standing on a stage, getting ready to perform, who are unrecognizable due to the lack of lighting.","[CLS] a live concert, the audience screams and cheers at the famous singer and his backup guitarist.",0,0
221,a man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other.,the very differently dressed men sit next to each other,a man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other.,[CLS] here basic armoured men sit next to each other,0,1
222,expert snowboard is trying a new trick.,the person is snowboarding on top of a mountain.,expert snowboard is trying a new trick.,[CLS] snow is snowboarding on top of a whale.,2,0
223,a woman lowering ballast on a boat.,the captain of the boat is preparing for rough waters.,a woman lowering ballast on a boat.,[CLS] trunk of the boat is searching for boiling waters.,2,0
224,a small child is riding in a red wagon.,a kid is in a wagon and someone is pulling it.,a small child is riding in a red wagon.,a human is in a dwelling and human is being it.,2,1
225,a group of people sitting around a table eating food.,people are at a table eating christmas dinner.,a group of people sitting around a table eating food.,alone are at a table eating christmas eve.,2,0
226,"a person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",an old lady pushing a stroller down a busy street.,"a person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",an old pony rolls a stroller through a deserted street.,2,0
227,"a woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive - green dress and looks off to her left, smiling slightly.",a woman smiles at someone to her left,"a woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive - green dress and looks off to her left, smiling slightly.",[CLS] woman merely in cognition to her left,2,1
228,"a man wearing a checkered shirt, cream suit and tennis shoes sits on a bench.",the guy is on the bench waiting for his wife,"a man wearing a checkered shirt, cream suit and tennis shoes sits on a bench.",[CLS] krishna is on the floor waiting for his wife,2,0
229,two cars are being driven in a car race.,a bugatti and a lambourgini compete in a road race.,two cars are being driven in a car race.,cuckoo bugatti'bears lambouryani compete in a sprint race.,2,0
230,a crowd walks about a square at night with smoke or fog drifting over them.,a group of people walk through tear gas.,a crowd walks about a square at night with smoke or fog drifting over them.,[CLS] group of people walk in tear gas.,0,0
231,"a lady is helping another woman work in a silver compartment, which is most likely related to nurse - work.",two woman are trying to finish orders from a doctor,"a lady is helping another woman work in a silver compartment, which is most likely related to nurse - work.",two individuals are permitted to take or. a lady,2,1
232,batter hits a baseball,a man in a baseball game hits a foul ball.,batter hits a baseball,[CLS] batter in a baseball game consuming a moving ball.,2,1
233,a group of children in african clothing.,some humans in green clothing,a group of children in african clothing.,@ everyone in green uniforms,2,0
234,in this picture it appears that a man is falling off a bull while attempting to ride the animal.,the man is a farmer,in this picture it appears that a man is falling off a bull while attempting to ride the animal.,[CLS] man was wearing animals,2,1
235,"a woman is sitting outside at a table, using a knife to cut into a sandwich.",a woman is sitting outside waiting for her friend.,"a woman is sitting outside at a table, using a knife to cut into a sandwich.",[CLS] woman is sitting alone waiting for her bible.,2,0
236,a group of children playing with props,the children are playing with machine guns.,a group of children playing with props,[CLS] children are playing with unarmed cries.,2,0
237,an old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.,an ugly old man in a pink polo looks through a telescope with a small child standing next to him,an old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.,an actual old woman in a pink polo looks through a telescope with a small child standing next to him,2,0
238,a woman in a blue apron is holding a container of ice cream.,a woman is standing in a kitchen.,a woman in a blue apron is holding a container of ice cream.,[CLS] woman is shown in a colour.,2,1
239,"a woman is sitting in a chair, while a man is going through the sport utility vehicle.",a girl is sitting waiting to leave for vacation,"a woman is sitting in a chair, while a man is going through the sport utility vehicle.",[CLS] kitten is sitting ready to watch for fairies,2,0
240,a black and white picture of a city street with a food vendor in the foreground.,the food vendor is selling hot dogs.,a black and white picture of a city street with a food vendor in the foreground.,the motorway worker is making spit dogs.,2,0
241,"a group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right.",the group is taking a tour.,"a group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right.",[CLS] group is driving a motorcycle.,2,0
242,"a man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",the person is stealing display boards.,"a man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",[CLS] man is stealing playground boards.,0,0
243,a group of people in front of some tan colored tents from the american parkinsons disease association.,a group shows up to an event to support research on parkinsons,a group of people in front of some tan colored tents from the american parkinsons disease association.,coherent group shows itself to an event to support hygiene on canines,2,1
244,two little boys are playing on stairs that have a carpet runner going down them.,two little boys are pretending they are climbing a large mountain.,two little boys are playing on stairs that have a carpet runner going down them.,these little boys are pretending they are driving a paved bicycle.,0,0
245,a man in a green shirt is getting his feet wet in front of a wall showing a closeup picture of a face.,the man is waiting for his friend to come meet up with him.,a man in a green shirt is getting his feet wet in front of a wall showing a closeup picture of a face.,the man is waiting for his son to come into venus with him.,2,0
246,a man wearing black pants and a helmet is riding a brown horse.,a man is practicing for a horse race.,a man wearing black pants and a helmet is riding a brown horse.,[CLS] man is possible for a horse rider.,2,1
247,a girl in black pants doing exercises.,a girl trying to get fit for a bodybuilding competition.,a girl in black pants doing exercises.,a girl trying to get revenge for a body proof payment.,2,0
248,an asian wearing a pastel print shirt and sunhat pushing his cart up the street.,an asian man is selling food.,an asian wearing a pastel print shirt and sunhat pushing his cart up the street.,every asian man is a steak.,2,0
249,a woman in a brown dress looking at papers in front of a class.,a woman checking papers is a teacher.,a woman in a brown dress looking at papers in front of a class.,[CLS] woman washing herself is a teacher.,2,0
250,woman adjusting her eyeglasses.,woman adjusting her eyeglasses after reading.,woman adjusting her eyeglasses.,[CLS] mr her eyeglasses all hq.,2,0
251,a four piece band plays a song on a medium - size stage.,the band is playing punk rock music.,a four piece band plays a song on a medium - size stage.,[CLS] band is literally generic in music.,2,0
252,a young boy in red leaping into sand at a playground.,a young boy jumps onto his friends sand castle at a playground.,a young boy in red leaping into sand at a playground.,[CLS] young boy jumps onto his airship and zombies at a playground.,2,0
253,a man and a woman cutting dough.,a husband and wife making pizza.,a man and a woman cutting dough.,[CLS] husband and wife with ink.,2,0
254,a man in green pants and blue shirt pushing a cart.,an old man pushing a cart.,a man in green pants and blue shirt pushing a cart.,##factory creature man appliances a cart.,2,1
255,"in an apparent classroom setting, a young man in a blue t - shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book.",the man and woman are cooperating.,"in an apparent classroom setting, a young man in a blue t - shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book.",the man and bears are cooperating.,0,0
256,dog running with a purple toy in the snowy field.,a dog is excited.,dog running with a purple toy in the snowy field.,[CLS] dog in nature.,2,1
257,a young ladies squatting at hillside sipping on a drink the other one with the white purse is talking pictures.,a group of hikers pause for a break.,a young ladies squatting at hillside sipping on a drink the other one with the white purse is talking pictures.,[CLS] party of smokers dressed for a meal.,2,0
258,two people are participating in the sport fencing.,two people competing in a fencing tournament,two people are participating in the sport fencing.,[CLS] people dressed in a fencing device,2,1
259,a man in a pinstriped suit walks down the street and doesn't notice the quirky poster on his left.,the man who just purchased a pinstriped suit for a formal dinner didn't notice the poster to his left that shows a man wearing the same suit.,a man in a pinstriped suit walks down the street and doesn't notice the quirky poster on his left.,earthly man who had worn a pinstriped suit for a garment difference didn't contain the top to his left that indicated a man wearing the same suit.,2,1
260,a man talking into a microphone with a woman standing next to him.,the woman is sitting in the chair next to the podium.,a man talking into a microphone with a woman standing next to him.,[CLS] woman is sitting in a chair next to the chair.,0,0
261,two brown and white dogs running on a grassy but brown fenced yard.,"the dogs wanted to find the end of the fence, but it seemed to keep on going, always turning into yet another stretch of distance.",two brown and white dogs running on a grassy but brown fenced yard.,"[CLS] walkers try to sit the end of the fence, since it tries to keep on going, instead turning into a mystical cloak of light.",2,0
262,a small dog runs to catch a ball.,the dog is a chihuahua.,a small dog runs to catch a ball.,the bear is a feather.,2,0
263,a police person is on a motorcycle on the side of a street.,a policewoman is sitting on the motorcycle behind the parked car.,a police person is on a motorcycle on the side of a street.,[CLS] policewoman is seated on the porch behind the parked car.,2,0
264,there is a woman in a white tank top and camouflage pants with a big black belt on a stage holding a microphone.,a woman is getting ready to perform a song for the audience.,there is a woman in a white tank top and camouflage pants with a big black belt on a stage holding a microphone.,[CLS] woman is relatively ready to sustain a behaviour for the occasion.,2,1
265,two gondola operators sit along a road in italy.,the gondola operators are taking a work break.,two gondola operators sit along a road in italy.,[CLS] gondola operators are taking a robot break.,2,0
266,"a middle - aged woman with red - hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking.",she was calling her husband on her cellphone.,"a middle - aged woman with red - hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking.",ship was above her father on her cell phone.,2,0
267,a dog jumps over the pole.,"dog is participating in a competition, showing his agility training.",a dog jumps over the pole.,"vishnu is participating in a competition, introducing his agility abilities.",2,0
268,a boy posing on the soccer field.,the boy is on a soccer team.,a boy posing on the soccer field.,[CLS] boy is on a soccer surface.,2,1
269,a woman in a red jacket walks down the street in the rain.,woman walks down street on sunny day,a woman in a red jacket walks down the street in the rain.,intentional walks down the on election day,0,2
270,men wearing blue uniforms sit on a bus.,men drive the bus into the ocean.,men wearing blue uniforms sit on a bus.,of accompany the bus from the stadium.,0,2
271,a man in a suit cheering in a library in front of children.,a boy is attending a club meeting.,a man in a suit cheering in a library in front of children.,[CLS] chang is enjoying a new event.,0,2
272,an old man holds up a sign.,a man is sleeping.,an old man holds up a sign.,[CLS] man is heard.,0,2
273,a passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.,a man is taking a picture of a goldfish.,a passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.,[CLS] passenger is taking a picture of a baltic evening.,0,2
274,the man walks among the large trees.,the mas is walking next to dogs.,the man walks among the large trees.,[CLS] glad is walking next to meadow.,2,2
275,several adults look on while a young girl plays in a ball pit.,a young girl is sitting in her chair.,several adults look on while a young girl plays in a ball pit.,[CLS] mysterious girl is played in her vicinity.,0,1
276,"a blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background.",nobody has a tattoo,"a blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background.",[unused535] has a tattoo,0,1
277,a four piece band plays a song on a medium - size stage.,a three piece band plays a song on a medium - size stage.,a four piece band plays a song on a medium - size stage.,[CLS] instrumental piece band plays a song on a medium - size stage.,0,2
278,an elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.,a woman is in a green nun uniform,an elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.,[CLS] woman is in a lovely nursing asylum,0,2
279,"a juggler wearing a plaid kilt and a green shirt, juggling.",a person rides a bike down a hill wearing pants.,"a juggler wearing a plaid kilt and a green shirt, juggling.",a location makes a gig at a bun wearing shirts.,0,2
280,a red dog jumps and catches a tennis ball in its mouth.,a man eating popcorn,a red dog jumps and catches a tennis ball in its mouth.,[CLS] dog has something,0,1
281,a woman cook in an apron is smiling at the camera with two other cooks in the background.,a woman not paying attention to the camera,a woman cook in an apron is smiling at the camera with two other cooks in the background.,[CLS] woman not running backwards to the camera,0,1
282,"two men holding a chinese lantern that's yellow and red, one man has a drill and the other is smiling.",a man and his daughter build a doghouse while the dog sits behind them.,"two men holding a chinese lantern that's yellow and red, one man has a drill and the other is smiling.",a completion whispers his brother constructing a lantern tent while the sun stands behind them.,0,2
283,a man with a beard is playing an acoustic guitar on the street.,a woman flashes bystanders.,a man with a beard is playing an acoustic guitar on the street.,nightly is marsden bystanders.,0,2
284,two men in hard hats and safety neon vests on scaffolding working outside in the daylight.,a school class visits the museum of modern art.,two men in hard hats and safety neon vests on scaffolding working outside in the daylight.,[CLS] valuable achievement commemorates the founding of modern art.,0,2
285,a blond man playing a guitar.,a bald man is playing a guitar.,a blond man playing a guitar.,[CLS] wise man is playing a guitar.,0,2
286,two dancers in pink tops and striped capri bottoms perform on stage barefoot.,two magicians are performing on stage.,two dancers in pink tops and striped capri bottoms perform on stage barefoot.,[CLS] enactments are performed on stage.,0,2
287,expert snowboard is trying a new trick.,the person is surfing on the water.,expert snowboard is trying a new trick.,[CLS] method is knocked on the snow.,0,2
288,a city street corner with two passing bicyclists and several pedestrians.,the people are indoors.,a city street corner with two passing bicyclists and several pedestrians.,[CLS] connections are nearby.,0,2
289,a black and white picture of a city street with a food vendor in the foreground.,the colors has disappeared form the world.,a black and white picture of a city street with a food vendor in the foreground.,[CLS] setting has varied throughout the city.,0,1
290,a brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,the tennis ball is clean.,a brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,the tennis ball is low.,0,2
291,an accident involving a green sudan and a gray van.,two cars waited patiently for the light to turn green.,an accident involving a green sudan and a gray van.,[CLS] companions frantically checking for the light to turn around.,0,2
292,"3 cyclists are racing ahead of a red bmw, with the leader wearing solid white helmet and black cycling pants",three people are riding horses across a course.,"3 cyclists are racing ahead of a red bmw, with the leader wearing solid white helmet and black cycling pants",[CLS] people are slick riders protecting a car.,0,1
293,a snowboarder with a maroon coat sails through the air.,the snowboarder is naked.,a snowboarder with a maroon coat sails through the air.,[CLS] snowboarder is female.,0,2
294,a team of surgeons operate on a female patient.,the surgeons are operating on a male patient.,a team of surgeons operate on a female patient.,[CLS] surgeons are trained on a female patient.,0,1
295,an elderly man wearing a olive green shirt and red and white striped apron is stacking cheese.,a women is eating some friend dumpling dumplings,an elderly man wearing a olive green shirt and red and white striped apron is stacking cheese.,[CLS] carter is eating some quality tackling peplings,0,2
296,a lady in a red shirt and bikini bottoms is about to go surfing on a blue board in the ocean.,a woman is surfing in her pool.,a lady in a red shirt and bikini bottoms is about to go surfing on a blue board in the ocean.,[CLS] woman is surfing in summer bay.,0,2
297,"a man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree.",the man is making a snow angel.,"a man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree.",the man is making a snow jumper call,2,2
298,a boy is riding down the road between two cows.,a single cow is alone.,a boy is riding down the road between two cows.,a third boy is nearby.,0,2
299,"two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face.",two people do jump kicks,"two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face.",two people have faster kicks,1,2
300,a man walks by a building at night.,a man is sitting in the sun.,a man walks by a building at night.,[CLS] man is moving in the wind.,0,1
301,a woman runs on the beach.,the old lady spends a good time relaxing on the lounge.,a woman runs on the beach.,[CLS] pr lady spends a considerable day out on the beaches.,0,2
302,a man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.,two men lie on tables in the morgue.,a man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.,hopefully men are on disguise in the momentgue.,0,2
303,a baby sitting in a highchair looking delighted.,the baby is crying.,a baby sitting in a highchair looking delighted.,[CLS] smile is adorable.,0,2
304,a person is posed with one leg raised and one arm out at a competition with their teammates in the background.,a man posed with both arms out at a competition.,a person is posed with one leg raised and one arm out at a competition with their teammates in the background.,[CLS] man poses with artistic arms outstretched at a competition.,0,1
305,a man hammering nails on a shed.,the shed is made of t - shirts.,a man hammering nails on a shed.,the artwork is representative of t. cass.,0,2
306,kids are looking at something on a table.,some kids are burning the table down.,kids are looking at something on a table.,@ kids are seeing the sit down.,0,2
307,a man wearing a black hat and coat makes a face with a crowd behind him.,a man is taking a shower.,a man wearing a black hat and coat makes a face with a crowd behind him.,[CLS] man is expecting a smile.,0,2
308,a couple is eating outside at a table and he is pointing at something.,a couple is eating inside at a table and he is pointing at something.,a couple is eating outside at a table and he is pointing at something.,[CLS] couple is eating meat at a table and he is pointing at something.,0,2
309,a young boy wearing an orange uniform stands on the field near a colorful ball.,a girl is wearing a sweater.,a young boy wearing an orange uniform stands on the field near a colorful ball.,a boy is wearing a helmet.,0,2
310,the blue kayak is being ridden over a small waterfall.,a guy is working out in the gym.,the blue kayak is being ridden over a small waterfall.,[CLS] person is working out in the gorge.,0,2
311,one female and two male musicians holding musical equipment.,there four females,one female and two male musicians holding musical equipment.,there are resources,0,1
312,"one man, shirtless, and a woman, clothed, jumping in the water.","two people are in a helicopter, high above the sahara desert.","one man, shirtless, and a woman, clothed, jumping in the water.","two people are in a canal, partially above the bathing pool.",0,2
313,"two formally dressed, bald older women",two long - haired young women.,"two formally dressed, bald older women",[CLS] long - excellent old women.,0,2
314,a younger couple is walking across a crosswalk outside with a very busy bus stop behind them.,there are people inside of a store.,a younger couple is walking across a crosswalk outside with a very busy bus stop behind them.,illuminating are people outside of a roadside.,0,1
315,a man touching a hanging strand of lamps.,a man has his hands shoved into his coat pockets.,a man touching a hanging strand of lamps.,[CLS] man has his hand brought to his own notch.,0,1
316,a mountaineer about to descend down a mountain with a blue helmet on.,a man is drinking hot cocoa inside a lodge.,a mountaineer about to descend down a mountain with a blue helmet on.,[CLS] man is receiving hot oxygen from a stunt.,0,2
317,a dog standing near snow looking at water.,a cat is laying on the couch.,a dog standing near snow looking at water.,[CLS] snow is seen on the water.,0,1
318,"children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play.",children are body slamming each other.,"children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play.",learners are taught encouraging each other.,0,2
319,a man sits outdoors with some of his belongings.,a man is inside.,a man sits outdoors with some of his belongings.,[CLS] man is worth.,0,2
320,the dog is in the snow in front of some trees.,a cat plays in the snow.,the dog is in the snow in front of some trees.,a shepherd plays in the snow.,0,2
321,a motorist gets some air over a rough hill.,a motorist has stalled.,a motorist gets some air over a rough hill.,[CLS] motorist has disabilities.,0,2
322,two people riding their bikes down a street together.,a couple gets married at the courthouse.,two people riding their bikes down a street together.,[CLS] couple gets together at the festival.,0,2
323,the white dog is pulling a large stick.,the dog is taking a nap at the park.,the white dog is pulling a large stick.,[CLS] dog is currently a favorite at the park.,0,2
324,a hand holds a strainer with a small amount of liquid in it with a table with bins in the background.,a city of ice sits in the distance.,a hand holds a strainer with a small amount of liquid in it with a table with bins in the background.,[CLS] process of control occurs in the surroundings.,0,1
325,a jubilant crowd dressed fabulously in purple red and yellow - gold move in step on a metropolitan street.,one person walking on the street.,a jubilant crowd dressed fabulously in purple red and yellow - gold move in step on a metropolitan street.,[CLS] and entertaining on the street.,0,1
