orig_pred,contrast_pred,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,diff_premise_probs,diff_hypothesis_probs
entailment,neutral,A man laughing while at a restaurant.,A man laughing.,A man laughing.,A man laughing at a restaurant.,1,1,1,0.5,0.75,23.340707778930664,45.87044143676758,-0.0004286766052246094,-0.009793639183044434
entailment,neutral,A woman wearing a yellow tank top and white pants looking into a window on a city street.,A woman wearing a tank top and pants looks through some glass.,A woman looks into a window.,A woman wearing a yellow tank top and white pants looks through a window on a city street.,1,2,1,0.6842105263157895,0.6153846153846154,8.328848838806152,25.781307220458984,0.9554537758231163,0.020108461380004883
entailment,neutral,"A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below.",a crwod is cheering,A crowd of people in a stadium cheer and clap for the team below.,A crowd is cheering in a stadium.,1,1,1,0.34782608695652173,1.5,30.21748161315918,170.40847778320312,-0.0022759437561035156,0.0018543004989624023
entailment,neutral,"Two sweet young girls on ice skates, hands up and holding on to each other get ready to begin their performance on the ice.",Two females holding each other.,Two young girls on ice skates get ready to begin their performance.,"Two girls on ice skates, hands up and holding on to each other.",1,0,1,0.5,1.6666666666666667,18.0944766998291,85.71871948242188,0.5609144264599308,-0.04740625619888306
neutral,entailment,A man in a short Mohawk and beard.,A man with a short Mohawk and beard stands outside.,A man in a short Mohawk and beard stands outside in a park.,A man stands outside.,2,1,2,0.5555555555555556,0.5454545454545454,146.3815460205078,27.283178329467773,0.9558341335505247,-0.04612016677856445
entailment,neutral,A woman in a pink top is holding a glass bottle in one hand and a Stitch doll in the other.,The top is pink,A woman is holding a glass bottle and a Stitch doll.,The top is light blue.,1,2,0,0.45454545454545453,0.75,22.171497344970703,92.97663116455078,0.7003925456665456,0.9397577538620681
entailment,neutral,A girl in a black skirt and blue dress is watering flowers.,The girl is giving the flowers some water.,A girl is watering flowers.,The girl is watering flowers in the garden.,1,1,2,0.5384615384615384,0.5555555555555556,32.107295989990234,51.330718994140625,0.06311911344528198,0.8784822002053261
entailment,neutral,A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.,A pitcher is playing baseball at a stadium,A pitcher throws a curve ball.,A pitcher is playing baseball at a stadium while many fans relax and enjoy the game.,1,2,2,0.7142857142857143,1.125,21.80270767211914,48.622314453125,0.4911014437675476,0.2320919632911682
entailment,neutral,One confused man is standing and staring off into the distance in front of some ticket collecting machines.,The man is confused.,One man is standing and staring off into the distance in front of some ticket collecting machines.,The man is standing and staring off into the distance in front of some ticket collecting machines.,1,2,1,0.05263157894736842,2.8,12.591307640075684,42.113563537597656,0.9910420929081738,-0.008503377437591553
entailment,neutral,Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center.,men using metal rods,Several men are using metal rods.,Men are using metal rods to smash food on a round table.,1,1,1,0.7741935483870968,2.5,27.896141052246094,202.59555053710938,0.028151631355285645,0.038001298904418945
entailment,neutral,An older man sifts water through his fingers as a young toddler watches from inside the water.,A man is near a toddler,An older man sifts water.,An older man is near a toddler in a water-filled pool.,1,0,2,0.6666666666666666,1.5,44.01213836669922,194.5217742919922,0.9377752467989922,0.5673626102507114
entailment,neutral,"While traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket.",A woman rests on the shoulder of a man,A woman is resting on the shoulder of a man.,A woman rests on the shoulder of a man while traveling.,1,1,1,0.5454545454545454,0.3333333333333333,14.908101081848145,12.563281059265137,0.005241811275482178,0.018144547939300537
neutral,entailment,"A small, pale bird bends down to examine a crumb.",The bird is on the ground.,"A small, pale bird bends down to examine a crumb on the ground.",A small bird is on the ground.,2,1,1,0.25,0.2857142857142857,50.97296142578125,28.283084869384766,0.7550812363624573,0.3316819667816162
entailment,neutral,A man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road.,A man is riding a motorcyle.,A man rides a motorcycle.,A man is riding a motorcycle on a dirt road.,1,1,1,0.7727272727272727,0.7142857142857143,17.9481143951416,19.525074005126953,-0.014020144939422607,-0.003937780857086182
entailment,neutral,A skier is heading into a grove of trees.,There is snow on the ground in this picture.,A skier heads into the trees.,There is snow on the ground in this winter scene.,1,1,1,0.5,0.2,41.39175033569336,35.076148986816406,-0.013719558715820312,-0.27555370330810547
neutral,entailment,Two women bend over to touch a small kangaroo.,Two women are petting a kangaroo,Two women bend over to touch a small kangaroo in a petting zoo.,Two women are petting a small kangaroo.,2,1,2,0.4,0.3333333333333333,22.751583099365234,22.343477249145508,0.39997372031211853,0.04256629943847656
entailment,neutral,A man with thinning hair looking into glasses through glasses.,A man with thinning hair.,A man looking into glasses.,A man with thinning hair looks into glasses.,1,2,1,0.45454545454545453,0.5,24.650501251220703,46.145912170410156,0.7462617475539446,-0.0002428889274597168
neutral,contradiction,A kid dressed in a long-sleeve shirt with a jersey numbered 11 is passing a bar to a boy in a jersey numbered 12 during a relay race.,A team of youths race to finish first in a relay race on a beach.,A kid dressed in a long-sleeve shirt with a jersey numbered 11 passes a bar to a boy in a jersey numbered 12 during a relay race on a mountain.,A team of youths race to finish last in a relay race on a beach.,2,0,2,0.16129032258064516,0.0625,43.82164001464844,44.16416931152344,0.9790293762926012,-0.0006347894668579102
entailment,neutral,A man is riding a bicycle in the street.,a bicycle is being ridden,A man is riding a bicycle.,A bicycle is being ridden in the street.,1,1,1,0.3,1.0,14.00904655456543,50.826416015625,-0.006055891513824463,0.013039886951446533
entailment,neutral,A woman with a pink purse walks down a crowded sidewalk.,A woman walks through a crowd,A woman walks down a crowded sidewalk.,A woman walks through a crowded sidewalk carrying a pink purse.,1,1,1,0.3333333333333333,1.1666666666666667,28.011146545410156,28.774120330810547,-0.036116838455200195,0.049191057682037354
entailment,neutral,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole.",people watch men in kilts,A large number of people watch a man in a kilt.,people watch men in kilts in a parade.,1,1,2,0.6190476190476191,0.8,50.89274597167969,52.300628662109375,-0.08980125188827515,0.9865330150350928
neutral,entailment,Some folks pick out the food they want at a party.,The party-goers are perusing the buffet.,Some folks pick out the food they want at a buffet.,The party-goers are perusing the menu.,2,1,1,0.08333333333333333,0.1111111111111111,43.34309387207031,53.572811126708984,0.4425617456436157,0.5625330209732056
entailment,neutral,A white and black spotted dog is running through a grassy area.,A dog is outdoors.,A dog is running through a grassy area.,A dog is running through a grassy area.,1,1,1,0.3076923076923077,1.0,14.70952033996582,38.84145736694336,0.007847964763641357,0.013029932975769043
entailment,neutral,The black woman is laying out literature.,A black woman is handling printed material.,The woman is laying out literature.,A black woman is reading literature.,1,2,1,0.125,0.375,59.993507385253906,144.47402954101562,0.9928118293173611,-0.3599608540534973
entailment,neutral,Island native fishermen reeling in their nets after a long day's work.,The men are finishing their day of work.,Island native fishermen reel in their nets.,Island native fishermen are finishing their day of work.,1,2,1,0.5,0.3333333333333333,94.48799896240234,147.26002502441406,0.8973656669259071,0.08238959312438965
entailment,neutral,A man running in a race passes by spectators.,A man is running by people who are watching.,A man runs by spectators.,A man is running by people who are watching him.,1,1,1,0.5,0.1,52.603057861328125,48.68449783325195,-0.005106747150421143,-0.00761038064956665
neutral,entailment,A man talks to two guards as he holds a drink.,The prisoner is talking to two guards in the prison cafeteria.,The man talks to two guards as he holds a drink in the prison cafeteria.,A prisoner is talking to two guards in the prison cafeteria.,2,2,2,0.4166666666666667,0.08333333333333333,35.25204849243164,26.59722328186035,-0.2030959129333496,0.01584446430206299
neutral,contradiction,A woman with a black purse and a red coat is sitting on a pillar of concrete.,The woman is waiting for her boyfriend at the local bus stop.,A woman with a black purse and a red coat is sitting on a pillar of gold.,The woman is waiting for her husband at the train station.,2,2,2,0.05555555555555555,0.3076923076923077,23.935775756835938,25.65252685546875,-0.024381399154663086,-0.002384185791015625
neutral,contradiction,"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat.",A tall person in a shirt,"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat is short.",A man wearing a shirt with polka dots.,2,2,0,0.1,1.1666666666666667,28.757789611816406,55.62317657470703,-0.03052622079849243,0.9973718726541847
neutral,entailment,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber in a sports shop waits eagerly for business.,A barber in a sports themed barber shop waits eagerly for his next customer to arrive.,A barber in a sports shop waits eagerly for his next customer to arrive.,2,0,2,0.0625,0.45454545454545453,25.209720611572266,46.19501495361328,0.46638643369078636,0.05116772651672363
neutral,contradiction,"Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy.",The boy is on his way home from school.,"Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy in a different direction.",The boy is on his way to work.,2,2,2,0.18181818181818182,0.3,83.29167175292969,66.2200698852539,0.0003535151481628418,-0.001223146915435791
neutral,entailment,The cyclist rides on a wooded path.,The cyclist rides with a companion on a wooded path,The cyclist rides on a wooded path with a companion.,A companion rides with the cyclist on a wooded path.,2,1,2,0.375,0.5,24.465255737304688,19.886720657348633,0.9496380165219307,-0.04397261142730713
neutral,contradiction,a woman working in the storefront of a jewelry shop fixing the display shelf.,The woman is dreaming of a modeling career while working in the jewelry shop.,a woman working in the back office of a jewelry shop fixing the display shelf.,The woman is a professional model.,2,2,2,0.13333333333333333,0.6666666666666666,66.66708374023438,42.97853088378906,-0.030732035636901855,0.3969637155532837
neutral,entailment,Two people play horseshoes.,Tom and Sue were playing outside.,Two people play horseshoes in the park., Tom and Sue were playing horseshoes.,2,2,2,0.6,0.2857142857142857,97.54164123535156,72.60243225097656,-0.04161864519119263,-0.008299648761749268
neutral,entailment,Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for an act of entertainment or celebration in a forested environment.,Two brothers hold torches to celebrate.,Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for a wedding in a forested environment.,Two brothers hold torches to celebrate in a forest.,2,2,2,0.21428571428571427,0.42857142857142855,73.21290588378906,90.08192443847656,-0.00017029047012329102,-0.00028502941131591797
neutral,entailment,A girl climbing a chain link fence.,The girl climbs the fence to get to school.,A girl climbs a wooden fence to get to the park.,The girl climbs the fence.,2,0,1,1.0,0.4,30.974552154541016,16.527841567993164,0.9317369279451668,0.9930530588608235
neutral,contradiction,"A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him.",This man has an eyesight deficiency.,"A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him, playing the piano.",This man is a musician.,2,2,2,0.14814814814814814,0.5714285714285714,15.595060348510742,20.066343307495117,0.20326632261276245,0.29455435276031494
neutral,contradiction,Three children are shooting guns in the woods.,Three children are shooting a deer.,Three children are shooting toy guns in the backyard.,Three children are playing video games.,2,2,0,0.2222222222222222,0.42857142857142855,60.52259826660156,81.000244140625,-0.44935423135757446,0.995911973528564
neutral,entailment,Four people wearing backpacks walking in a line along a mountain trail.,Four people are walking along a mountain trail trying to get down before the storm.,Four people wearing backpacks walk in a single file line along a steep mountain trail to avoid falling rocks.,Four people are walking along a mountain trail.,2,2,1,0.6153846153846154,0.4375,40.16761016845703,58.04838562011719,-0.005523622035980225,0.9744494628394023
neutral,entailment,Several people talk and drink beer while sitting around a picnic table.,Several friends talk and drink beer while sitting around a picnic table.,Several friends talk and drink beer while sitting around a picnic table on the beach.,Several friends talk and drink beer.,2,1,2,0.3076923076923077,0.46153846153846156,37.420326232910156,12.650127410888672,0.8980638803914189,0.0009620785713195801
entailment,neutral,A smiling girl slides down a purple slide feet first.,A girl happily uses the equipment at a playground.,A girl slides down a slide.,"A girl happily uses the equipment at a playground, including the purple slide.",1,2,2,0.36363636363636365,0.5,119.31441497802734,93.69133758544922,0.48880907893180847,0.15935590863227844
neutral,entailment,A man in a purple and blue shirt and shorts is getting ready to hit a golf ball.,A man is on a golf course.,A man in a purple and blue shirt and shorts is getting ready to hit a golf ball on the course.,A man is on a golf course to hit a golf ball.,2,1,2,0.15789473684210525,0.625,13.849055290222168,17.17625617980957,0.4975745975971222,0.10300922393798828
neutral,contradiction,A man is performing for a group in front of a white house.,The man performed in front of his own house.,A man is performing for a group in front of a red house.,The man performed in front of a red house.,2,2,0,0.07142857142857142,0.2,24.085731506347656,28.072521209716797,0.055982112884521484,0.9198853000998497
neutral,entailment,Two men help each other cut a sheet of plastic.,Two friends help each other by cutting some plastic.,Two men help each other cut a sheet of plastic in the backyard.,Two friends help each other cut some plastic.,2,2,2,0.2727272727272727,0.2,32.17458724975586,35.8643798828125,-0.012216746807098389,-0.005767345428466797
neutral,entailment,An old man in a blue shirt and white pants glowers by a glass door.,A man resting outside,An old man in a blue shirt and white pants glowers by a glass door in the park.,A man glowers outside.,2,1,1,0.1875,0.5,44.32627487182617,50.84265899658203,0.39695611596107483,0.3867626488208771
neutral,entailment,"A little girl drawing with chalk, on a chalkboard.",A little girl is drawing on the board during class.,"A little girl drawing with chalk, on the blackboard.",A little girl is drawing on the board.,2,2,1,0.18181818181818182,0.18181818181818182,31.086111068725586,39.95763397216797,0.010358572006225586,0.916041424497962
neutral,contradiction,A woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background.,The woman sitting is asian.,A woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background in a different country.,The woman sitting is black.,2,2,2,0.16666666666666666,0.16666666666666666,69.03034210205078,73.99430084228516,-0.0006909966468811035,-0.001115560531616211
neutral,entailment,People in chairs around a table,The people are eating dinner.,People in chairs around a table are eating dinner in the dining room.,The people are eating.,2,1,2,1.3333333333333333,0.16666666666666666,199.6027374267578,30.075986862182617,0.983832249417901,-0.020639479160308838
entailment,neutral,A performer plays an instrument for the audience.,The performer is making music.,A performer plays an instrument.,The performer is playing an instrument.,1,1,1,0.3333333333333333,0.5,27.93488311767578,53.72105026245117,-0.007330596446990967,-0.0028739571571350098
neutral,entailment,A group of people wait to cross the street in new york,Some of the people are wearing sunglasses.,"A group of people wait to cross the street in new york, some of them are wearing sunglasses.",Some people are wearing sunglasses.,2,1,2,0.6666666666666666,0.25,68.5667724609375,24.00924301147461,0.9590586530393921,-0.0009586811065673828
neutral,entailment,"Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",The older men are colleagues.,"Two distinguished older gentlemen stand outside a mansion, palm trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",Two older men are colleagues.,2,2,2,0.04878048780487805,0.16666666666666666,83.89866638183594,75.1323013305664,0.00017261505126953125,-0.0019055604934692383
neutral,contradiction,A young woman dressed in black attaches bags full of flowers to a bicycle.,The flowers are lilacs.,A young woman dressed in black attaches bags full of money to a bicycle.,The flowers are daisies.,2,0,2,0.06666666666666667,0.2,44.84052276611328,74.47463989257812,0.9958245654124767,0.0006116032600402832
neutral,contradiction,"A man stands on a dock near several boats, while 2 other men are on one of the boats.",A man with brown hair is standing on a dock.,"A man with blonde hair stands on a dock near several boats, while 2 other men are on one of the boats.",A man with blonde hair is standing on a dock.,2,0,2,0.14285714285714285,0.09090909090909091,24.527530670166016,19.861438751220703,0.9974403372616507,-0.00046318769454956055
neutral,entailment,A bird is perched on a line of some sort attached to a pole.,A bird is wallowing on a pole.,A bird is perched on a line of some sort attached to a pole in a muddy area.,A bird is perched on a pole.,2,2,1,0.26666666666666666,0.125,15.735093116760254,36.222740173339844,-0.011105954647064209,0.9695475269109011
neutral,entailment,A person is on a four wheeler kicking up a lot of dirt in a dune.,The person is in a race.,A person is on a four wheeler kicking up a lot of dirt in a race., A person is in a race on a four wheeler.,2,1,2,0.058823529411764705,0.8571428571428571,38.52947235107422,36.23683547973633,0.9820382737088948,-0.0005671381950378418
neutral,contradiction,"A man wearing an oxford shirt, sunglasses, and a hat smirks.",A man hiding his true identity.,"A man wearing an oxford shirt, sunglasses, and a hat smirks in the dark.",A man wearing a wig and sunglasses smirks.,2,2,2,0.21428571428571427,0.8571428571428571,18.680585861206055,29.841129302978516,0.015707671642303467,-0.06929612159729004
neutral,contradiction,A man in a suit cheering in a library in front of children.,A lawyer is encouraging some children at a contest.,"A man in a suit cheering in a library in front of children, but he's actually a pirate.",A lawyer is singing a song.,2,2,2,0.5,0.5,96.78394317626953,108.91533660888672,-0.2655408978462219,-0.26699113845825195
neutral,entailment,A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,The man is cleaning the fish that he caught so he can cook it.,A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a blue table.,A man is cleaning fish.,2,2,1,0.08,0.6666666666666666,42.963470458984375,33.84602355957031,-5.173683166503906e-05,0.9934372613206506
neutral,contradiction,A young couple and many others out enjoying themselves at an outdoor street event.,The young couple are looking at goods being sold by the street vendors.,A young couple and many others out enjoying themselves at an indoor mall event.,The young couple are listening to live music.,2,0,2,0.13333333333333333,0.6428571428571429,49.30305862426758,59.10658645629883,0.9209225438535213,0.0540432333946228
neutral,entailment,Construction workers use cables to hang from the sides of buildings.,Construction workers are brave.,Construction workers use cables to hang from the sides of buildings in the city.,Construction workers are trained to use cables to hang from the sides of buildings.,2,2,2,0.25,2.2,15.65834903717041,83.39232635498047,0.025233983993530273,0.05120760202407837
neutral,entailment,A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.,A man in a police uniform is talking to another man.,A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike in a police station.,A man in a police uniform is talking to another man on a motorbike.,2,1,2,0.16,0.25,13.506491661071777,18.209579467773438,0.9520284868776798,0.008483469486236572
neutral,entailment,A woman wearing a red coat stands on a wood floor in front of several paintings while two girls sit on the floor at her feet.,Woman takes a break at a museum while her children sit by her feet.,A woman wearing a red coat stands on a hardwood floor in front of several paintings while two girls sit on the floor at her feet in a gallery.,A woman takes a break at a museum while her children sit by her feet.,2,2,2,0.14814814814814814,0.13333333333333333,27.650150299072266,27.498552322387695,-0.051218628883361816,-9.709596633911133e-05
contradiction,neutral,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A climber pulls himself up 5000 feet up over a forest,a climber wearing a red headband pulls himself up.,a climber pulls himself up 5000 feet up over a mountain.,0,0,0,0.5263157894736842,0.2727272727272727,87.67330932617188,66.5286865234375,-0.3916335105895996,0.01203233003616333
neutral,entailment,A woman is walking her dog along a snowy ground.,A woman is trying to get her dog to go to the bathroom after it has freshly snowed.,A woman is walking her dog along a freshly snowed ground.,A woman is trying to get her dog to go to the bathroom.,2,2,2,0.18181818181818182,0.2631578947368421,23.27850341796875,24.207792282104492,-0.001766800880432129,-0.005563497543334961
neutral,entailment,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,Three boys are preparing for their big game that is about to start.,a boy in a blue uniform is standing next to two boys in red and yellow and they are holding baseball gloves.,"Three boys are preparing for their big game that is about to start, and they are holding baseball gloves.",2,2,2,0.19230769230769232,0.5,20.62236785888672,30.315032958984375,0.00021022558212280273,0.00019431114196777344
neutral,entailment,"While two students are jumping, others in a classroom are sitting or standing.",Two students disrupting class.,"While two students are jumping, others in a classroom are sitting or standing, and they are all paying attention to the teacher.", Two students are disrupting class.,2,2,2,0.6666666666666666,0.4,146.8872833251953,50.048770904541016,-0.08789932727813721,0.0012167096138000488
neutral,entailment,A man alone crosscountry skis in the wilderness while wearing a huge backpack.,A man skis in the wilderness while it's snowing,A man alone crosscountry skis in the wilderness while wearing a huge backpack in the snowy mountains.,A man skis in the wilderness while it's snowing alone.,2,2,2,0.2857142857142857,0.2,41.39632034301758,40.78569412231445,-0.08711034059524536,-0.10967344045639038
neutral,entailment,Two girls kissing a man with a black shirt and brown hair on the cheeks.,Two girls kiss there dad.,Two girls kissing a man with a black shirt and brown hair on the lips.,Two girls kiss their father.,2,2,2,0.0625,0.3333333333333333,59.36277389526367,72.1545639038086,0.03987807035446167,0.4546576738357544
neutral,entailment,A large man is sitting in front of a fountain statue while talking on a phone.,The fountain has running water.,"A large man is sitting in front of a fountain statue while talking on a phone, and the fountain has running water.",A fountain has running water.,2,1,1,0.4117647058823529,0.16666666666666666,38.8322639465332,24.0477294921875,0.6561455130577087,0.3612378239631653
neutral,entailment,a man puts his hands up while telling an amusing story to his friend with a beard.,The man is perplexed by the events.,a man puts his hands up while telling an amusing story to his friend with a beard in a park.,A man is telling an amusing story to his friend.,2,2,1,0.16666666666666666,1.0,21.7282657623291,35.94571304321289,0.04905283451080322,0.9288924336433411
neutral,entailment,A man with a tattoo on his arm staring to the side with vehicles and buildings behind him.,A man has dragon tattoos on his arm.,"A man with a tattoo on his arm stares to the side with vehicles and buildings behind him, and has dragon tattoos on his arm.",A man has tattoos on his arm.,2,1,1,0.47368421052631576,0.1111111111111111,28.0888614654541,20.848356246948242,0.9385677593527362,0.9903935211477801
neutral,contradiction,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front sits by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands",A man sits by himself on a bench in Antarctica.,2,2,0,0.12280701754385964,0.5555555555555556,30.84889030456543,42.4100341796875,0.01957559585571289,0.9558812864124775
entailment,neutral,A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.,It is cold and snowy outside.,A crowd of people gather in the street.,A crowd of people gather in the street against a backdrop of bare trees.,1,0,1,0.55,2.0,19.490201950073242,26.376150131225586,0.9211962324916385,0.29534631967544556
neutral,contradiction,A couple about to kiss somewhere.,A couple are kissing on new years eve as the ball drops.,A couple about to kiss somewhere in the desert.,A couple is hugging each other.,2,2,0,0.42857142857142855,0.7692307692307693,70.61564636230469,70.67965698242188,-0.014535605907440186,0.7834512635599822
neutral,entailment,A person in an orange shirt reaching up.,A person is reaching up to grab something.,A person in an orange shirt reaching up to grab a book.,A person is reaching up.,2,1,1,0.4444444444444444,0.3333333333333333,58.94761276245117,29.920507431030273,0.8961381297558546,0.961571155115962
neutral,entailment,An medical worker examines a young girl.,A health worker is evaluating a girl on her sickness.,An medical worker examines a young girl in a hospital room.,A health worker is examining a young girl.,2,2,1,0.5,0.45454545454545453,36.279903411865234,63.254920959472656,-0.0010097622871398926,0.9847021298483014
neutral,entailment,A man with two small boys making a purchase from a woman.,The man with the little boys is buying a gift from the woman's store.,The man with two small boys is buying a gift from the woman's store in the mall.,A man with two small boys buys a gift from a woman's store.,2,1,2,0.7692307692307693,0.375,39.026451110839844,16.023313522338867,0.8447201922535896,-0.10226225852966309
neutral,contradiction,A woman standing in front of a wall holding a can of Bud Light with her shirt tied into a semi-halter.,The woman who is shown lives in the South.,A woman standing in front of a wall holding a can of Bud Light with her shirt tied into a semi-halter in a different location.,The woman who is shown lives in the North.,2,2,2,0.16666666666666666,0.1,53.3140869140625,50.01212692260742,0.003347933292388916,-0.05428504943847656
neutral,entailment,A little boy with an orange backpack walks under a tree through the woods.,A boy walks to school through the woods.,A little boy with an orange backpack walks under a tree through the forest.,A little boy with an orange backpack walks to school through the woods.,2,2,2,0.06666666666666667,0.5555555555555556,16.317712783813477,29.389604568481445,7.95125961303711e-05,-0.0003617405891418457
neutral,entailment,A group of people are gathered on a sidewalk in front of a store nearby a littered street.,A group of people are considering whether to shop at the store.,A group of people are gathered on a sidewalk in front of a store nearby a clean street.,A group of people are considering whether to shop at the store nearby a littered street.,2,2,2,0.05263157894736842,0.3076923076923077,26.047847747802734,32.712615966796875,0.00021564960479736328,0.00022810697555541992
neutral,entailment,"A man with a blue, collared shirt sits in front of another man.",a man is looking at his friend,"A man with a blue, collared shirt sits in front of his friend.",A man is looking at another man.,2,1,2,0.13333333333333333,0.5714285714285714,19.51712989807129,30.635587692260742,0.6415309458971024,-0.1294150948524475
neutral,entailment,"Four men in safety gear, one holding a camera, are standing on a platform.",There has been an accident,"Four men in safety gear, one holding a camera, are standing on a platform after an accident.", Four men in safety gear are standing on a platform.,2,1,1,0.17647058823529413,2.4,38.13310241699219,37.21443557739258,0.9432254284620285,0.949743315577507
neutral,contradiction,Two men climbing on a wooden scaffold.,Two sad men climbing on a wooden scaffold.,Two men climbing on a wooden scaffold in the water.,Two men climbing on a metal scaffold.,2,2,0,0.375,0.2222222222222222,25.16500473022461,30.78867530822754,0.00021857023239135742,0.9972876217216253
neutral,entailment,A group of children in costumes are on a stage with red curtains.,a group of children are performing a play,A group of children in costumes are on a stage with blue curtains.,A group of children are performing a play on a stage with red curtains.,2,2,2,0.07142857142857142,1.0,38.43815231323242,96.50472259521484,-3.6656856536865234e-05,-0.00198972225189209
neutral,contradiction,A red truck is parked next to a burning blue building while a man in a green vest runs toward it.,The burning blue building will turn to dust after an hour.,A red truck is parked next to a burning blue building while a man in a green vest runs away from it.,A burning blue building will turn into a green tower after an hour.,2,2,0,0.09090909090909091,0.4166666666666667,27.69776725769043,27.608549118041992,0.06991171836853027,0.8503435850143433
neutral,entailment,A band performing at a local bar or club.,The band is playing rock music,A band performing at a local bar or club plays rock music.,A band is playing rock music at a local bar or club.,2,1,2,0.3,1.3333333333333333,21.695430755615234,42.61117172241211,0.863834050425794,-0.00018674135208129883
neutral,entailment,A group of people are sight seeing and taking pictures.,the group is on vacation,A group of people are sightseeing and taking pictures on a beach vacation.,A group is on vacation.,2,1,2,0.5454545454545454,0.4,65.85806274414062,41.37413024902344,0.7794252106687054,-0.0005098581314086914
neutral,entailment,"A little boy with a shirt, shorts and socks on, standing on the beach.",A boy is watching the ocean.,"A little boy with a shirt, shorts, and socks on, standing on the beach, watches the ocean.", A little boy is watching the ocean.,2,1,2,0.29411764705882354,0.2857142857142857,44.86663818359375,23.925865173339844,0.953674677759409,-0.003201007843017578
contradiction,neutral,"Five people standing on a stage, getting ready to perform, who are unrecognizable due to the lack of lighting.","At a rock concert, the audience screams and cries at the handsome singer and his bass guitarist.","Five people standing on a stage, getting ready to perform.","At a theater performance, the actors take their positions on stage, ready to begin.",0,0,1,0.45454545454545453,0.7368421052631579,37.541446685791016,49.1707649230957,-0.3841004967689514,0.8374276412378094
entailment,neutral,A man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other.,The very differently dressed men sit next to each other,A man and a gentleman are seated next to each other.,Two differently dressed men sit next to each other.,0,0,1,0.42857142857142855,0.3,22.330392837524414,31.697179794311523,-0.07157117128372192,0.4965151250362396
neutral,entailment,Expert snowboard is trying a new trick.,The person is snowboarding on top of a mountain.,Expert snowboarder is trying a new trick on top of a mountain.,A person is snowboarding on top of a mountain.,2,1,2,0.75,0.1,43.91889190673828,20.53336524963379,0.8983370345085859,0.03347635269165039
neutral,contradiction,A woman lowering ballast on a boat.,The captain of the boat is preparing for rough waters.,A woman lowering ballast on a submarine.,The captain of the boat is preparing for sunny weather.,2,2,2,0.125,0.18181818181818182,83.42176055908203,103.50508880615234,0.013092041015625,0.03010636568069458
neutral,entailment,A small child is riding in a red wagon.,A kid is in a wagon and someone is pulling it.,A small child is riding in a red wagon on the beach.,A kid is in a wagon.,2,2,1,0.3,0.4166666666666667,41.088565826416016,33.8138313293457,0.005908489227294922,0.9619627501815557
neutral,entailment,A group of people sitting around a table eating food.,People are at a table eating Christmas dinner.,A group of people sitting around a table eating turkey dinner.,People are at a table eating dinner.,2,2,2,0.18181818181818182,0.1111111111111111,31.033409118652344,43.61708068847656,-0.0041620731353759766,-0.028805911540985107
