data_idx,sorted_idx,orig_pred,new_pred,contrast_pred,orig_contrast_prob_pred,new_contrast_prob_pred,orig_input,edited_input,orig_editable_seg,edited_editable_seg,minimality,num_edit_rounds,mask_frac,duration,error,llama_premise,llama_hypothesis
99,0,entailment,neutral,neutral,0.0056892340071499,0.8808263,"{'sentence1': 'One woman with jeans, gray shirt and sandals; with girl in all pink watching a white ball float in midair.', 'sentence2': 'The shirt is gray.'}","{'sentence1': 'One woman with jeans, shirt and sandals; with girl in all pink watching a white ball float in midair.', 'sentence2': 'The shirt is gray.'}","One woman with jeans, gray shirt and sandals; with girl in all pink watching a white ball float in midair. ","One woman with jeans, shirt and sandals; with girl in all pink watching a white ball float in midair.",0.0434782608695652,1.0,0.06875,0.7898774147033691,False,"One woman with jeans, sandals; with girl in all pink watching a white ball float in midair.",The woman is wearing a gray shirt.
100,0,entailment,neutral,neutral,0.0042043570429086,0.5440133,"{'sentence1': '3 people are shopping in a market.', 'sentence2': 'There are people at a market.'}","{'sentence1': ' Three people  are in a store.', 'sentence2': 'There are people at a market.'}",3 people are shopping in a market. , Three people  are in a store.,0.375,1.0,0.48125,0.803765058517456,False,3 people are shopping.,Three people are shopping at a market.
101,0,entailment,neutral,neutral,0.055952850729227,0.9734448,"{'sentence1': 'A man is working in an art studio and is surrounded by art supplies.', 'sentence2': 'A man is working on art.'}","{'sentence1': 'A man  is working in  a studio and  is surrounded by many supplies.', 'sentence2': 'A man is working on art.'}",A man is working in an art studio and is surrounded by art supplies. ,A man  is working in  a studio and  is surrounded by many supplies.,0.2,1.0,0.275,0.757042646408081,False,A man is working in an art studio.,A man is working in an art studio.
102,0,entailment,contradiction,contradiction,0.1374342739582061,0.54621184,"{'sentence1': 'The man in black is flying off the full in front of a red fence.', 'sentence2': 'The man is next to the fence.'}","{'sentence1': 'The man in black  is flying off  a full  moon in front of cactus trees and fence.', 'sentence2': 'The man is next to the fence.'}",The man in black is flying off the full in front of a red fence. ,The man in black  is flying off  a full  moon in front of cactus trees and fence.,0.3125,1.0,0.275,1.2406494617462158,False,The man in black is flying off the full in front of a blue fence.,The man is standing on the moon.
103,0,entailment,neutral,neutral,0.0273672118782997,0.55940574,"{'sentence1': 'People are hiking up a mountain with no greenery.', 'sentence2': 'The mountain is bare.'}","{'sentence1': 'People  hiking up a mountain resting.', 'sentence2': 'The mountain is bare.'}",People are hiking up a mountain with no greenery. ,People  hiking up a mountain resting.,0.4,2.0,0.4125,1.2491140365600586,False,People are hiking up a mountain.,The mountain has a few trees.
104,0,entailment,neutral,neutral,0.0272427685558795,0.99186045,"{'sentence1': 'An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow.', 'sentence2': 'An old woman has a jean jacket.'}","{'sentence1': "" A man in  a hat and  woman in 's jean jacket are standing outside, but are covered mostly in shadow."", 'sentence2': 'An old woman has a jean jacket.'}","An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. "," A man in  a hat and  woman in 's jean jacket are standing outside, but are covered mostly in shadow.",0.2307692307692307,1.0,0.275,1.776540756225586,False,"An old man in a baseball hat is standing outside, but is covered mostly in shadow.","An old woman is standing outside, but is covered mostly in shadow."
106,0,entailment,neutral,neutral,0.0067379944957792,0.99744946,"{'sentence1': 'A young male wearing a white shirt with a character outlined very darkly.', 'sentence2': 'A young male in a white shirt.'}","{'sentence1': 'A young  male wearing  a shirt with a character outlined very darkly.', 'sentence2': 'A young male in a white shirt.'}",A young male wearing a white shirt with a character outlined very darkly. ,A young  male wearing  a shirt with a character outlined very darkly.,0.0714285714285714,1.0,0.20625,0.9025514125823976,False,A young male wears a white shirt with a character outlined very darkly.,A young male in a white shirt with a character outlined very darkly.
107,0,entailment,neutral,neutral,0.0146210342645645,0.99438584,"{'sentence1': 'A man wearing a white shirt and a blue jeans reading a newspaper while standing', 'sentence2': 'A man is reading a newspaper.'}","{'sentence1': 'A man wearing a white shirt and a  beanie is reading something while standing', 'sentence2': 'A man is reading a newspaper.'}",A man wearing a white shirt and a blue jeans reading a newspaper while standing ,A man wearing a white shirt and a  beanie is reading something while standing,0.2666666666666666,1.0,0.275,0.9683043956756592,False,A man wearing a white shirt reading a newspaper.,A man is reading a newspaper outside.
110,0,entailment,neutral,neutral,0.1529687196016311,0.5933409,"{'sentence1': 'A man is kayaking in rough waters.', 'sentence2': 'The man is in a boat'}","{'sentence1': 'A man  snorkeling in calm waters.', 'sentence2': 'The man is in a boat'}",A man is kayaking in rough waters. ,A man  snorkeling in calm waters.,0.375,1.0,0.275,0.5144143104553223,False,A man is kayaking.,A man is in a kayak on rough waters.
111,0,entailment,neutral,neutral,0.0147730596363544,0.62258184,"{'sentence1': 'A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.', 'sentence2': 'A person is near a pile of coconuts.'}","{'sentence1': '  A person wearing   a hat  with cones  and  cones on the ground.', 'sentence2': 'A person is near a pile of coconuts.'}","A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. ",  A person wearing   a hat  with cones  and  cones on the ground.,0.5454545454545454,2.0,0.4125,2.816813707351685,False,A person wearing a straw hat stands outside.,A person is standing outside with a pile of coconuts.
112,0,entailment,neutral,neutral,0.0648856237530708,0.8968436,"{'sentence1': 'Several men at a bar watch a sports game on the television.', 'sentence2': 'Some men are watching TV at a bar.'}","{'sentence1': 'Several men at a  table watch  a sports game on the television.', 'sentence2': 'Some men are watching TV at a bar.'}",Several men at a bar watch a sports game on the television. ,Several men at a  table watch  a sports game on the television.,0.0769230769230769,1.0,0.1375,0.9486875534057616,False,Several men watch a sports game on the television.,Several men are watching a sports game on TV at a bar.
113,0,entailment,neutral,neutral,0.0144310602918267,0.99298334,"{'sentence1': 'A lit girl splashes around in natural water.', 'sentence2': 'A girl splashes in water.'}","{'sentence1': ' A toddler splashes around in natural water.', 'sentence2': 'A girl splashes in water.'}",A lit girl splashes around in natural water. , A toddler splashes around in natural water.,0.2222222222222222,1.0,0.275,1.0445375442504885,False,A girl splashes in water.,A girl splashes in a natural water body.
114,0,entailment,neutral,neutral,0.0223239492624998,0.46423,"{'sentence1': 'A boy is riding down the road between two cows.', 'sentence2': 'A boy, a road and two cows.'}","{'sentence1': ' A boy  sitting down  in between two cows.', 'sentence2': 'A boy, a road and two cows.'}",A boy is riding down the road between two cows. , A boy  sitting down  in between two cows.,0.3636363636363636,1.0,0.48125,1.4331111907958984,False,A boy rides between two cows.,A boy is riding a bicycle between two fields.
115,0,entailment,neutral,neutral,0.0577761307358741,0.75398535,"{'sentence1': 'A group of attentive students are paying attention to a college lecture.', 'sentence2': 'Some students are attending a class.'}","{'sentence1': 'A group of  young students  paying attention to a video presentation.', 'sentence2': 'Some students are attending a class.'}",A group of attentive students are paying attention to a college lecture. ,A group of  young students  paying attention to a video presentation.,0.3076923076923077,1.0,0.4125,0.9660954475402832,False,A group of students are paying attention.,Some students are paying attention to a college lecture.
116,0,entailment,neutral,neutral,0.0088489074259996,0.9126777,"{'sentence1': 'A man laughing while at a restaurant.', 'sentence2': 'A man laughing.'}","{'sentence1': ' Someone is laughing while at a restaurant.', 'sentence2': 'A man laughing.'}",A man laughing while at a restaurant. , Someone is laughing while at a restaurant.,0.25,1.0,0.275,0.5926041603088379,False,A man laughing.,A man laughing at a restaurant.
117,0,entailment,neutral,neutral,0.0596412010490894,0.9631804,"{'sentence1': 'A woman wearing a yellow tank top and white pants looking into a window on a city street.', 'sentence2': 'A woman wearing a tank top and pants looks through some glass.'}","{'sentence1': 'A woman wearing a  tank top  looking into  a window on drab city street.', 'sentence2': 'A woman wearing a tank top and pants looks through some glass.'}",A woman wearing a yellow tank top and white pants looking into a window on a city street. ,A woman wearing a  tank top  looking into  a window on drab city street.,0.2631578947368421,1.0,0.34375,1.205406665802002,False,A woman looks into a window.,A woman wearing a yellow tank top and white pants looks through a window on a city street.
118,0,entailment,neutral,neutral,0.025653900578618,0.7931016,"{'sentence1': 'A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below.', 'sentence2': 'a crwod is cheering'}","{'sentence1': ' A crowd of people in  jerseys, decked out in white, adorn the clap for the team below.', 'sentence2': 'a crwod is cheering'}","A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below. "," A crowd of people in  jerseys, decked out in white, adorn the clap for the team below.",0.3043478260869565,1.0,0.275,1.0572552680969238,False,A crowd of people in a stadium cheer and clap for the team below.,A crowd is cheering in a stadium.
119,0,entailment,neutral,neutral,0.0264576766639947,0.40667012,"{'sentence1': 'Two sweet young girls on ice skates, hands up and holding on to each other get ready to begin their performance on the ice.', 'sentence2': 'Two females holding each other.'}","{'sentence1': ' Two sweet  young girls  on  ice skates are up  next to each  other ready for performance on the ice.', 'sentence2': 'Two females holding each other.'}","Two sweet young girls on ice skates, hands up and holding on to each other get ready to begin their performance on the ice. ", Two sweet  young girls  on  ice skates are up  next to each  other ready for performance on the ice.,0.3461538461538461,1.0,0.48125,1.826066255569458,False,Two young girls on ice skates get ready to begin their performance.,"Two girls on ice skates, hands up and holding on to each other."
120,0,neutral,entailment,entailment,0.0520667098462581,0.8999329,"{'sentence1': 'A man in a short Mohawk and beard.', 'sentence2': 'A man with a short Mohawk and beard stands outside.'}","{'sentence1': 'A man in a  park with short Mohawk and beard.', 'sentence2': 'A man with a short Mohawk and beard stands outside.'}",A man in a short Mohawk and beard. ,A man in a  park with short Mohawk and beard.,0.2222222222222222,1.0,0.1375,1.1087424755096436,False,A man in a short Mohawk and beard stands outside in a park.,A man stands outside.
121,0,entailment,neutral,neutral,0.0078884046524763,0.8491383,"{'sentence1': 'A woman in a pink top is holding a glass bottle in one hand and a Stitch doll in the other.', 'sentence2': 'The top is pink'}","{'sentence1': ' A woman in  a top is holding a glass bottle in one hand and s Stitch doll in the other.', 'sentence2': 'The top is pink'}",A woman in a pink top is holding a glass bottle in one hand and a Stitch doll in the other. , A woman in  a top is holding a glass bottle in one hand and s Stitch doll in the other.,0.0909090909090909,1.0,0.1375,1.030498504638672,False,A woman is holding a glass bottle and a Stitch doll.,The top is light blue.
122,0,entailment,neutral,neutral,0.1561881601810455,0.94261205,"{'sentence1': 'A girl in a black skirt and blue dress is watering flowers.', 'sentence2': 'The girl is giving the flowers some water.'}","{'sentence1': 'A girl in a black skirt and blue dress is holding some flowers.', 'sentence2': 'The girl is giving the flowers some water.'}",A girl in a black skirt and blue dress is watering flowers. ,A girl in a black skirt and blue dress is holding some flowers.,0.1538461538461538,1.0,0.1375,0.7087762355804443,False,A girl is watering flowers.,The girl is watering flowers in the garden.
123,0,entailment,neutral,neutral,0.3864791393280029,0.68334115,"{'sentence1': 'A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.', 'sentence2': 'A pitcher is playing baseball at a stadium'}","{'sentence1': 'A pro-style pitcher sends  a curve ball to his opponent while  many relax and enjoy the game.', 'sentence2': 'A pitcher is playing baseball at a stadium'}",A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game. ,A pro-style pitcher sends  a curve ball to his opponent while  many relax and enjoy the game.,0.0952380952380952,1.0,0.275,0.9303741455078124,False,A pitcher throws a curve ball.,A pitcher is playing baseball at a stadium while many fans relax and enjoy the game.
124,0,entailment,neutral,neutral,0.0127828000113368,0.9947067,"{'sentence1': 'One confused man is standing and staring off into the distance in front of some ticket collecting machines.', 'sentence2': 'The man is confused.'}","{'sentence1': ' A man is standing  and staring off into the distance in front of some machines.', 'sentence2': 'The man is confused.'}",One confused man is standing and staring off into the distance in front of some ticket collecting machines. , A man is standing  and staring off into the distance in front of some machines.,0.2105263157894736,1.0,0.275,0.8298959732055664,False,One man is standing and staring off into the distance in front of some ticket collecting machines.,The man is standing and staring off into the distance in front of some ticket collecting machines.
125,0,entailment,neutral,neutral,0.043781466782093,0.74093103,"{'sentence1': ""Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center."", 'sentence2': 'men using metal rods'}","{'sentence1': "" Two men in black t-shirts  and caps  work with food that's lying on a  metal table with a hole in the center."", 'sentence2': 'men using metal rods'}",Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center. , Two men in black t-shirts  and caps  work with food that's lying on a  metal table with a hole in the center.,0.2580645161290322,1.0,0.378125,1.6979928016662598,False,Several men are using metal rods.,Men are using metal rods to smash food on a round table.
127,0,entailment,neutral,neutral,0.0422283075749874,0.7389613,"{'sentence1': 'An older man sifts water through his fingers as a young toddler watches from inside the water.', 'sentence2': 'A man is near a toddler'}","{'sentence1': 'An older man sifts water through his fingers as young girl watches from inside the water.', 'sentence2': 'A man is near a toddler'}",An older man sifts water through his fingers as a young toddler watches from inside the water. ,An older man sifts water through his fingers as young girl watches from inside the water.,0.1111111111111111,1.0,0.103125,0.7211434841156006,False,An older man sifts water.,An older man is near a toddler in a water-filled pool.
128,0,entailment,neutral,neutral,0.0338590256869792,0.7846323,"{'sentence1': 'While traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket.', 'sentence2': 'A woman rests on the shoulder of a man'}","{'sentence1': '  While traveling,   a woman in  khakis rests on   bald man in  slacks while, in view,  he man in blue is talking on the phone.', 'sentence2': 'A woman rests on the shoulder of a man'}","While traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket. ","  While traveling,   a woman in  khakis rests on   bald man in  slacks while, in view,  he man in blue is talking on the phone.",0.8636363636363636,2.0,0.275,4.336164951324463,False,A woman is resting on the shoulder of a man.,A woman rests on the shoulder of a man while traveling.
129,0,neutral,entailment,entailment,0.3560994565486908,0.6103944,"{'sentence1': 'A small, pale bird bends down to examine a crumb.', 'sentence2': 'The bird is on the ground.'}","{'sentence1': 'A small bird bends down  to examine  the crumb of grass underneath it', 'sentence2': 'The bird is on the ground.'}","A small, pale bird bends down to examine a crumb. ",A small bird bends down  to examine  the crumb of grass underneath it,0.5833333333333334,1.0,0.4125,0.8962345123291016,False,"A small, pale bird bends down to examine a crumb on the ground.",A small bird is on the ground.
130,0,entailment,neutral,neutral,0.0101589709520339,0.7116143,"{'sentence1': 'A man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road.', 'sentence2': 'A man is riding a motorcyle.'}","{'sentence1': 'A  person is riding  a motorcycle on  s dirt road passing  several junk or old cars on the side of the road.', 'sentence2': 'A man is riding a motorcyle.'}",A man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road. ,A  person is riding  a motorcycle on  s dirt road passing  several junk or old cars on the side of the road.,0.1818181818181818,1.0,0.20625,1.3923442363739014,False,A man rides a motorcycle.,A man is riding a motorcycle on a dirt road.
131,0,entailment,neutral,neutral,0.008946438319981,0.733404,"{'sentence1': 'A skier is heading into a grove of trees.', 'sentence2': 'There is snow on the ground in this picture.'}","{'sentence1': '  Sled  dives  surrounded by trees.', 'sentence2': 'There is snow on the ground in this picture.'}",A skier is heading into a grove of trees. ,  Sled  dives  surrounded by trees.,0.8,2.0,0.515625,2.219845056533813,False,A skier heads into the trees.,There is snow on the ground in this winter scene.
132,0,neutral,entailment,entailment,0.192627266049385,0.905719,"{'sentence1': 'Two women bend over to touch a small kangaroo.', 'sentence2': 'Two women are petting a kangaroo'}","{'sentence1': ' Two women bend  over and touch a petting kangaroo.', 'sentence2': 'Two women are petting a kangaroo'}",Two women bend over to touch a small kangaroo. , Two women bend  over and touch a petting kangaroo.,0.2,1.0,0.275,0.8611958026885986,False,Two women bend over to touch a small kangaroo in a petting zoo.,Two women are petting a small kangaroo.
133,0,entailment,neutral,neutral,0.0297770779579877,0.77333474,"{'sentence1': 'A man with thinning hair looking into glasses through glasses.', 'sentence2': 'A man with thinning hair.'}","{'sentence1': 'A man  with brown hair looking into glasses through glasses.', 'sentence2': 'A man with thinning hair.'}",A man with thinning hair looking into glasses through glasses. ,A man  with brown hair looking into glasses through glasses.,0.0909090909090909,1.0,0.275,0.7176117897033691,False,A man looking into glasses.,A man with thinning hair looks into glasses.
134,0,neutral,contradiction,contradiction,0.0032070046290755,0.99764144,"{'sentence1': 'A kid dressed in a long-sleeve shirt with a jersey numbered 11 is passing a bar to a boy in a jersey numbered 12 during a relay race.', 'sentence2': 'A team of youths race to finish first in a relay race on a beach.'}","{'sentence1': ' A kid dressed in a long-sleeve shirt with  a jersey  of 11  is passing  it to  scribbling boy in  the  bleachers during ice hockey race.', 'sentence2': 'A team of youths race to finish first in a relay race on a beach.'}",A kid dressed in a long-sleeve shirt with a jersey numbered 11 is passing a bar to a boy in a jersey numbered 12 during a relay race. , A kid dressed in a long-sleeve shirt with  a jersey  of 11  is passing  it to  scribbling boy in  the  bleachers during ice hockey race.,0.3225806451612903,1.0,0.309375,3.039825439453125,False,A kid dressed in a long-sleeve shirt with a jersey numbered 11 passes a bar to a boy in a jersey numbered 12 during a relay race on a mountain.,A team of youths race to finish last in a relay race on a beach.
135,0,entailment,neutral,neutral,0.0431769117712974,0.59388524,"{'sentence1': 'A man is riding a bicycle in the street.', 'sentence2': 'a bicycle is being ridden'}","{'sentence1': ' A man  holding  a bicycle in the street.', 'sentence2': 'a bicycle is being ridden'}",A man is riding a bicycle in the street. , A man  holding  a bicycle in the street.,0.2,1.0,0.4125,0.90602707862854,False,A man is riding a bicycle.,A bicycle is being ridden in the street.
136,0,entailment,neutral,neutral,0.0644286200404167,0.982153,"{'sentence1': 'A woman with a pink purse walks down a crowded sidewalk.', 'sentence2': 'A woman walks through a crowd'}","{'sentence1': 'A woman with a pink purse walks down  part of a sidewalk.', 'sentence2': 'A woman walks through a crowd'}",A woman with a pink purse walks down a crowded sidewalk. ,A woman with a pink purse walks down  part of a sidewalk.,0.25,1.0,0.06875,1.0527868270874023,False,A woman walks down a crowded sidewalk.,A woman walks through a crowded sidewalk carrying a pink purse.
137,0,entailment,neutral,neutral,0.0090362010523676,0.6279563,"{'sentence1': 'A large number of people are watching men dressed in kilts, one of whom has thrown a long pole.', 'sentence2': 'people watch men in kilts'}","{'sentence1': 'A large number  of people  are dressed  in  kilts, one of whom has thrown a long pole.', 'sentence2': 'people watch men in kilts'}","A large number of people are watching men dressed in kilts, one of whom has thrown a long pole. ","A large number  of people  are dressed  in  kilts, one of whom has thrown a long pole.",0.0952380952380952,1.0,0.275,1.0829226970672607,False,A large number of people watch a man in a kilt.,people watch men in kilts in a parade.
139,0,neutral,entailment,entailment,0.2606313526630401,0.9880924,"{'sentence1': 'Some folks pick out the food they want at a party.', 'sentence2': 'The party-goers are perusing the buffet.'}","{'sentence1': ' People are checking out  the food  buffet at a party.', 'sentence2': 'The party-goers are perusing the buffet.'}",Some folks pick out the food they want at a party. , People are checking out  the food  buffet at a party.,0.4166666666666667,1.0,0.48125,1.1413178443908691,False,Some folks pick out the food they want at a buffet.,The party-goers are perusing the menu.
141,0,entailment,neutral,neutral,0.0376041270792484,0.42611128,"{'sentence1': 'A white and black spotted dog is running through a grassy area.', 'sentence2': 'A dog is outdoors.'}","{'sentence1': 'A  dachshund stands in   a dog bed area.', 'sentence2': 'A dog is outdoors.'}",A white and black spotted dog is running through a grassy area. ,A  dachshund stands in   a dog bed area.,0.6923076923076923,2.0,0.4125,2.223429679870605,False,A dog is running through a grassy area.,A dog is running through a grassy area.
142,0,entailment,neutral,neutral,0.0084475502371788,0.9991435,"{'sentence1': 'The black woman is laying out literature.', 'sentence2': 'A black woman is handling printed material.'}","{'sentence1': ' A woman  is handing out literature.', 'sentence2': 'A black woman is handling printed material.'}",The black woman is laying out literature. , A woman  is handing out literature.,0.375,1.0,0.446875,1.0057928562164309,False,The woman is laying out literature.,A black woman is reading literature.
143,0,entailment,neutral,neutral,0.3756222128868103,0.8256852,"{'sentence1': ""Island native fishermen reeling in their nets after a long day's work."", 'sentence2': 'The men are finishing their day of work.'}","{'sentence1': ""Island  fishing, reeling in their nets after a long day's work."", 'sentence2': 'The men are finishing their day of work.'}",Island native fishermen reeling in their nets after a long day's work. ,"Island  fishing, reeling in their nets after a long day's work.",0.1428571428571428,1.0,0.1375,0.7040317058563232,False,Island native fishermen reel in their nets.,Island native fishermen are finishing their day of work.
145,0,entailment,neutral,neutral,0.0302730854600667,0.71472913,"{'sentence1': 'A man running in a race passes by spectators.', 'sentence2': 'A man is running by people who are watching.'}","{'sentence1': 'A  person running in  a marathon, passes by spectators.', 'sentence2': 'A man is running by people who are watching.'}",A man running in a race passes by spectators. ,"A  person running in  a marathon, passes by spectators.",0.3,1.0,0.275,0.7227573394775391,False,A man runs by spectators.,A man is running by people who are watching him.
146,0,neutral,entailment,entailment,0.0113919135183095,0.9604341,"{'sentence1': 'A man talks to two guards as he holds a drink.', 'sentence2': 'The prisoner is talking to two guards in the prison cafeteria.'}","{'sentence1': 'A  prisoner talks to  two guards  in  prison cafeteria after a drink.', 'sentence2': 'The prisoner is talking to two guards in the prison cafeteria.'}",A man talks to two guards as he holds a drink. ,A  prisoner talks to  two guards  in  prison cafeteria after a drink.,0.4166666666666667,1.0,0.34375,1.4168994426727295,False,The man talks to two guards as he holds a drink in the prison cafeteria.,A prisoner is talking to two guards in the prison cafeteria.
147,0,neutral,contradiction,contradiction,0.0028274224605411,0.9868743,"{'sentence1': 'A woman with a black purse and a red coat is sitting on a pillar of concrete.', 'sentence2': 'The woman is waiting for her boyfriend at the local bus stop.'}","{'sentence1': ' A woman with  a purse and  headphones is on  ice skating in an area with concrete.', 'sentence2': 'The woman is waiting for her boyfriend at the local bus stop.'}",A woman with a black purse and a red coat is sitting on a pillar of concrete. , A woman with  a purse and  headphones is on  ice skating in an area with concrete.,0.5555555555555556,1.0,0.48125,1.378610610961914,False,A woman with a black purse and a red coat is sitting on a pillar of gold.,The woman is waiting for her husband at the train station.
148,0,neutral,contradiction,contradiction,0.001779125072062,0.62147635,"{'sentence1': 'One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat.', 'sentence2': 'A tall person in a shirt'}","{'sentence1': ' A short person wearing  a pink and  white  striped shirt, gloves, and holding a green hat.', 'sentence2': 'A tall person in a shirt'}","One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat. "," A short person wearing  a pink and  white  striped shirt, gloves, and holding a green hat.",0.35,1.0,0.34375,1.6381304264068604,False,"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat is short.",A man wearing a shirt with polka dots.
149,0,neutral,entailment,entailment,0.0636807531118393,0.59822756,"{'sentence1': 'A barber in a sports themed barber shop waits for his next customer to arrive.', 'sentence2': 'A barber in a sports shop waits eagerly for business.'}","{'sentence1': ' A barber in a  sports barber  shop sits patiently and waits for his  next customer to arrive.', 'sentence2': 'A barber in a sports shop waits eagerly for business.'}",A barber in a sports themed barber shop waits for his next customer to arrive. , A barber in a  sports barber  shop sits patiently and waits for his  next customer to arrive.,0.25,1.0,0.275,1.045933961868286,False,A barber in a sports themed barber shop waits eagerly for his next customer to arrive.,A barber in a sports shop waits eagerly for his next customer to arrive.
150,0,neutral,contradiction,contradiction,0.0012457343982532,0.5082685,"{'sentence1': 'Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy.', 'sentence2': 'The boy is on his way home from school.'}","{'sentence1': 'Boy   in   school, people of Asian people,  facing back towards other boy.', 'sentence2': 'The boy is on his way home from school.'}","Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy. ","Boy   in   school, people of Asian people,  facing back towards other boy.",0.6363636363636364,2.0,0.515625,4.142513751983643,False,"Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy in a different direction.",The boy is on his way to work.
151,0,neutral,entailment,entailment,0.011337106116116,0.5359609,"{'sentence1': 'The cyclist rides on a wooded path.', 'sentence2': 'The cyclist rides with a companion on a wooded path'}","{'sentence1': '  Two people bicycle and rides on wooded path.', 'sentence2': 'The cyclist rides with a companion on a wooded path'}",The cyclist rides on a wooded path. ,  Two people bicycle and rides on wooded path.,0.625,2.0,0.515625,1.6667578220367432,False,The cyclist rides on a wooded path with a companion.,A companion rides with the cyclist on a wooded path.
152,0,neutral,contradiction,contradiction,0.4497746527194977,0.6103886,"{'sentence1': 'a woman working in the storefront of a jewelry shop fixing the display shelf.', 'sentence2': 'The woman is dreaming of a modeling career while working in the jewelry shop.'}","{'sentence1': 'a  person working in the storefront of  a jewelry shop fixing the display shelf.', 'sentence2': 'The woman is dreaming of a modeling career while working in the jewelry shop.'}",a woman working in the storefront of a jewelry shop fixing the display shelf. ,a  person working in the storefront of  a jewelry shop fixing the display shelf.,0.0666666666666666,1.0,0.1375,0.8021659851074219,False,a woman working in the back office of a jewelry shop fixing the display shelf.,The woman is a professional model.
153,0,neutral,entailment,entailment,0.1558690220117569,0.8232946,"{'sentence1': 'Two people play horseshoes.', 'sentence2': 'Tom and Sue were playing outside.'}","{'sentence1': ' Sue and Tom playing outside with horseshoes.', 'sentence2': 'Tom and Sue were playing outside.'}",Two people play horseshoes. , Sue and Tom playing outside with horseshoes.,1.2,1.0,0.275,0.7625055313110352,False,Two people play horseshoes in the park., Tom and Sue were playing horseshoes.
154,0,neutral,entailment,entailment,0.0013361045857891,0.979114,"{'sentence1': 'Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for an act of entertainment or celebration in a forested environment.', 'sentence2': 'Two brothers hold torches to celebrate.'}","{'sentence1': '  Two brothers dressed in  shorts  and t-shirts hold torches   in preparation for  an act   of celebration in  a lit  up environment.', 'sentence2': 'Two brothers hold torches to celebrate.'}",Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for an act of entertainment or celebration in a forested environment. ,  Two brothers dressed in  shorts  and t-shirts hold torches   in preparation for  an act   of celebration in  a lit  up environment.,0.4642857142857143,2.0,0.515625,3.3337631225585938,False,Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for a wedding in a forested environment.,Two brothers hold torches to celebrate in a forest.
156,0,neutral,entailment,entailment,0.0012204834492877,0.9633711,"{'sentence1': 'A girl climbing a chain link fence.', 'sentence2': 'The girl climbs the fence to get to school.'}","{'sentence1': ' Girl climbing to school through the fence.', 'sentence2': 'The girl climbs the fence to get to school.'}",A girl climbing a chain link fence. , Girl climbing to school through the fence.,0.75,3.0,0.4125,4.212587833404541,False,A girl climbs a wooden fence to get to the park.,The girl climbs the fence.
158,0,neutral,contradiction,contradiction,0.1080053225159645,0.99178857,"{'sentence1': 'A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him.', 'sentence2': 'This man has an eyesight deficiency.'}","{'sentence1': '  A  child with vision impairment and glasses, dressed in black, is sitting in   a chair  looking at  something behind him while other people stand  in front of him.', 'sentence2': 'This man has an eyesight deficiency.'}","A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him. ","  A  child with vision impairment and glasses, dressed in black, is sitting in   a chair  looking at  something behind him while other people stand  in front of him.",0.4444444444444444,3.0,0.103125,9.310485124588013,False,"A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him, playing the piano.",This man is a musician.
159,0,neutral,contradiction,contradiction,0.0171662028878927,0.97700423,"{'sentence1': 'Three children are shooting guns in the woods.', 'sentence2': 'Three children are shooting a deer.'}","{'sentence1': ' Three children  shooting snowshoes in the woods.', 'sentence2': 'Three children are shooting a deer.'}",Three children are shooting guns in the woods. , Three children  shooting snowshoes in the woods.,0.2222222222222222,1.0,0.4125,0.6931862831115723,False,Three children are shooting toy guns in the backyard.,Three children are playing video games.
