Unnamed: 0,orig_pred,contrast_pred,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,diff_premise_probs,diff_hypothesis_probs
113,entailment,neutral,A lit girl splashes around in natural water.,A girl splashes in water.,A girl plays in natural water.,The girl is playing in the water.,1,1,1,0.3333333333333333,0.6666666666666666,67.04743957519531,52.952178955078125,-0.13664549589157104,-0.2902957797050476
114,entailment,neutral,A boy is riding down the road between two cows.,"A boy, a road and two cows.",A boy is riding a bicycle between two cows.,The boy is riding a bike between two cows.,1,1,2,0.2727272727272727,0.5555555555555556,28.32667350769043,60.326271057128906,-0.21775764226913452,0.9541314393281937
115,entailment,neutral,A group of attentive students are paying attention to a college lecture.,Some students are attending a class.,A group of students are present in a lecture hall.,The students are listening to a lecture.,1,1,1,0.46153846153846156,0.5714285714285714,28.19667625427246,30.925418853759766,-0.20606493949890137,0.02707773447036743
116,entailment,neutral,A man laughing while at a restaurant.,A man laughing.,A man is at a restaurant.,The man is smiling.,1,2,2,0.25,0.75,50.82606887817383,110.521728515625,0.9663010449148715,0.5624019713141024
117,entailment,neutral,A woman wearing a yellow tank top and white pants looking into a window on a city street.,A woman wearing a tank top and pants looks through some glass.,A woman wearing a yellow tank top and white pants walks on a city street.,The woman is gazing at something outside the window.,1,0,1,0.21052631578947367,0.8461538461538461,24.480297088623047,27.67349624633789,0.8798850001185201,-0.44777417182922363
118,entailment,neutral,"A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below.",a crwod is cheering,"A crowd of people in a stadium are dressed in white, yellow, and green.",The crowd is applauding.,1,2,1,0.43478260869565216,1.0,29.21270751953125,138.36068725585938,0.966641160659492,-0.05799698829650879
119,entailment,neutral,"Two sweet young girls on ice skates, hands up and holding on to each other get ready to begin their performance on the ice.",Two females holding each other.,"Two young girls on ice skates, hands up and holding on to each other get ready to begin their performance on the ice.",The two girls are preparing to skate together.,1,1,1,0.038461538461538464,1.3333333333333333,37.659488677978516,44.07352828979492,-0.008439183235168457,-0.007735610008239746
120,neutral,entailment,A man in a short Mohawk and beard.,A man with a short Mohawk and beard stands outside.,A man in a short Mohawk and beard stands outside.,A man stands outside with a short Mohawk and beard.,2,1,2,0.2222222222222222,0.36363636363636365,39.65291213989258,21.15834617614746,0.9558414127677679,-0.008975327014923096
121,entailment,neutral,A woman in a pink top is holding a glass bottle in one hand and a Stitch doll in the other.,The top is pink,A woman is holding a glass bottle in one hand and a Stitch doll in the other.,The top is light blue.,1,2,0,0.18181818181818182,0.75,22.17401885986328,30.19318962097168,0.6049155010841787,0.9397579326760024
122,entailment,neutral,A girl in a black skirt and blue dress is watering flowers.,The girl is giving the flowers some water.,A girl is wearing a black skirt and blue dress and is watering flowers.,The girl is tending to the flowers.,1,1,1,0.23076923076923078,0.4444444444444444,31.81166648864746,31.241561889648438,-0.004196286201477051,0.06558513641357422
123,entailment,neutral,A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.,A pitcher is playing baseball at a stadium,A pro-baseball pitcher throws a curve ball to his opponent while many fans relax and enjoy the game.,The pitcher is throwing a curve ball to his opponent while many fans are cheering.,1,1,2,0.047619047619047616,1.75,23.57851219177246,44.26744842529297,0.049176692962646484,0.3469482958316803
124,entailment,neutral,One confused man is standing and staring off into the distance in front of some ticket collecting machines.,The man is confused.,One man is standing and staring off into the distance in front of some ticket collecting machines.,The man is lost.,1,2,2,0.05263157894736842,0.2,58.682701110839844,42.113609313964844,0.9910422172397375,0.9878217782825232
125,entailment,neutral,Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center.,men using metal rods,Several people are using metal rods to smash food on a round table.,The men are preparing food.,1,2,1,0.5806451612903226,1.25,47.576377868652344,141.822998046875,0.9309426099061966,-0.065990149974823
126,entailment,neutral,A group of people sitting and knitting.,People are sitting.,A group of people are knitting.,The people are chatting.,1,2,2,0.25,0.75,76.41483306884766,93.9034652709961,0.6071921326220036,0.9711330272257328
127,entailment,neutral,An older man sifts water through his fingers as a young toddler watches from inside the water.,A man is near a toddler,An older man is sifting water through his fingers as a young toddler watches from inside the water.,The man is feeding the toddler water.,1,1,2,0.1111111111111111,0.8333333333333334,53.268672943115234,68.58351135253906,-0.0034870505332946777,0.8848336637020111
128,entailment,neutral,"While traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket.",A woman rests on the shoulder of a man,"While traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket.",The woman is resting on the shoulder of her companion.,1,1,1,0.0,0.6666666666666666,14.679583549499512,13.699821472167969,0.0,-0.04371356964111328
129,neutral,entailment,"A small, pale bird bends down to examine a crumb.",The bird is on the ground.,"A small, pale bird bends down to examine a crumb on the ground.",People are riding bikes on a track.,2,1,0,0.25,0.8571428571428571,96.6450424194336,28.283018112182617,0.7550811767578125,0.760758638381958
130,entailment,neutral,A man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road.,A man is riding a motorcyle.,A man is riding a motorcycle on a dirt road passing several vehicles on the side of the road.,The man is cruising on his motorcycle.,1,1,1,0.22727272727272727,0.7142857142857143,25.647266387939453,15.808863639831543,-0.004076540470123291,-0.009894371032714844
131,entailment,neutral,A skier is heading into a grove of trees.,There is snow on the ground in this picture.,A skier is heading into a grove of trees.,The skier is skiing in a controlled environment.,1,1,1,0.0,0.9,28.366384506225586,28.25844955444336,0.0,0.021295487880706787
132,neutral,entailment,Two women bend over to touch a small kangaroo.,Two women are petting a kangaroo,Two women are petting a kangaroo.,Two women are touching a small kangaroo.,2,1,1,0.5,0.5,21.724651336669922,11.220277786254883,0.8331006616353989,0.8377454727888107
133,entailment,neutral,A man with thinning hair looking into glasses through glasses.,A man with thinning hair.,A man is looking into glasses through glasses.,The man is examining his reflection.,1,2,1,0.2727272727272727,0.8333333333333334,63.92079544067383,113.8270034790039,0.8549247030168772,-0.4118340015411377
135,entailment,neutral,A man is riding a bicycle in the street.,a bicycle is being ridden,A man is riding a bicycle in the street.,The bicycle is being ridden by a man.,1,1,1,0.0,1.0,13.797181129455566,33.88867950439453,0.0,0.013297080993652344
136,entailment,neutral,A woman with a pink purse walks down a crowded sidewalk.,A woman walks through a crowd,A woman carries a purse down a crowded sidewalk.,The woman is strolling.,1,1,1,0.25,0.8333333333333334,41.10356903076172,40.82623291015625,0.0034106969833374023,0.04639136791229248
137,entailment,neutral,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole.",people watch men in kilts,"A large number of people are observing individuals dressed in traditional attire, one of whom has employed a long staff.",The people are observing men in traditional attire.,1,2,1,0.2857142857142857,1.2,54.08188247680664,91.89201354980469,0.9850243618711829,-0.003433406352996826
138,entailment,neutral,"Two babies, one in red, asleep in their highchairs.",babies are asleep,"Two babies, one in red, sitting in their highchairs.",The babies are contentedly sleeping.,1,0,2,0.08333333333333333,1.3333333333333333,83.48734283447266,176.5920867919922,0.9930670296307653,0.9301500581204891
139,neutral,entailment,Some folks pick out the food they want at a party.,The party-goers are perusing the buffet.,Some folks are perusing the buffet at a party.,People are examining the buffet.,2,1,2,0.4166666666666667,0.5555555555555556,109.84125518798828,41.586727142333984,0.5754852294921875,0.1417585015296936
140,entailment,neutral,A small dog runs to catch a ball.,A little dog chases a ball.,A small dog runs to catch a ball.,A small dog runs to catch a ball.,1,1,1,0.0,0.5714285714285714,11.257108688354492,29.400402069091797,0.0,0.0009919404983520508
141,entailment,neutral,A white and black spotted dog is running through a grassy area.,A dog is outdoors.,A black and white dog is running through a grassy area.,The dog is enjoying a leisurely stroll.,1,1,0,0.23076923076923078,1.0,28.78424644470215,41.07077407836914,0.0073274970054626465,0.9978586255747359
143,entailment,neutral,Island native fishermen reeling in their nets after a long day's work.,The men are finishing their day of work.,Island fishermen reeling in their nets after a long day's work.,The men are concluding their day's work.,1,1,1,0.07142857142857142,0.2222222222222222,104.36345672607422,65.03057861328125,-0.02546846866607666,0.05873960256576538
144,entailment,neutral,a dog jumps over the pole.,dog is jumping over a pole,A dog is jumping over a pole.,The dog is jumping over a pole.,1,1,1,0.5714285714285714,0.3333333333333333,33.03307342529297,37.60757064819336,0.008962631225585938,0.03087019920349121
145,entailment,neutral,A man running in a race passes by spectators.,A man is running by people who are watching.,A man is running in a race.,The man is jogging past onlookers.,1,2,1,0.4,0.7,62.821048736572266,51.27745056152344,0.8694151304662228,-0.22049903869628906
146,neutral,entailment,A man talks to two guards as he holds a drink.,The prisoner is talking to two guards in the prison cafeteria.,A man talks to two guards as he holds a drink. The man is talking to two guards in the prison cafeteria.,People are talking to two guards as he holds a drink.,2,1,1,1.0,0.6666666666666666,20.195571899414062,13.498613357543945,0.6705738590098917,0.9607397601939738
147,neutral,contradiction,A woman with a black purse and a red coat is sitting on a pillar of concrete.,The woman is waiting for her boyfriend at the local bus stop.,A woman with a black purse and a red coat is sitting on a pillar of concrete.,The woman is a statue.,2,2,0,0.0,0.6923076923076923,43.950191497802734,25.036558151245117,0.0,0.9754009740427136
148,neutral,contradiction,"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat.",A tall person in a shirt,"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat, but not tall.",A short person in a shirt,2,2,2,0.2,0.16666666666666666,46.917057037353516,52.93408966064453,-0.006754159927368164,0.00031554698944091797
149,neutral,entailment,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber in a sports shop waits eagerly for business.,A barber in a sports themed barber shop waits eagerly for his next customer to arrive.,People are waiting in a barber shop.,2,0,1,0.0625,0.7272727272727273,29.112424850463867,46.1952018737793,0.46638659201562405,0.8665123879909515
151,neutral,entailment,The cyclist rides on a wooded path.,The cyclist rides with a companion on a wooded path,The cyclist rides with a companion on a wooded path.,People are riding bikes on a track.,2,1,0,0.375,0.8,53.72965621948242,11.65074348449707,0.9409484937787056,0.8314685485092923
152,neutral,contradiction,a woman working in the storefront of a jewelry shop fixing the display shelf.,The woman is dreaming of a modeling career while working in the jewelry shop.,A woman is working in the storefront of a jewelry shop fixing the display shelf.,The woman is daydreaming about working in a different field while in the jewelry shop.,2,2,2,0.13333333333333333,0.4666666666666667,48.333534240722656,43.38180160522461,0.1925836205482483,0.3244229555130005
153,neutral,entailment,Two people play horseshoes.,Tom and Sue were playing outside.,Two people play horseshoes. Tom and Sue were playing outside.,Two people play horseshoes.,2,1,1,1.4,0.8571428571428571,21.11387825012207,39.16181945800781,0.7905248701572418,0.865010529756546
154,neutral,entailment,Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for an act of entertainment or celebration in a forested environment.,Two brothers hold torches to celebrate.,Two brothers hold torches to celebrate in a forested environment.,Two brothers hold torches to celebrate.,2,1,2,0.7142857142857143,0.0,90.72704315185547,57.70600891113281,0.9883924642344937,0.0
155,neutral,entailment,Several adults look on while a young girl plays in a ball pit.,A young girl is having fun.,Several adults look on while a young girl plays in a ball pit.,People are watching a young girl play in a ball pit.,2,2,1,0.0,1.2857142857142858,21.868938446044922,36.02770233154297,0.0,0.7873999029397964
156,neutral,entailment,A girl climbing a chain link fence.,The girl climbs the fence to get to school.,A girl climbing a chain link fence.,People are climbing a chain link fence.,2,2,1,0.0,0.9,27.90216827392578,23.194334030151367,0.0,0.9474521677475423
157,neutral,contradiction,A man biking down a tunnel.,A man is winning a bike race.,A man is biking up a tunnel.,People are walking on a sandy track.,2,2,0,0.2857142857142857,0.75,81.27574157714844,53.991722106933594,0.0021234750747680664,0.9932138314470649
158,neutral,contradiction,"A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him.",This man has an eyesight deficiency.,"A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him. This man is playing the piano.",The man is wearing a hat.,2,2,2,0.25925925925925924,0.7142857142857143,15.106738090515137,18.737390518188477,0.1649753451347351,0.32194578647613525
159,neutral,contradiction,Three children are shooting guns in the woods.,Three children are shooting a deer.,Three children are repairing guns in the woods.,Three children are throwing rocks in the woods.,2,0,0,0.1111111111111111,0.7142857142857143,36.89788818359375,99.86524963378906,0.975608913693577,0.9949208782054484
160,neutral,entailment,Four people wearing backpacks walking in a line along a mountain trail.,Four people are walking along a mountain trail trying to get down before the storm.,Four people wearing backpacks walking in a line along a mountain trail are trying to get down before the storm.,Four people are walking along a mountain trail.,2,1,1,0.6153846153846154,0.4375,40.172828674316406,20.21368408203125,0.9661684107268229,0.9744494628394023
161,neutral,entailment,Several people talk and drink beer while sitting around a picnic table.,Several friends talk and drink beer while sitting around a picnic table.,Several people talk and drink beer while sitting around a picnic table.,People talk and drink beer while sitting around a picnic table.,2,2,1,0.0,0.15384615384615385,12.712898254394531,14.589573860168457,0.0,0.9663493316620588
162,entailment,neutral,A smiling girl slides down a purple slide feet first.,A girl happily uses the equipment at a playground.,Premise: A girl slides down a purple slide feet first.,The girl cheerfully slides down the purple slide.,1,2,1,0.2727272727272727,0.8,51.56350326538086,150.4047393798828,0.5256860852241516,0.27828073501586914
163,neutral,entailment,A man in a purple and blue shirt and shorts is getting ready to hit a golf ball.,A man is on a golf course.,A man in a purple and blue shirt and shorts is getting ready to hit a golf ball.,A man is getting ready to hit a golf ball.,2,2,1,0.0,0.625,10.165665626525879,18.32621192932129,0.0,0.5249963998794556
164,neutral,contradiction,A man is performing for a group in front of a white house.,The man performed in front of his own house.,A man is performing for a group in front of a white house.,The man performed in front of a different white house.,2,2,2,0.0,0.3,23.590978622436523,23.909738540649414,0.0,-0.0772516131401062
165,neutral,contradiction,A young man is playing a blue guitar.,A musician practices on his guitar briefly before a concert.,A young man is playing a red guitar.,A musician practices on his guitar briefly before a concert.,2,2,2,0.1111111111111111,0.0,75.97079467773438,71.0743637084961,3.451108932495117e-05,0.0
166,neutral,entailment,Two men help each other cut a sheet of plastic.,Two friends help each other by cutting some plastic.,Two men help each other cut a sheet of plastic.,Two friends help each other by cutting some plastic.,2,2,2,0.0,0.0,38.6840705871582,38.68413543701172,0.0,0.0
167,neutral,entailment,An old man in a blue shirt and white pants glowers by a glass door.,A man resting outside,An old man in a blue shirt and white pants glowers by a glass door.,An old man in a blue shirt and white pants glowers by a glass door.,2,2,1,0.0,3.75,8.063362121582031,60.73847961425781,0.0,0.6708025932312012
168,neutral,entailment,"A little girl drawing with chalk, on a chalkboard.",A little girl is drawing on the board during class.,A little girl drawing with chalk on a chalkboard.,People are drawing on a board during class.,2,2,2,0.09090909090909091,0.45454545454545453,61.17601776123047,31.696178436279297,0.001817464828491211,-0.0015547871589660645
169,neutral,entailment,a wet golden retriever is walking through a lake,A wet golden retriever is walking through a lake to find a ball.,A wet golden retriever is walking through a lake to find a ball.,People are walking through a lake to find a ball.,2,1,2,0.6666666666666666,0.35714285714285715,74.01049041748047,9.565165519714355,0.9460386875434779,-0.0021536946296691895
171,neutral,entailment,People in chairs around a table,The people are eating dinner.,People in chairs around a table,People are in chairs around a table.,2,2,1,0.0,1.1666666666666667,56.56755828857422,181.66220092773438,0.0,0.9826523121446371
172,entailment,neutral,A performer plays an instrument for the audience.,The performer is making music.,A performer plays an instrument for the audience.,The performer is reciting a poem.,1,1,0,0.0,0.5,31.46735191345215,38.29204559326172,0.0,0.9992290219233837
173,neutral,entailment,A group of people wait to cross the street in new york,Some of the people are wearing sunglasses.,A group of people wait to cross the street in new york.,People are waiting to cross the street in New York.,2,2,1,0.08333333333333333,1.125,22.07687759399414,29.470243453979492,5.716085433959961e-05,0.9842184888548218
174,neutral,entailment,"Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",The older men are colleagues.,"Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses, and are colleagues.",People are standing outside a house.,2,2,1,0.0975609756097561,1.0,69.95294189453125,79.8056869506836,-0.37100034952163696,0.9863810365786776
175,neutral,contradiction,A young woman dressed in black attaches bags full of flowers to a bicycle.,The flowers are lilacs.,A young woman dressed in black attaches bags full of pinecones to a bicycle.,The flowers are sunflowers.,2,0,2,0.06666666666666667,0.2,37.554561614990234,78.02080535888672,0.9764150265837088,0.0006276965141296387
176,neutral,contradiction,"A man stands on a dock near several boats, while 2 other men are on one of the boats.",A man with brown hair is standing on a dock.,"A man stands on a dock near several boats, while 2 other men are on one of the boats.",A man with blonde hair is standing on a dock.,2,2,2,0.0,0.09090909090909091,24.530542373657227,24.284404754638672,0.0,-0.00046318769454956055
177,neutral,entailment,A bird is perched on a line of some sort attached to a pole.,A bird is wallowing on a pole.,A bird is perched on a line of some sort attached to a pole.,A bird is perched on a line of some sort attached to a pole.,2,2,1,0.0,1.0,6.984925746917725,27.896459579467773,0.0,0.9647249709814787
178,neutral,entailment,A person is on a four wheeler kicking up a lot of dirt in a dune.,The person is in a race.,A person is on a four wheeler kicking up a lot of dirt in a dune. The person is in a race.,People are on a four wheeler kicking up a lot of dirt in a dune.,2,1,1,0.4117647058823529,1.8571428571428572,11.687029838562012,23.230899810791016,0.9775205396581441,0.9243748926091939
179,neutral,contradiction,"A man wearing an oxford shirt, sunglasses, and a hat smirks.",A man hiding his true identity.,"A man wearing a suit and tie, sunglasses, and a hat smirks.",A man wearing a disguise smirks.,2,2,2,0.2857142857142857,0.5714285714285714,27.570449829101562,30.28730583190918,-0.016136348247528076,-0.06655126810073853
180,entailment,neutral,A group of people gathered at night watching an event.,A group of humans are looking at the same direction.,A group of people gathered at night watching an event.,The people are gazing in unison.,1,1,2,0.0,0.8181818181818182,86.58361053466797,54.283302307128906,0.0,0.8428009487688541
181,neutral,contradiction,A man in a suit cheering in a library in front of children.,A lawyer is encouraging some children at a contest.,A man in a suit crying in a library in front of children.,A man in a suit cheering in a library in front of children. The man is actually a kindergarten teacher.,2,2,2,0.07142857142857142,1.8,16.877294540405273,101.95856475830078,-0.01990896463394165,-0.19787222146987915
182,neutral,entailment,Security officer working outside.,A security officer is dressed in a uniform.,Security officer working outside.,People are dressed in uniforms.,2,2,2,0.0,0.6666666666666666,181.41903686523438,76.13580322265625,0.0,-0.07390064001083374
183,neutral,entailment,A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,The man is cleaning the fish that he caught so he can cook it.,A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,People are cleaning fish on a table.,2,2,1,0.0,0.8,41.156494140625,35.42080307006836,0.0,0.9831253593147267
184,neutral,contradiction,A young couple and many others out enjoying themselves at an outdoor street event.,The young couple are looking at goods being sold by the street vendors.,A young couple and many others out enjoying themselves at an outdoor street event.,The young couple are dancing to the music playing at the event.,2,2,2,0.0,0.5714285714285714,37.91414260864258,45.89714431762695,0.0,0.053827524185180664
185,neutral,entailment,Construction workers use cables to hang from the sides of buildings.,Construction workers are brave.,Construction workers use cables to hang from the sides of buildings.,People use cables to hang from the sides of buildings.,2,2,1,0.0,2.0,16.482202529907227,102.9439697265625,0.0,0.9564155321568251
186,neutral,entailment,A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.,A man in a police uniform is talking to another man.,A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.,A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.,2,2,1,0.0,1.3333333333333333,5.518354415893555,16.90947914123535,0.0,0.9401453509926796
187,neutral,entailment,A woman wearing a red coat stands on a wood floor in front of several paintings while two girls sit on the floor at her feet.,Woman takes a break at a museum while her children sit by her feet.,A woman wearing a red coat stands on a wood floor in front of several paintings while two girls sit on the floor at her feet.,Woman stands on a wood floor in front of several paintings while two girls sit on the floor at her feet.,2,2,1,0.0,1.0,9.048590660095215,31.745023727416992,0.0,0.9733183602802455
188,contradiction,neutral,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A climber pulls himself up 5000 feet up over a forest,A climber wearing a red headband is ascending some gray rocks high above some green foliage.,The climber is ascending a rock face.,0,0,1,0.21052631578947367,0.9090909090909091,61.48134994506836,96.49134063720703,-0.02025282382965088,0.9817923161463114
189,neutral,entailment,A woman is walking her dog along a snowy ground.,A woman is trying to get her dog to go to the bathroom after it has freshly snowed.,A woman is walking her dog along a snowy ground.,People are walking their dogs along a snowy ground.,2,2,1,0.0,0.9473684210526315,18.734432220458984,30.138273239135742,0.0,0.9493701509782113
190,neutral,entailment,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,Three boys are preparing for their big game that is about to start.,A boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,Three boys are preparing for their big game that is about to start.,2,2,2,0.038461538461538464,0.0,25.591920852661133,24.067398071289062,0.0,0.0
191,neutral,entailment,"While two students are jumping, others in a classroom are sitting or standing.",Two students disrupting class.,"While two students are jumping, others in a classroom are sitting or standing, two students disrupting class.",People are disrupting class.,2,1,2,0.3333333333333333,0.4,85.89408874511719,78.07890319824219,0.9708359809592366,0.002076864242553711
192,neutral,entailment,A man alone crosscountry skis in the wilderness while wearing a huge backpack.,A man skis in the wilderness while it's snowing,A man alone crosscountry skis in the wilderness while wearing a huge backpack.,A man skis in the wilderness while it's snowing.,2,2,2,0.0,0.1,38.70065689086914,43.063777923583984,0.0,0.006044566631317139
193,neutral,entailment,A well dressed elderly woman standing in front of a bus decorated with images of purple flowers.,A grandmother is standing in front of a bus with violets decorated all over it.,A well dressed elderly woman standing in front of a bus decorated with images of purple flowers.,People are riding bikes on a track.,2,2,0,0.0,0.875,55.79246520996094,25.86037254333496,0.0,0.9963146790396422
194,neutral,entailment,Two girls kissing a man with a black shirt and brown hair on the cheeks.,Two girls kiss there dad.,Two girls kissing a man with a black shirt and brown hair on the cheeks entails that they are kissing their father.,Two girls kissing a man with a black shirt and brown hair on the cheeks.,2,1,1,0.4375,2.1666666666666665,10.512642860412598,98.76590728759766,0.4472472369670868,0.41431012749671936
195,neutral,entailment,A large man is sitting in front of a fountain statue while talking on a phone.,The fountain has running water.,A large man is sitting in front of a fountain statue while talking on a phone. The fountain has running water.,People are sitting in front of a fountain statue while talking on phones.,2,1,1,0.35294117647058826,2.0,14.253808975219727,23.04464340209961,0.6518188714981079,0.23434865474700928
196,neutral,entailment,a man puts his hands up while telling an amusing story to his friend with a beard.,The man is perplexed by the events.,A man puts his hands up while telling an amusing story to his friend with a beard.,People are listening to the man tell an amusing story.,2,2,1,0.05555555555555555,1.25,34.408451080322266,31.421043395996094,0.0,0.4484604522585869
199,entailment,neutral,A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.,It is cold and snowy outside.,A crowd of people in winter garb gather in the street against a backdrop of bare trees.,The people are bundled up against the chill.,1,2,1,0.1,1.1428571428571428,44.228328704833984,38.30815505981445,0.6328659355640411,0.200150728225708
201,neutral,contradiction,A couple about to kiss somewhere.,A couple are kissing on new years eve as the ball drops.,A couple about to hug somewhere.,A couple are hugging instead of kissing on New Year's Eve as the ball drops.,2,0,0,0.14285714285714285,0.5384615384615384,52.88664245605469,106.38043975830078,0.9963960095774382,0.9920369430910796
202,neutral,entailment,A person in an orange shirt reaching up.,A person is reaching up to grab something.,A person in an orange shirt reaching up.,People are reaching up.,2,2,1,0.0,0.6666666666666666,99.68183898925781,43.237342834472656,0.0,0.9144789464771748
203,neutral,entailment,A big dog catches a ball on his nose,A dog is playing with his owner,A big dog catches a ball on his nose,A dog is playing with his owner.,2,2,2,0.0,0.14285714285714285,79.32897186279297,84.37903594970703,0.0,-0.0008574724197387695
204,neutral,entailment,An medical worker examines a young girl.,A health worker is evaluating a girl on her sickness.,An medical worker examines a young girl.,A medical worker examines a young girl.,2,2,1,0.0,0.6363636363636364,22.580537796020508,92.59648132324219,0.0,0.9848603205755353
205,contradiction,neutral,There is a man poking a long stick up towards the ceiling.,The man has no arms.,There is a man riding a long stick up towards the ceiling.,The man is using a long stick to reach something on a high shelf.,0,0,2,0.07692307692307693,2.0,30.304119110107422,32.52568054199219,-0.00014084577560424805,0.9602502428024309
206,neutral,entailment,A man with two small boys making a purchase from a woman.,The man with the little boys is buying a gift from the woman's store.,A man with two small boys is buying a gift from the woman's store.,People are buying something from a store.,2,1,2,0.46153846153846156,0.75,60.36517333984375,14.464737892150879,0.840204268693924,-0.23311561346054077
207,neutral,entailment,A woman standing in front of a large tank at an aquarium turns around to look at the photographer.,A woman wants a new facebook picture of her at the aquarium,A woman standing in front of a large tank at an aquarium turns around to look at the photographer.,"A woman stands in front of a large tank at an aquarium, looking at the photographer.",2,2,1,0.0,1.0833333333333333,11.06575870513916,37.001197814941406,0.0,0.981342789134942
208,neutral,contradiction,A woman standing in front of a wall holding a can of Bud Light with her shirt tied into a semi-halter.,The woman who is shown lives in the South.,A woman standing in front of a wall holding a can of Bud Light with her shirt tied into a semi-halter. The woman is actually from the North.,The woman is from the North.,2,2,2,0.3333333333333333,0.5,42.682254791259766,39.90164566040039,-0.14535897970199585,-0.001522064208984375
209,neutral,entailment,A little boy with an orange backpack walks under a tree through the woods.,A boy walks to school through the woods.,A little boy with an orange backpack walks under a tree through the woods.,People walk through the woods.,2,2,1,0.0,0.5555555555555556,32.8991813659668,26.48880386352539,0.0,0.9645432304241695
210,neutral,entailment,A group of people are gathered on a sidewalk in front of a store nearby a littered street.,A group of people are considering whether to shop at the store.,A group of people are gathered on a sidewalk in front of a store nearby a littered street.,People are gathered on a sidewalk in front of a store nearby a littered street.,2,2,1,0.0,1.1538461538461537,11.631938934326172,33.22854995727539,0.0,0.9756585010327399
211,neutral,entailment,"A man with a blue, collared shirt sits in front of another man.",a man is looking at his friend,"A man with a blue, collared shirt sits in front of another man, looking at him.",People are sitting in front of each other.,2,2,1,0.26666666666666666,1.2857142857142858,19.164793014526367,25.17426300048828,0.00603562593460083,0.9286603257060051
212,neutral,entailment,"Four men in safety gear, one holding a camera, are standing on a platform.",There has been an accident,"Four men in safety gear, one holding a camera, are standing on a platform. Entails: There has been an accident.",People are standing on a platform.,2,1,1,0.47058823529411764,1.4,37.31596374511719,52.1796760559082,0.9357599653303623,0.9517275728285313
213,neutral,contradiction,Two men climbing on a wooden scaffold.,Two sad men climbing on a wooden scaffold.,Two men climbing on a wooden scaffold.,Two men are jumping on a wooden scaffold.,2,2,0,0.0,0.3333333333333333,24.82680892944336,25.323211669921875,0.0,0.5708337917458266
214,neutral,entailment,A group of children in costumes are on a stage with red curtains.,a group of children are performing a play,A group of children in costumes are on a stage with red curtains.,People are performing a play on a stage with red curtains.,2,2,2,0.0,1.375,49.95311737060547,93.1350326538086,0.0,-0.0018227696418762207
215,neutral,contradiction,A red truck is parked next to a burning blue building while a man in a green vest runs toward it.,The burning blue building will turn to dust after an hour.,A red truck is parked next to a burning blue building while a man in a green vest runs away from it.,The building will not turn to dust after an hour.,2,2,1,0.09090909090909091,0.25,36.2101936340332,27.608688354492188,0.06991136074066162,0.5003838464617729
216,neutral,entailment,A man in a blue jogging suit is running on the sidewalk in front of a painting.,The man is sweating from his run.,A man in a blue jogging suit is running on the sidewalk in front of a painting.,People are running on the sidewalk in front of a painting.,2,2,1,0.0,1.375,13.465691566467285,26.033729553222656,0.0,0.7777023911476135
217,neutral,entailment,A band performing at a local bar or club.,The band is playing rock music,A band performing at a local bar or club is playing rock music.,People are playing rock music at a local bar or club.,2,1,2,0.4,1.6666666666666667,29.095388412475586,30.22720718383789,0.9266327889054082,-0.0003268718719482422
218,neutral,entailment,A group of people are sight seeing and taking pictures.,the group is on vacation,A group of people are sight seeing and taking pictures on vacation.,People are sightseeing and taking pictures on vacation.,2,1,2,0.18181818181818182,1.4,40.727108001708984,68.61062622070312,0.8575296457856894,-0.0010434985160827637
