orig_pred,contrast_pred,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise
neutral,contradiction,A kid dressed in a long-sleeve shirt with a jersey numbered 11 is passing a bar to a boy in a jersey numbered 12 during a relay race.,A team of youths race to finish first in a relay race on a beach.,A kid dressed in a long-sleeve shirt with a jersey numbered 11 passes a bar to a boy in a jersey numbered 12 during a relay race on a mountain.,A team of youths race to finish last in a relay race on a beach.,2,0,2,0.16129032258064516,0.0625,43.82164001464844,44.16416931152344
entailment,neutral,A man is riding a bicycle in the street.,a bicycle is being ridden,A man is riding a bicycle.,A bicycle is being ridden in the street.,1,1,1,0.3,1.0,14.00904655456543,50.826416015625
entailment,neutral,A woman with a pink purse walks down a crowded sidewalk.,A woman walks through a crowd,A woman walks down a crowded sidewalk.,A woman walks through a crowded sidewalk carrying a pink purse.,1,1,1,0.3333333333333333,1.1666666666666667,28.011146545410156,28.774120330810547
entailment,neutral,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole.",people watch men in kilts,A large number of people watch a man in a kilt.,people watch men in kilts in a parade.,1,1,2,0.6190476190476191,0.8,50.89274597167969,52.300628662109375
neutral,entailment,Some folks pick out the food they want at a party.,The party-goers are perusing the buffet.,Some folks pick out the food they want at a buffet.,The party-goers are perusing the menu.,2,1,1,0.08333333333333333,0.1111111111111111,43.34309387207031,53.572811126708984
entailment,neutral,A white and black spotted dog is running through a grassy area.,A dog is outdoors.,A dog is running through a grassy area.,A dog is running through a grassy area.,1,1,1,0.3076923076923077,1.0,14.70952033996582,38.84145736694336
entailment,neutral,The black woman is laying out literature.,A black woman is handling printed material.,The woman is laying out literature.,A black woman is reading literature.,1,2,1,0.125,0.375,59.993507385253906,144.47402954101562
entailment,neutral,Island native fishermen reeling in their nets after a long day's work.,The men are finishing their day of work.,Island native fishermen reel in their nets.,Island native fishermen are finishing their day of work.,1,2,1,0.5,0.3333333333333333,94.48799896240234,147.26002502441406
entailment,neutral,A man running in a race passes by spectators.,A man is running by people who are watching.,A man runs by spectators.,A man is running by people who are watching him.,1,1,1,0.5,0.1,52.603057861328125,48.68449783325195
neutral,entailment,A man talks to two guards as he holds a drink.,The prisoner is talking to two guards in the prison cafeteria.,The man talks to two guards as he holds a drink in the prison cafeteria.,A prisoner is talking to two guards in the prison cafeteria.,2,2,2,0.4166666666666667,0.08333333333333333,35.25204849243164,26.59722328186035
neutral,contradiction,A woman with a black purse and a red coat is sitting on a pillar of concrete.,The woman is waiting for her boyfriend at the local bus stop.,A woman with a black purse and a red coat is sitting on a pillar of gold.,The woman is waiting for her husband at the train station.,2,2,2,0.05555555555555555,0.3076923076923077,23.935775756835938,25.65252685546875
neutral,contradiction,"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat.",A tall person in a shirt,"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat is short.",A man wearing a shirt with polka dots.,2,2,0,0.1,1.1666666666666667,28.757789611816406,55.62317657470703
neutral,entailment,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber in a sports shop waits eagerly for business.,A barber in a sports themed barber shop waits eagerly for his next customer to arrive.,A barber in a sports shop waits eagerly for his next customer to arrive.,2,0,2,0.0625,0.45454545454545453,25.209720611572266,46.19501495361328
neutral,contradiction,"Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy.",The boy is on his way home from school.,"Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy in a different direction.",The boy is on his way to work.,2,2,2,0.18181818181818182,0.3,83.29167175292969,66.2200698852539
neutral,entailment,The cyclist rides on a wooded path.,The cyclist rides with a companion on a wooded path,The cyclist rides on a wooded path with a companion.,A companion rides with the cyclist on a wooded path.,2,1,2,0.375,0.5,24.465255737304688,19.886720657348633
neutral,contradiction,a woman working in the storefront of a jewelry shop fixing the display shelf.,The woman is dreaming of a modeling career while working in the jewelry shop.,a woman working in the back office of a jewelry shop fixing the display shelf.,The woman is a professional model.,2,2,2,0.13333333333333333,0.6666666666666666,66.66708374023438,42.97853088378906
neutral,entailment,Two people play horseshoes.,Tom and Sue were playing outside.,Two people play horseshoes in the park., Tom and Sue were playing horseshoes.,2,2,2,0.6,0.2857142857142857,97.54164123535156,72.60243225097656
neutral,entailment,Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for an act of entertainment or celebration in a forested environment.,Two brothers hold torches to celebrate.,Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for a wedding in a forested environment.,Two brothers hold torches to celebrate in a forest.,2,2,2,0.21428571428571427,0.42857142857142855,73.21290588378906,90.08192443847656
neutral,entailment,A girl climbing a chain link fence.,The girl climbs the fence to get to school.,A girl climbs a wooden fence to get to the park.,The girl climbs the fence.,2,0,1,1.0,0.4,30.974552154541016,16.527841567993164
neutral,contradiction,"A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him.",This man has an eyesight deficiency.,"A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him, playing the piano.",This man is a musician.,2,2,2,0.14814814814814814,0.5714285714285714,15.595060348510742,20.066343307495117
neutral,contradiction,Three children are shooting guns in the woods.,Three children are shooting a deer.,Three children are shooting toy guns in the backyard.,Three children are playing video games.,2,2,0,0.2222222222222222,0.42857142857142855,60.52259826660156,81.000244140625
neutral,entailment,Four people wearing backpacks walking in a line along a mountain trail.,Four people are walking along a mountain trail trying to get down before the storm.,Four people wearing backpacks walk in a single file line along a steep mountain trail to avoid falling rocks.,Four people are walking along a mountain trail.,2,2,1,0.6153846153846154,0.4375,40.16761016845703,58.04838562011719
neutral,entailment,Several people talk and drink beer while sitting around a picnic table.,Several friends talk and drink beer while sitting around a picnic table.,Several friends talk and drink beer while sitting around a picnic table on the beach.,Several friends talk and drink beer.,2,1,2,0.3076923076923077,0.46153846153846156,37.420326232910156,12.650127410888672
entailment,neutral,A smiling girl slides down a purple slide feet first.,A girl happily uses the equipment at a playground.,A girl slides down a slide.,"A girl happily uses the equipment at a playground, including the purple slide.",1,2,2,0.36363636363636365,0.5,119.31441497802734,93.69133758544922
neutral,entailment,A man in a purple and blue shirt and shorts is getting ready to hit a golf ball.,A man is on a golf course.,A man in a purple and blue shirt and shorts is getting ready to hit a golf ball on the course.,A man is on a golf course to hit a golf ball.,2,1,2,0.15789473684210525,0.625,13.849055290222168,17.17625617980957
neutral,contradiction,A man is performing for a group in front of a white house.,The man performed in front of his own house.,A man is performing for a group in front of a red house.,The man performed in front of a red house.,2,2,0,0.07142857142857142,0.2,24.085731506347656,28.072521209716797
neutral,entailment,Two men help each other cut a sheet of plastic.,Two friends help each other by cutting some plastic.,Two men help each other cut a sheet of plastic in the backyard.,Two friends help each other cut some plastic.,2,2,2,0.2727272727272727,0.2,32.17458724975586,35.8643798828125
neutral,entailment,An old man in a blue shirt and white pants glowers by a glass door.,A man resting outside,An old man in a blue shirt and white pants glowers by a glass door in the park.,A man glowers outside.,2,1,1,0.1875,0.5,44.32627487182617,50.84265899658203
neutral,entailment,"A little girl drawing with chalk, on a chalkboard.",A little girl is drawing on the board during class.,"A little girl drawing with chalk, on the blackboard.",A little girl is drawing on the board.,2,2,1,0.18181818181818182,0.18181818181818182,31.086111068725586,39.95763397216797
neutral,contradiction,A woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background.,The woman sitting is asian.,A woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background in a different country.,The woman sitting is black.,2,2,2,0.16666666666666666,0.16666666666666666,69.03034210205078,73.99430084228516
neutral,entailment,People in chairs around a table,The people are eating dinner.,People in chairs around a table are eating dinner in the dining room.,The people are eating.,2,1,2,1.3333333333333333,0.16666666666666666,199.6027374267578,30.075986862182617
entailment,neutral,A performer plays an instrument for the audience.,The performer is making music.,A performer plays an instrument.,The performer is playing an instrument.,1,1,1,0.3333333333333333,0.5,27.93488311767578,53.72105026245117
neutral,entailment,A group of people wait to cross the street in new york,Some of the people are wearing sunglasses.,"A group of people wait to cross the street in new york, some of them are wearing sunglasses.",Some people are wearing sunglasses.,2,1,2,0.6666666666666666,0.25,68.5667724609375,24.00924301147461
neutral,entailment,"Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",The older men are colleagues.,"Two distinguished older gentlemen stand outside a mansion, palm trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",Two older men are colleagues.,2,2,2,0.04878048780487805,0.16666666666666666,83.89866638183594,75.1323013305664
neutral,contradiction,A young woman dressed in black attaches bags full of flowers to a bicycle.,The flowers are lilacs.,A young woman dressed in black attaches bags full of money to a bicycle.,The flowers are daisies.,2,0,2,0.06666666666666667,0.2,44.84052276611328,74.47463989257812
neutral,contradiction,"A man stands on a dock near several boats, while 2 other men are on one of the boats.",A man with brown hair is standing on a dock.,"A man with blonde hair stands on a dock near several boats, while 2 other men are on one of the boats.",A man with blonde hair is standing on a dock.,2,0,2,0.14285714285714285,0.09090909090909091,24.527530670166016,19.861438751220703
neutral,entailment,A bird is perched on a line of some sort attached to a pole.,A bird is wallowing on a pole.,A bird is perched on a line of some sort attached to a pole in a muddy area.,A bird is perched on a pole.,2,2,1,0.26666666666666666,0.125,15.735093116760254,36.222740173339844
neutral,entailment,A person is on a four wheeler kicking up a lot of dirt in a dune.,The person is in a race.,A person is on a four wheeler kicking up a lot of dirt in a race., A person is in a race on a four wheeler.,2,1,2,0.058823529411764705,0.8571428571428571,38.52947235107422,36.23683547973633
neutral,contradiction,"A man wearing an oxford shirt, sunglasses, and a hat smirks.",A man hiding his true identity.,"A man wearing an oxford shirt, sunglasses, and a hat smirks in the dark.",A man wearing a wig and sunglasses smirks.,2,2,2,0.21428571428571427,0.8571428571428571,18.680585861206055,29.841129302978516
neutral,contradiction,A man in a suit cheering in a library in front of children.,A lawyer is encouraging some children at a contest.,"A man in a suit cheering in a library in front of children, but he's actually a pirate.",A lawyer is singing a song.,2,2,2,0.5,0.5,96.78394317626953,108.91533660888672
neutral,entailment,A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,The man is cleaning the fish that he caught so he can cook it.,A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a blue table.,A man is cleaning fish.,2,2,1,0.08,0.6666666666666666,42.963470458984375,33.84602355957031
neutral,contradiction,A young couple and many others out enjoying themselves at an outdoor street event.,The young couple are looking at goods being sold by the street vendors.,A young couple and many others out enjoying themselves at an indoor mall event.,The young couple are listening to live music.,2,0,2,0.13333333333333333,0.6428571428571429,49.30305862426758,59.10658645629883
neutral,entailment,Construction workers use cables to hang from the sides of buildings.,Construction workers are brave.,Construction workers use cables to hang from the sides of buildings in the city.,Construction workers are trained to use cables to hang from the sides of buildings.,2,2,2,0.25,2.2,15.65834903717041,83.39232635498047
neutral,entailment,A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.,A man in a police uniform is talking to another man.,A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike in a police station.,A man in a police uniform is talking to another man on a motorbike.,2,1,2,0.16,0.25,13.506491661071777,18.209579467773438
neutral,entailment,A woman wearing a red coat stands on a wood floor in front of several paintings while two girls sit on the floor at her feet.,Woman takes a break at a museum while her children sit by her feet.,A woman wearing a red coat stands on a hardwood floor in front of several paintings while two girls sit on the floor at her feet in a gallery.,A woman takes a break at a museum while her children sit by her feet.,2,2,2,0.14814814814814814,0.13333333333333333,27.650150299072266,27.498552322387695
contradiction,neutral,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A climber pulls himself up 5000 feet up over a forest,a climber wearing a red headband pulls himself up.,a climber pulls himself up 5000 feet up over a mountain.,0,0,0,0.5263157894736842,0.2727272727272727,87.67330932617188,66.5286865234375
neutral,entailment,A woman is walking her dog along a snowy ground.,A woman is trying to get her dog to go to the bathroom after it has freshly snowed.,A woman is walking her dog along a freshly snowed ground.,A woman is trying to get her dog to go to the bathroom.,2,2,2,0.18181818181818182,0.2631578947368421,23.27850341796875,24.207792282104492
neutral,entailment,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,Three boys are preparing for their big game that is about to start.,a boy in a blue uniform is standing next to two boys in red and yellow and they are holding baseball gloves.,"Three boys are preparing for their big game that is about to start, and they are holding baseball gloves.",2,2,2,0.19230769230769232,0.5,20.62236785888672,30.315032958984375
neutral,entailment,"While two students are jumping, others in a classroom are sitting or standing.",Two students disrupting class.,"While two students are jumping, others in a classroom are sitting or standing, and they are all paying attention to the teacher.", Two students are disrupting class.,2,2,2,0.6666666666666666,0.4,146.8872833251953,50.048770904541016
neutral,entailment,A man alone crosscountry skis in the wilderness while wearing a huge backpack.,A man skis in the wilderness while it's snowing,A man alone crosscountry skis in the wilderness while wearing a huge backpack in the snowy mountains.,A man skis in the wilderness while it's snowing alone.,2,2,2,0.2857142857142857,0.2,41.39632034301758,40.78569412231445
neutral,entailment,Two girls kissing a man with a black shirt and brown hair on the cheeks.,Two girls kiss there dad.,Two girls kissing a man with a black shirt and brown hair on the lips.,Two girls kiss their father.,2,2,2,0.0625,0.3333333333333333,59.36277389526367,72.1545639038086
neutral,entailment,A large man is sitting in front of a fountain statue while talking on a phone.,The fountain has running water.,"A large man is sitting in front of a fountain statue while talking on a phone, and the fountain has running water.",A fountain has running water.,2,1,1,0.4117647058823529,0.16666666666666666,38.8322639465332,24.0477294921875
neutral,entailment,a man puts his hands up while telling an amusing story to his friend with a beard.,The man is perplexed by the events.,a man puts his hands up while telling an amusing story to his friend with a beard in a park.,A man is telling an amusing story to his friend.,2,2,1,0.16666666666666666,1.0,21.7282657623291,35.94571304321289
neutral,entailment,A man with a tattoo on his arm staring to the side with vehicles and buildings behind him.,A man has dragon tattoos on his arm.,"A man with a tattoo on his arm stares to the side with vehicles and buildings behind him, and has dragon tattoos on his arm.",A man has tattoos on his arm.,2,1,1,0.47368421052631576,0.1111111111111111,28.0888614654541,20.848356246948242
neutral,contradiction,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front sits by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands",A man sits by himself on a bench in Antarctica.,2,2,0,0.12280701754385964,0.5555555555555556,30.84889030456543,42.4100341796875
entailment,neutral,A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.,It is cold and snowy outside.,A crowd of people gather in the street.,A crowd of people gather in the street against a backdrop of bare trees.,1,0,1,0.55,2.0,19.490201950073242,26.376150131225586
neutral,contradiction,A couple about to kiss somewhere.,A couple are kissing on new years eve as the ball drops.,A couple about to kiss somewhere in the desert.,A couple is hugging each other.,2,2,0,0.42857142857142855,0.7692307692307693,70.61564636230469,70.67965698242188
neutral,entailment,A person in an orange shirt reaching up.,A person is reaching up to grab something.,A person in an orange shirt reaching up to grab a book.,A person is reaching up.,2,1,1,0.4444444444444444,0.3333333333333333,58.94761276245117,29.920507431030273
neutral,entailment,An medical worker examines a young girl.,A health worker is evaluating a girl on her sickness.,An medical worker examines a young girl in a hospital room.,A health worker is examining a young girl.,2,2,1,0.5,0.45454545454545453,36.279903411865234,63.254920959472656
neutral,entailment,A man with two small boys making a purchase from a woman.,The man with the little boys is buying a gift from the woman's store.,The man with two small boys is buying a gift from the woman's store in the mall.,A man with two small boys buys a gift from a woman's store.,2,1,2,0.7692307692307693,0.375,39.026451110839844,16.023313522338867
neutral,contradiction,A woman standing in front of a wall holding a can of Bud Light with her shirt tied into a semi-halter.,The woman who is shown lives in the South.,A woman standing in front of a wall holding a can of Bud Light with her shirt tied into a semi-halter in a different location.,The woman who is shown lives in the North.,2,2,2,0.16666666666666666,0.1,53.3140869140625,50.01212692260742
neutral,entailment,A little boy with an orange backpack walks under a tree through the woods.,A boy walks to school through the woods.,A little boy with an orange backpack walks under a tree through the forest.,A little boy with an orange backpack walks to school through the woods.,2,2,2,0.06666666666666667,0.5555555555555556,16.317712783813477,29.389604568481445
neutral,entailment,A group of people are gathered on a sidewalk in front of a store nearby a littered street.,A group of people are considering whether to shop at the store.,A group of people are gathered on a sidewalk in front of a store nearby a clean street.,A group of people are considering whether to shop at the store nearby a littered street.,2,2,2,0.05263157894736842,0.3076923076923077,26.047847747802734,32.712615966796875
neutral,entailment,"A man with a blue, collared shirt sits in front of another man.",a man is looking at his friend,"A man with a blue, collared shirt sits in front of his friend.",A man is looking at another man.,2,1,2,0.13333333333333333,0.5714285714285714,19.51712989807129,30.635587692260742
neutral,entailment,"Four men in safety gear, one holding a camera, are standing on a platform.",There has been an accident,"Four men in safety gear, one holding a camera, are standing on a platform after an accident.", Four men in safety gear are standing on a platform.,2,1,1,0.17647058823529413,2.4,38.13310241699219,37.21443557739258
neutral,contradiction,Two men climbing on a wooden scaffold.,Two sad men climbing on a wooden scaffold.,Two men climbing on a wooden scaffold in the water.,Two men climbing on a metal scaffold.,2,2,0,0.375,0.2222222222222222,25.16500473022461,30.78867530822754
neutral,entailment,A group of children in costumes are on a stage with red curtains.,a group of children are performing a play,A group of children in costumes are on a stage with blue curtains.,A group of children are performing a play on a stage with red curtains.,2,2,2,0.07142857142857142,1.0,38.43815231323242,96.50472259521484
neutral,contradiction,A red truck is parked next to a burning blue building while a man in a green vest runs toward it.,The burning blue building will turn to dust after an hour.,A red truck is parked next to a burning blue building while a man in a green vest runs away from it.,A burning blue building will turn into a green tower after an hour.,2,2,0,0.09090909090909091,0.4166666666666667,27.69776725769043,27.608549118041992
neutral,entailment,A band performing at a local bar or club.,The band is playing rock music,A band performing at a local bar or club plays rock music.,A band is playing rock music at a local bar or club.,2,1,2,0.3,1.3333333333333333,21.695430755615234,42.61117172241211
neutral,entailment,A group of people are sight seeing and taking pictures.,the group is on vacation,A group of people are sightseeing and taking pictures on a beach vacation.,A group is on vacation.,2,1,2,0.5454545454545454,0.4,65.85806274414062,41.37413024902344
neutral,entailment,"A little boy with a shirt, shorts and socks on, standing on the beach.",A boy is watching the ocean.,"A little boy with a shirt, shorts, and socks on, standing on the beach, watches the ocean.", A little boy is watching the ocean.,2,1,2,0.29411764705882354,0.2857142857142857,44.86663818359375,23.925865173339844
contradiction,neutral,"Five people standing on a stage, getting ready to perform, who are unrecognizable due to the lack of lighting.","At a rock concert, the audience screams and cries at the handsome singer and his bass guitarist.","Five people standing on a stage, getting ready to perform.","At a theater performance, the actors take their positions on stage, ready to begin.",0,0,1,0.45454545454545453,0.7368421052631579,37.541446685791016,49.1707649230957
entailment,neutral,A man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other.,The very differently dressed men sit next to each other,A man and a gentleman are seated next to each other.,Two differently dressed men sit next to each other.,0,0,1,0.42857142857142855,0.3,22.330392837524414,31.697179794311523
neutral,entailment,Expert snowboard is trying a new trick.,The person is snowboarding on top of a mountain.,Expert snowboarder is trying a new trick on top of a mountain.,A person is snowboarding on top of a mountain.,2,1,2,0.75,0.1,43.91889190673828,20.53336524963379
neutral,contradiction,A woman lowering ballast on a boat.,The captain of the boat is preparing for rough waters.,A woman lowering ballast on a submarine.,The captain of the boat is preparing for sunny weather.,2,2,2,0.125,0.18181818181818182,83.42176055908203,103.50508880615234
neutral,entailment,A small child is riding in a red wagon.,A kid is in a wagon and someone is pulling it.,A small child is riding in a red wagon on the beach.,A kid is in a wagon.,2,2,1,0.3,0.4166666666666667,41.088565826416016,33.8138313293457
neutral,entailment,A group of people sitting around a table eating food.,People are at a table eating Christmas dinner.,A group of people sitting around a table eating turkey dinner.,People are at a table eating dinner.,2,2,2,0.18181818181818182,0.1111111111111111,31.033409118652344,43.61708068847656
neutral,contradiction,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",An old lady pushing a stroller down a busy street.,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street in a park.",An old lady is wearing a dress with flowers and a stuffed bee attached to it.,2,0,2,0.12,1.0,15.122225761413574,24.53602409362793
neutral,entailment,"A woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive-green dress and looks off to her left, smiling slightly.",A woman smiles at someone to her left,"A woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive-green dress smiles at someone to her left.",A woman smiles at someone in the vicinity.,2,1,2,0.15,0.5,41.700706481933594,28.7159423828125
contradiction,neutral,A crowd walks about a square at night with smoke or fog drifting over them.,A group of people walk through tear gas.,A crowd walks about a square at night with smoke or fog drifting over them.,A group of people walk through fog in a park.,0,0,2,0.0,0.4444444444444444,56.92234420776367,65.79023742675781
neutral,entailment,"A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.",Two woman are trying to finish orders from a doctor,"A lady is helping another woman work in a silver compartment in a hospital, which is most likely related to nurse-work.",Two women are helping each other finish orders from a doctor.,2,2,2,0.13636363636363635,0.5,71.71977996826172,76.31524658203125
neutral,contradiction,A group of children in African clothing.,Some humans in green clothing,A group of children in green clothing.,Some humans are wearing animal skins.,2,1,1,0.125,1.0,152.28445434570312,136.18287658691406
neutral,entailment,In this picture it appears that a man is falling off a bull while attempting to ride the animal.,the man is a farmer,In this picture it appears that a man is falling off a bull while attempting to ride the animal on a farm., A man is riding a bull.,2,2,2,0.15,1.0,44.8079719543457,43.124839782714844
neutral,contradiction,"A woman is sitting outside at a table, using a knife to cut into a sandwich.",A woman is sitting outside waiting for her friend.,"A woman is sitting outside at a table, using a knife to cut into a sandwich in the kitchen.",A woman is sitting outside eating a salad.,2,2,0,0.16666666666666666,0.4,32.67283248901367,26.962968826293945
neutral,contradiction,An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.,An ugly old man in a pink polo looks through a telescope with a small child standing next to him,"An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background, but he is not ugly.",An old man in a pink polo looks through a microscope with a small child standing next to him,2,2,0,0.20689655172413793,0.1,10.904478073120117,12.499482154846191
neutral,entailment,A woman in a blue apron is holding a container of ice cream.,A woman is standing in a kitchen.,A woman in a blue apron is holding a container of ice cream in the kitchen.,A woman is standing in a kitchen holding an ice cream container.,2,1,2,0.21428571428571427,0.625,19.915630340576172,23.923213958740234
neutral,entailment,A black and white picture of a city street with a food vendor in the foreground.,The food vendor is selling hot dogs.,A black and white picture of a city street with a hot dog vendor in the foreground.,A food vendor is selling hot dogs.,2,2,2,0.11764705882352941,0.125,25.754798889160156,21.142900466918945
neutral,contradiction,"A group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right.",The group is taking a tour.,"A group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the left.",The woman is walking in reverse.,2,2,0,0.038461538461538464,0.5714285714285714,27.29266357421875,30.719085693359375
contradiction,neutral,"A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",The person is stealing display boards.,A man is pushing a cart.,The person is transporting display boards.,0,0,1,0.7083333333333334,0.14285714285714285,50.38274002075195,116.62004852294922
neutral,entailment,A group of people in front of some tan colored tents from the american Parkinsons disease association.,A group shows up to an event to support research on Parkinsons,A group of people in front of some blue colored tents from the American Parkinson's disease association show up to an event to support research on Parkinson's.,A group shows up to an event to support research on Parkinsons disease.,2,1,2,0.8333333333333334,0.16666666666666666,88.94757080078125,30.61166763305664
contradiction,neutral,Two little boys are playing on stairs that have a carpet runner going down them.,Two little boys are pretending they are climbing a large mountain.,Two little boys are playing on stairs.,Two little boys are playing on stairs that have a carpet runner going down them.,0,0,1,0.5,0.8333333333333334,11.932223320007324,37.482948303222656
neutral,entailment,A man wearing black pants and a helmet is riding a brown horse.,A man is practicing for a horse race.,A man wearing black pants and a helmet is riding a brown horse in the race.,A man is practicing for a horse race on a brown horse.,2,2,2,0.21428571428571427,0.4444444444444444,27.018238067626953,35.68021011352539
neutral,entailment,A girl in black pants doing exercises.,A girl trying to get fit for a bodybuilding competition.,A girl in black pants doing yoga exercises in the park.,A girl is training for a bodybuilding competition.,2,2,2,0.5,0.36363636363636365,48.892677307128906,39.33670425415039
neutral,contradiction,An Asian wearing a pastel print shirt and sunhat pushing his cart up the street.,An Asian man is selling food.,An Asian wearing a pastel print shirt and sunhat pushing his cart up the street in the park.,An Asian woman is selling flowers.,2,2,0,0.1875,0.2857142857142857,135.3177490234375,123.31201171875
neutral,entailment,a woman in a brown dress looking at papers in front of a class.,A woman checking papers is a teacher.,a woman in a brown dress looking at papers in front of a classroom.,A woman checking papers is a teacher in a classroom.,2,2,2,0.06666666666666667,0.375,35.03961181640625,36.37874984741211
neutral,entailment,Woman adjusting her eyeglasses.,Woman adjusting her eyeglasses after reading.,Woman adjusting her eyeglasses after reading the book.,Woman adjusting her eyeglasses after reading.,2,1,2,0.8,0.0,62.03125,36.327762603759766
neutral,entailment,A four piece band plays a song on a medium-size stage.,The band is playing punk rock music.,A four piece band plays a song on a small stage.,A four piece punk rock band plays a song on a medium-size stage.,2,2,2,0.21428571428571427,1.75,15.20594310760498,34.46403121948242
neutral,contradiction,A young boy in red leaping into sand at a playground.,A young boy jumps onto his friends sand castle at a playground.,A young boy in red leaping into sand at a beach.,A young boy jumps off a cliff at a playground.,2,0,0,0.08333333333333333,0.38461538461538464,38.60665512084961,71.68158721923828
neutral,contradiction,A man and a Woman cutting dough.,A husband and wife making pizza.,A man and a woman cutting dough in the kitchen.,A husband and wife making ice cream.,2,2,2,0.5,0.2857142857142857,107.55136108398438,40.39984130859375
entailment,contradiction,"In an apparent classroom setting, a young man in a blue t-shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book.",The man and woman are cooperating.,"In an apparent classroom setting, a young man in a blue t-shirt has a book on his knee while a woman dressed in black next to him points a gun at him.",The woman is pointing a gun at the man.,0,0,0,0.225,1.1428571428571428,21.329641342163086,22.389705657958984
neutral,entailment,Dog running with a purple toy in the snowy field.,A dog is excited.,Dog running with a red toy in the snowy field.,A dog is running with a toy.,2,2,1,0.09090909090909091,0.8,68.2552719116211,129.1455535888672
neutral,contradiction,A young ladies squatting at hillside sipping on a drink the other one with the white purse is talking pictures.,A group of hikers pause for a break.,A young lady squatting at hillside sipping on a drink is talking pictures with the other one holding a white purse.,A group of hikers are taking pictures.,2,2,2,0.47619047619047616,0.4444444444444444,118.02606964111328,102.94602966308594
neutral,entailment,Two people are participating in the sport fencing.,Two people competing in a fencing tournament,Two people are fencing in the Olympic Games.,Two people compete in a fencing tournament.,2,1,2,0.3333333333333333,0.2857142857142857,70.49251556396484,94.2628173828125
neutral,contradiction,Two brown and white dogs running on a grassy but brown fenced yard.,"The dogs wanted to find the end of the fence, but it seemed to keep on going, always turning into yet another stretch of distance.",Two brown and white dogs running on a green fenced yard.,The dogs wanted to chase the squirrels.,2,2,2,0.21428571428571427,0.7857142857142857,52.581817626953125,44.159873962402344
neutral,contradiction,A small dog runs to catch a ball.,The dog is a chihuahua.,A small dog runs to catch a ball in the park.,The dog is a Great Dane.,2,2,0,0.3333333333333333,0.3333333333333333,33.15055465698242,19.779836654663086
neutral,contradiction,A police person is on a motorcycle on the side of a street.,A policewoman is sitting on the motorcycle behind the parked car.,A police person is sitting on the motorcycle behind the parked car.,A policewoman is riding a bicycle on the sidewalk.,2,2,0,0.5,0.5833333333333334,16.760046005249023,13.033002853393555
